feature_name,group,usage_count
mkt_ret_eq_24h,regime,942
range_24h_pct,regime,865
xasset_mkt_depth_z,regime,429
xasset_mkt_ob_stress,regime,427
prior_volatility,regime,399
zscore_price_200,location,359
prior_range,regime,352
xasset_mkt_spread_bps,regime,345
dist_rolling_7d_high,location,338
volume_autocorr_48,regime,284
dist_weekly_vwap,location,282
dist_prior_day_high,location,252
up_down_semivol_ratio_tanh,regime,236
bars_in_high_vol_state_log_norm,location,223
range_expansion_ratio,regime,216
dist_prior_day_low,location,193
dist_ema200_atr,location,185
market_dispersion_4h,regime,172
true_range_percentile,regime,158
direction_entropy_20,regime,150
ema50_slope,regime,148
loc_prev_week_range_pos_48,location,141
loc_prev_week_range_pos_24,location,135
mark_index_basis,regime,134
choppiness_index_20,regime,125
loc_vwap_dev_z_24,location,121
realized_volatility_24h,regime,119
atr_percentile,regime,110
return_autocorr_48,regime,105
perp_index_basis,regime,105
compression_ratio,regime,104
atr_compression_ratio,regime,104
rv_24h,regime,94
ema_slope_norm,regime,86
loc_vwap_dev_z_48,location,82
amihud_illiq,regime,81
symbol_minus_mkt_ret_24h,regime,79
dist_ema50_atr,location,76
ema20_slope_5h,regime,74
perp_index_basis_z,regime,74
trend_acceleration,regime,72
spectral_entropy_ret_24,regime,71
tail_asymmetry_q90_q10_atr_norm,regime,70
volume_zscore_48h,regime,70
compression_score,regime,67
loc_ema_stack_pos_24,location,66
loc_pullback_depth_48,location,66
loc_session_pos_48,location,64
dist_ma100_atr,location,63
loc_swing_range_pos_48,location,62
loc_swing_range_pos_24,location,61
zscore_price_50,location,60
dist_vwap_atr,location,58
ob_spread_z_24h,regime,57
basis_pct,regime,57
dist_ema_fast,regime,56
rolling_range_20,regime,55
market_breadth_4h,regime,54
volume_trend_48,regime,53
premium_index_z,regime,52
mark_index_basis_z,regime,51
up_down_return_mass_ratio_tanh,regime,49
loc_initial_balance_pos_48,location,46
bollinger_band_width,regime,45
variance_ratio_10_48,regime,44
loc_bb_channel_pos_48,location,42
pullback_depth,location,42
volatility_ratio_short_long,regime,41
efficiency_ratio_20,regime,40
distance_to_ema,location,35
premium_index,regime,35
loc_range_pos_48,location,34
loc_session_pos_24,location,34
loc_pullback_depth_24,location,33
mark_perp_dislocation,regime,32
cs_rank_ret_24h,regime,32
loc_ema_stack_pos_48,location,31
volume_entropy_24,regime,30
loc_pivot_ladder_pos_48,location,28
basis_stretch,regime,27
dist_ema20_atr,location,27
dist_local_swing,location,25
loc_range_pos_24,location,24
dist_range_mid_atr,location,24
loc_bb_channel_pos_24,location,24
volume_percentile,regime,23
ob_depth_usd_l20_z,regime,22
loc_prior_bar_pos_48,location,22
loc_pivot_ladder_pos_24,location,22
loc_prev_day_range_pos_48,location,21
loc_initial_balance_pos_24,location,21
basis_vol,regime,20
loc_prev_day_range_pos_24,location,16
premium_index_mom_8h,regime,15
path_efficiency_24,regime,10
coherence_24,regime,10
loc_prior_bar_pos_24,location,8
market_breadth_24h,regime,8
amihud_z,regime,7
basis_pct_z,regime,3
basis_mom_w,regime,3
