regime_families_combo,count
trend|volatility,1437
volatility,752
trend|volatility|volatility_term_structure,59
trend,53
volatility|volatility_term_structure,25
,23
compression|trend|volatility,4
trend|volatility_term_structure,3
compression|volatility,2
volatility_term_structure,1
