strategy_id,side,H,model,is_winner,auc,ic_bin,ic_ret,logloss,pr_auc,lift_at_20pct,prec_at_10pct,prec_at_30pct,n_features
compression_ratio_1_0376017_dist_ema_fast_0_095782697_sin_hod_0_12940952_tail_asymmetry_q90_q10_atr_norm_0_47184935,short,10,extratrees,True,0.5745533866189394,0.15606856694785254,0.13875376585781285,0.6158229543087608,0.3969612578126513,1.2379733899174872,0.4995523724261415,0.3835596001790243,48
cos_hod_0_00000000000000000000000000000000001_slope_-0_83119529_volume_trend_48_-0_64375514_vov_mad_20_-0_37346116,long,5,extratrees,True,0.5696765718383413,0.1384992808346622,0.12136965709317582,0.5860287058555572,0.34838606409237216,1.3052342443073504,0.452995867768595,0.3405061112067482,48
loc_initial_balance_pos_24_0_32075533_loc_prev_day_range_pos_48_0_28101721_atr_compression_ratio_1_3097934_ret8h_-0_38833785,long,10,extratrees,True,0.5849902608341131,0.1639025822456189,0.11774701677680455,0.5687540488602314,0.35191891306710166,1.3061552978450026,0.46286472148541113,0.3425414364640884,48
cos_hod_0_12940952_realized_volatility_24h_-0_25666356_rsi_slope_0_46084976,short,5,extratrees,True,0.55449535312629,0.11305094126641145,0.09431653734371225,0.5832980627608523,0.3209108345361859,1.2020915254583402,0.40794392523364487,0.32346986450708615,48
