regime_families_combo,count
trend|volatility,2349
volatility,773
trend|volatility|volatility_term_structure,83
volatility|volatility_term_structure,49
trend,25
compression|trend|volatility,23
trend|volatility_term_structure,10
compression|volatility,7
,4
volatility_term_structure,1
