fold_id,seed,group,used_feature_count,split_count
0,42,location,11,122
0,42,regime,22,738
1,42,location,14,247
1,42,regime,27,1651
2,42,location,1,1
2,42,regime,8,12
3,42,location,11,67
3,42,regime,20,472
4,42,location,2,2
4,42,regime,7,12
