model,side,kind,score,passed,H,is_winner,checks.pr_auc_ge_threshold.pass,checks.pr_auc_ge_threshold.emoji,checks.pr_auc_ge_random.pass,checks.pr_auc_ge_random.emoji,checks.brier_and_logloss_improve_ge_2pct.pass,checks.brier_and_logloss_improve_ge_2pct.emoji,checks.liftk_and_preck_lift.pass,checks.liftk_and_preck_lift.emoji,checks.bootstrap_prec20_cv_le_0_30.pass,checks.bootstrap_prec20_cv_le_0_30.emoji,checks.delta_logloss_le_minus_0_5pct.pass,checks.delta_logloss_le_minus_0_5pct.emoji,checks.logloss_improves_in_ge_70pct_folds.pass,checks.logloss_improves_in_ge_70pct_folds.emoji,checks.worst_fold_delta_logloss_ge_0_5pct_improve.pass,checks.worst_fold_delta_logloss_ge_0_5pct_improve.emoji,metrics.auc,metrics.ic,metrics.ic_ret,metrics.logloss,metrics.pr_auc,metrics.pr_auc_threshold,metrics.brier_improvement,metrics.logloss_improvement,metrics.lift_at_20pct,metrics.precision_lift_abs,metrics.bootstrap_prec20_cv,metrics.fold_logloss_improvement_ratio,metrics.worst_fold_logloss_improvement,metrics.prec_at_10pct,metrics.recall_at_10pct,metrics.lift_at_10pct,metrics.prec_at_30pct,metrics.recall_at_30pct,metrics.lift_at_30pct,metrics.timeout_rate_at_20pct,metrics.timeout_rate_at_bot50pct
short_compression_ratio_1_0376017_dist_ema_fast_0_095782697_sin_hod_0_12940952_tail_asymmetry_q90_q10_atr_norm_0_47184935_H10:extratrees,short,compression_ratio_1_0376017_dist_ema_fast_0_095782697_sin_hod_0_12940952_tail_asymmetry_q90_q10_atr_norm_0_47184935,0.44384294810725494,False,10,True,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6288141025641026,0.26278877545304813,0.1556824422877835,0.5613552304980987,0.40608742048564184,0.374251497005988,0.08639818547440802,0.08028240366915947,1.4063157894736842,0.12165143397415695,0.08450456059240749,0.0,-1.0,0.5303030303030303,0.175,1.7712121212121212,0.36,0.36,1.2024000000000001,0.5413533834586466,0.6347305389221557
long_loc_initial_balance_pos_24_0_32075533_loc_prev_day_range_pos_48_0_28101721_atr_compression_ratio_1_3097934_ret8h_-0_38833785_H10:extratrees,long,loc_initial_balance_pos_24_0_32075533_loc_prev_day_range_pos_48_0_28101721_atr_compression_ratio_1_3097934_ret8h_-0_38833785,0.44384294810725494,False,10,True,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6288141025641026,0.26278877545304813,0.1556824422877835,0.5613552304980987,0.40608742048564184,0.374251497005988,0.08639818547440802,0.08028240366915947,1.4063157894736842,0.12165143397415695,0.08450456059240749,0.0,-1.0,0.5303030303030303,0.175,1.7712121212121212,0.36,0.36,1.2024000000000001,0.5413533834586466,0.6347305389221557
short_cos_hod_0_12940952_realized_volatility_24h_-0_25666356_rsi_slope_0_46084976_H5:extratrees,short,cos_hod_0_12940952_realized_volatility_24h_-0_25666356_rsi_slope_0_46084976,0.4445560326662688,False,5,True,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6257905982905984,0.25921504812886975,0.15642460874806333,0.5608222515722436,0.40523273028638385,0.374251497005988,0.0879338879752459,0.08115562987237382,1.255639097744361,0.07653865201926974,0.08716386496127686,0.0,-1.0,0.4696969696969697,0.155,1.568787878787879,0.36,0.36,1.2024000000000001,0.5789473684210527,0.6347305389221557
long_cos_hod_0_00000000000000000000000000000000001_slope_-0_83119529_volume_trend_48_-0_64375514_vov_mad_20_-0_37346116_H5:extratrees,long,cos_hod_0_00000000000000000000000000000000001_slope_-0_83119529_volume_trend_48_-0_64375514_vov_mad_20_-0_37346116,0.4445560326662688,False,5,True,True,✅,True,✅,True,✅,True,✅,True,✅,True,✅,False,⚠️,False,⚠️,0.6257905982905984,0.25921504812886975,0.15642460874806333,0.5608222515722436,0.40523273028638385,0.374251497005988,0.0879338879752459,0.08115562987237382,1.255639097744361,0.07653865201926974,0.08716386496127686,0.0,-1.0,0.4696969696969697,0.155,1.568787878787879,0.36,0.36,1.2024000000000001,0.5789473684210527,0.6347305389221557
