,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
impact_24,0.07360184,0.013285097,0.40776756,403.16666,43.56381,3731.1558,103.16586,18.747238,567.7207,0.030689988,0.0056805783,0.16580626,3.0,0.15157205,0.15695585,1.0,0.96,1.0,0.0,2.0,0.33333334,0.6834716,1.0
atr_state,0.07331808,0.009790413,0.54906166,384.0,26.432304,5578.6284,103.70372,12.706969,846.3435,0.03011899,0.0035955356,0.2523,2.0,0.0069423756,0.36948135,0.9957822,0.96,1.0,0.0,1.0,0.33333334,0.6394501,2.0
ffd_cvar_5pct_06,0.04914135,0.004593087,0.52576244,287.66666,12.892719,6418.5146,68.87673,5.1693134,917.72424,0.020522496,0.0014394034,0.29260236,1.0,0.0,0.36948135,0.63642085,0.94,1.0,0.0,3.0,0.5,0.57746315,3.0
evr_6,0.043115318,0.009517348,0.19532023,302.16666,31.923954,2860.0684,58.255474,14.864346,228.31146,0.018255867,0.004524179,0.07366567,9.0,0.2904049,0.31216326,0.54685026,0.74,0.8333333,0.0,4.5,2.1666667,0.55781573,4.0
t_be_proxy,0.042899966,0.006120653,0.30068803,301.33334,15.173076,5984.4014,57.97725,8.554222,392.94763,0.017683666,0.0023482337,0.13316904,5.0,0.0,0.36948135,0.5436493,0.88,1.0,0.16416438,5.5,1.0,0.55375564,5.0
kf_vol_ratio_mean,0.035044387,0.004579621,0.26816827,228.66667,16.336735,3200.667,49.112045,6.2704496,384.66028,0.014185855,0.0016850295,0.11942727,6.0,0.0,0.18119508,0.42688447,0.86,1.0,0.0,8.0,1.1666666,0.5220327,6.0
mrq_dir2h_signed_mag,0.022563417,0.008715157,0.05841636,224.0,38.37968,1307.3584,28.901554,12.456202,67.05895,0.009389369,0.0037177948,0.023713045,29.0,1.0,1.0,0.24136814,0.36,0.33333334,0.08342015,18.5,5.3333335,0.51504296,7.0
clv_mean_4,0.036254015,0.0062167956,0.21141979,258.16666,21.435303,3109.358,50.542053,11.140196,229.30467,0.015080646,0.0030855862,0.07370589,7.0,0.009239051,0.37530676,0.4448643,0.72,0.8333333,0.0,6.5,2.3333333,0.45216805,8.0
mae_8h,0.024703948,0.0031430293,0.19417097,230.0,12.247449,4319.267,32.71727,4.562667,234.60394,0.009946231,0.0013031207,0.07591584,8.0,0.5123583,0.6637505,0.27318487,0.8,0.0,0.0,13.5,1.6666666,0.43468523,9.0
signed_vol,0.032218147,0.0029476434,0.35214874,239.83333,18.451889,3117.2974,43.419285,4.2952833,438.90805,0.013145875,0.0012621947,0.1369155,4.0,0.0,0.36948135,0.38487545,0.8,0.6666667,0.0,8.5,1.6666666,0.43106467,10.0
impact_12,0.031038256,0.006880439,0.14001627,233.16667,25.86772,2101.7197,42.348095,8.8791895,201.97351,0.012511656,0.0025089236,0.062393896,11.0,0.0,0.36948135,0.3673376,0.64,0.6666667,0.0,9.5,3.0,0.38043398,11.0
dir_path_long_2h,0.02314961,0.0034788838,0.15404493,238.33333,16.110727,3525.7734,30.13205,5.2859883,171.7636,0.009506154,0.0015025012,0.06014435,10.0,0.25181583,0.2961029,0.25008127,0.7,0.16666667,0.16772592,13.5,2.5,0.36477655,12.0
dist_from_low_event_12h,0.025057655,0.0059214425,0.10603599,238.83333,17.305265,3296.1853,31.004576,9.504245,101.14257,0.01041318,0.0026226535,0.041345272,19.0,0.24960192,0.46376145,0.27844235,0.5,0.33333334,0.18165825,15.0,4.1666665,0.3423965,13.0
accept,0.029740673,0.0072589004,0.12185147,237.16667,20.995369,2679.068,39.430927,11.314974,137.41066,0.012206025,0.0030775296,0.04841125,15.0,0.0,0.36948135,0.34805042,0.48,0.5,0.0,11.5,4.3333335,0.29620758,14.0
ret48h,0.0074976697,0.0009544487,0.058897927,155.0,15.758595,1524.5648,7.889911,1.1286693,55.154068,0.0031191069,0.0004442674,0.021898586,34.0,0.0,0.36948135,0.017431857,0.82,0.0,0.84301585,45.0,1.5,0.29076558,15.0
