,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,blended_mu,blended_std,blended_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
base_prob_x_entropy,0.112692185,0.051127657,0.24838862,139.5,65.769165,295.88712,100.052895,40.765633,245.56425,0.030547807,0.013285442,0.07023993,0.3338414,0.06749457,1.6512451,2.0,0.0,0.24998154,0.958835,0.8787879,1.0,0.19492851,1.5,0.6666667,0.90680265,1.0
spike_score,0.11752339,0.047580685,0.29028052,149.66667,46.560593,481.09592,75.45408,29.3924,193.70036,0.025752706,0.010524467,0.063015245,0.28267813,0.13623372,0.5865429,4.0,1.0,0.85948765,1.0,0.57575756,0.6666667,0.14176933,2.0,2.3333333,0.8010279,2.0
impact_z,0.06501601,0.025379827,0.16655281,59.5,13.997024,252.92877,47.123188,21.09625,105.26016,0.015828675,0.0071334937,0.035122614,0.17098671,0.09059488,0.32271644,6.0,0.0,0.31008178,0.55260307,0.36363637,0.6666667,0.0,3.5,3.5,0.4948408,3.0
vol_z_30_calm,0.050601315,0.007103553,0.3604524,79.333336,6.342099,992.38086,35.83495,6.625672,193.81334,0.011121527,0.0019264704,0.064204656,0.13005395,0.03826291,0.44204766,1.0,0.0,0.85948765,0.4297805,0.6969697,0.33333334,0.2949535,7.5,1.6666666,0.4753694,4.0
kf_atr_mean,0.04878878,0.007817234,0.30449963,74.5,7.7620873,715.0461,33.78024,5.4953213,207.65019,0.010632411,0.0018513836,0.061061442,0.12117997,0.03240476,0.45316136,3.0,0.0,0.85948765,0.41433653,0.8181818,0.16666667,0.0,9.0,1.0,0.45743057,5.0
vol_regime_z,0.058959972,0.026769422,0.12986003,89.333336,29.970356,266.27792,47.21297,22.98697,96.97078,0.014835351,0.0075257914,0.029244453,0.15627386,0.056522284,0.43206885,7.0,0.0,0.85948765,0.5010017,0.27272728,0.6666667,0.13508977,4.0,4.0,0.4504873,6.0
kf_ret1h_mean,0.0480609,0.017004227,0.13583976,70.5,22.757782,218.39781,37.72365,11.96094,118.97677,0.012015465,0.003966566,0.03639707,0.14213564,0.060418155,0.33437863,5.0,0.31085497,1.0,0.40813455,0.45454547,0.5,0.22535819,6.5,3.0,0.42437828,7.0
vol_low,0.058964808,0.06537668,0.053181786,73.166664,57.281227,93.45752,33.797573,33.79813,33.797012,0.011662236,0.012242349,0.011109614,0.12275687,0.1295019,0.11636315,21.0,0.0,0.85948765,0.5010429,0.060606062,0.16666667,0.29883048,15.5,5.1666665,0.33066663,8.0
regime_stability_24h,0.045255415,0.018822834,0.10880682,80.0,30.066593,212.86084,34.155376,14.686314,79.4338,0.010862704,0.0050762435,0.023245208,0.11747143,0.047152016,0.2926606,10.0,0.86161345,0.29685703,0.38423,0.21212122,0.33333334,0.09772109,8.5,4.3333335,0.31924286,9.0
vol_high,0.043457665,0.01763156,0.10711297,64.5,21.25049,195.77196,33.386497,9.22575,120.82033,0.010177026,0.003093853,0.033476654,0.122834876,0.04109082,0.36719656,8.0,0.0939883,0.5909905,0.36891198,0.33333334,0.16666667,0.108879335,8.5,3.6666667,0.31667888,10.0
