canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_prior_day_high<=0.035852443&distance_to_ema<=0.42494485)|(direction_entropy_20>-0.04268625&range_24h_pct<=0.066120759&volume_autocorr_48<=-0.01123222),5,5,location|regime,compression|liquidity|path_structure,context,compression|context|liquidity|path_structure
(*)|(dist_prior_day_high<=0.035852443&distance_to_ema<=0.42494485)|(direction_entropy_20>-0.04268625&range_24h_pct<=0.066120759&volume_autocorr_48>-0.01123222),5,5,location|regime,compression|liquidity|path_structure,context,compression|context|liquidity|path_structure
(*)|(dist_prior_day_high>0.035852443&distance_to_ema<=0.42494485)|(direction_entropy_20>-0.04268625&range_24h_pct<=0.066120759),4,4,location|regime,compression|path_structure,context,compression|context|path_structure
(*)|(distance_to_ema>0.42494485&loc_prev_week_range_pos_24<=0.61570269)|(range_24h_pct<=0.066120759),3,3,location|regime,compression,context,compression|context
(*)|(distance_to_ema>0.42494485&loc_prev_week_range_pos_24>0.61570269)|(range_24h_pct<=0.066120759),3,3,location|regime,compression,context,compression|context
(*)|(dist_rolling_7d_high<=0.26168549)|(dist_ema_fast<=0.00086424773&range_24h_pct>0.066120759&rv_24h<=0.8183502),4,4,location|regime,compression|trend|volatility,context,compression|context|trend|volatility
(*)|(dist_rolling_7d_high<=0.26168549)|(dist_ema_fast>0.00086424773&range_24h_pct>0.066120759&rv_24h<=0.8183502),4,4,location|regime,compression|trend|volatility,context,compression|context|trend|volatility
(*)|(dist_rolling_7d_high<=0.26168549)|(range_24h_pct>0.066120759&rv_24h>0.8183502),3,3,location|regime,compression|volatility,context,compression|context|volatility
(*)|(dist_rolling_7d_high>0.26168549)|(range_24h_pct>0.066120759),2,2,location|regime,compression,context,compression|context
(*)|(loc_pivot_ladder_pos_24<=0.10083982&loc_swing_range_pos_48>0.31578887)|(range_24h_pct<=0.036860347),3,3,location|regime,compression,context,compression|context
(*)|(loc_pivot_ladder_pos_24>0.10083982)|(range_24h_pct<=0.036860347),2,2,location|regime,compression,context,compression|context
(*)|(loc_swing_range_pos_24<=0.357142)|(range_24h_pct>0.036860347&realized_volatility_24h<=-0.49204886),3,3,location|regime,compression|volatility,context,compression|context|volatility
(*)|(loc_swing_range_pos_24>0.357142)|(ema50_slope<=0.42427006&range_24h_pct>0.036860347&realized_volatility_24h<=-0.49204886),4,4,location|regime,compression|trend|volatility,context,compression|context|trend|volatility
(*)|(loc_swing_range_pos_24>0.357142)|(ema50_slope>0.42427006&range_24h_pct>0.036860347&realized_volatility_24h<=-0.49204886),4,4,location|regime,compression|trend|volatility,context,compression|context|trend|volatility
(*)|(zscore_price_200<=-1.3786632)|(compression_score<=-0.43346217&range_24h_pct>0.036860347&realized_volatility_24h>-0.49204886),4,4,location|regime,compression|volatility|volatility_term_structure,context,compression|context|volatility|volatility_term_structure
(*)|(zscore_price_200<=-1.3786632)|(compression_score>-0.43346217&range_24h_pct>0.036860347&realized_volatility_24h>-0.49204886),4,4,location|regime,compression|volatility|volatility_term_structure,context,compression|context|volatility|volatility_term_structure
(*)|(dist_vwap_atr<=0.015242864&zscore_price_200>-1.3786632)|(ema50_slope<=-0.26856455&range_24h_pct>0.036860347&realized_volatility_24h>-0.49204886),5,5,location|regime,compression|trend|volatility,context,compression|context|trend|volatility
(*)|(dist_vwap_atr<=0.015242864&zscore_price_200>-1.3786632)|(ema50_slope<=0.46857306&ema50_slope>-0.26856455&range_24h_pct>0.036860347&realized_volatility_24h>-0.49204886),6,6,location|regime,compression|trend|volatility,context,compression|context|trend|volatility
(*)|(dist_vwap_atr<=0.015242864&zscore_price_200>-1.3786632)|(ema50_slope>0.46857306&range_24h_pct>0.036860347&realized_volatility_24h>-0.49204886),5,5,location|regime,compression|trend|volatility,context,compression|context|trend|volatility
