fold_id,seed,regime_family,gain,split
0,42,compression,1181.7413,193.0
0,42,context,530.99286,97.0
0,42,liquidity,367.41022,176.0
0,42,momentum,148.29239,51.0
0,42,path_structure,940.44,324.0
0,42,trend,286.96176,107.0
0,42,volatility,470.60764,173.0
0,42,volatility_term_structure,288.08392,125.0
1,42,compression,1178.8354,188.0
1,42,context,405.1506,76.0
1,42,liquidity,314.8155,165.0
1,42,momentum,104.79088,43.0
1,42,path_structure,655.65027,276.0
1,42,trend,273.81076,107.0
1,42,volatility,498.56332,168.0
1,42,volatility_term_structure,315.42496,132.0
2,42,compression,1391.6025,189.0
2,42,context,478.81146,114.0
2,42,liquidity,406.64154,233.0
2,42,momentum,136.24886,55.0
2,42,path_structure,828.74524,332.0
2,42,trend,347.89807,153.0
2,42,volatility,286.02332,159.0
2,42,volatility_term_structure,302.885,158.0
3,42,compression,1249.7184,58.0
3,42,context,228.33424,30.0
3,42,liquidity,66.71408,32.0
3,42,momentum,4.74467,3.0
3,42,path_structure,188.3572,52.0
3,42,trend,45.648273,15.0
3,42,volatility,64.312836,14.0
3,42,volatility_term_structure,85.86559,23.0
