canonical_key,trigger,location,regime,mean_net_ret,directional_mean_ret,std_net_ret,mean_within_fold_std,mean_support_pct,std_support_pct,presence_freq,presence_freq_units,sign_consistency,min_support_actual,mean_uplift,mean_baseline_ret,mean_oos_ic,p25_oos_ic,p50_oos_ic,p75_oos_ic,mean_delta_ic,positive_ic_fraction,mean_ic,ic_tstat,ic_sign_consistency,decile_spread_sharpe,mask_ic_uplift,regression_beta,regression_slope_fit,learnability_step_c_score,trade_path_quality_score,quality_stability_score,path_smoothness_term,path_survivability_term,path_stability_term,path_realized_profit_consistency_term,path_trajectory_smoothness_term,full_quality_score,composite_score,required_hurdle,hurdle_excess,n_folds,discovery_count,n_instances,display_arity,structural_depth,pipeline_stage,parent_context_key,side,rule_type,accepted,rejection_reason,preset,min_support_actual_pct,within_mask_ic,delta_within_mask_ic,entropy_reduction,support_objective_score,source_target,source_horizon,composite_score_step1,support_score,diversity_score,stage_b_score,stage_b_rejection_reason,top10_mean_ret,top10_net_ret,rule_type_class,production_classification,classification_diagnostics,rule_gain_score,rule_split_score,rule_model_importance_score,preset,is_too_narrow,is_too_broad,comp_bonus,pruner_rank_score,within_leaf_mean_ic,within_leaf_positive_ic_fraction,within_leaf_mean_top_quantile_spread,within_leaf_mean_edge_uplift,within_leaf_hit_lift,within_leaf_valid_folds,within_leaf_future_edge_learnability_score,learnability_definition,leaf_reconstructability_score,stage_c_rejection_reason
(*)|(dist_rolling_7d_high<=0.27165833)|(range_24h_pct>0.090707242&rv_24h>0.57723165),*,dist_rolling_7d_high<=0.27165833,range_24h_pct>0.090707242&rv_24h>0.57723165,0.002508091572963167,0.002508091572963167,0.004162401764585109,0.04052800126373768,0.050833333333333335,0.010733592129385204,1.0,1.0,0.5598802395209581,572,,,0.029973843518254308,0.0077690102754586175,0.03612810588372861,0.058332939126524305,,0.75,0.08502877226572035,1.9431700293905931,0.75,0.19475147733464837,0.08350984426273086,1.944998361170292,0.31980214035810456,0.04362162026339361,3.1250000000000013e-07,0.00012738208928551994,0.01,0.01,0.01,0.01,0.01846816949546337,0.005031761527062192,0.005031761527062192,7.385048611111111e-05,0.0024342410868520557,4,1,1,3,3,stage_a_context,,short,3-way,False,b_sign_consistency_too_low,production,0.03813333333333333,0.08502877226572035,0.08350984426273086,-0.30638396739959717,0.21333333333333332,primary_target,0,,0.2846666666666667,,0.4356903860773139,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002508091572963167, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 572, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.41892238860227177,production,False,False,0.3,0.41892238860227177,-0.008245595922819423,0.25,-0.00028117692091856445,4.307142331019841e-05,-0.010723815530002373,4,0.04362162026339361,within_leaf_future_edge,0.49267627788574564,
(*)|(bars_in_high_vol_state_log_norm<=-0.58257371)|(prior_volatility>-0.43566158),*,bars_in_high_vol_state_log_norm<=-0.58257371,prior_volatility>-0.43566158,0.002445349600748159,0.002445349600748159,0.0020183724525506255,0.028972444124519825,0.057050000000000003,0.04328382749044061,1.0,1.0,0.6024930747922438,321,,,0.02941995591538705,0.0071234970216080586,0.027275495860245656,0.04957195475402465,,1.0,0.045469458244171264,1.622977497674163,0.75,0.10981831699609756,0.043950530241181764,0.7132502710446715,0.2523524339478811,0.0,3.1250000000000013e-07,3.831976697981433e-05,0.01,0.01,0.01,0.01,0.03623192943632603,0.004985510917525794,0.004985510917525794,8.8924622125e-05,0.002356424978623159,4,1,1,2,2,stage_a_context,,short,2-way,False,b_min_fold_support_too_low,production,0.0214,0.045469458244171264,0.043950530241181764,-0.12028765678405762,0.3128,primary_target,0,,0.31948,,0.4478414463778797,b_min_fold_support_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002445349600748159, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 321, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_min_fold_support_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.31690545303438,production,False,False,0.15,0.31690545303438,-0.0630318470727465,0.25,-0.0020335655342927283,0.00034777491983972644,-0.014235893785923076,4,0.0,within_leaf_future_edge,0.41449238846455866,
(*)|(dist_local_swing>0.0090000331&dist_rolling_7d_high>0.031725403)|(rv_24h>0.48232445),*,dist_local_swing>0.0090000331&dist_rolling_7d_high>0.031725403,rv_24h>0.48232445,0.002014381345361471,0.002014381345361471,0.002738355749935119,0.037289532367140055,0.07046666666666666,0.009580883744902308,1.0,1.0,0.7619047619047619,899,,,0.0212788199008091,0.011731508744085281,0.03601780658831008,0.04556511774503389,,0.75,0.015012706420084218,0.47993943600052386,0.75,0.025868318043649197,0.013493778417094714,0.30190277099609375,0.3138110830775238,0.8851320630938159,9.379454021084013e-07,0.10161307748469894,0.06868776822422458,0.08126415749272878,0.01,0.06721390182085159,0.015217365697026253,0.004898323320924446,0.004898323320924446,7.20817191111111e-05,0.0019422996262503601,4,1,1,3,3,stage_a_context,,short,3-way,True,,production,0.05993333333333333,0.015012706420084218,0.013493778417094714,-0.1467881202697754,0.5274666666666665,primary_target,0,,0.3946133333333333,,0.4309363311252281,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002014381345361471, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 899, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.49111801847120246,production,False,False,0.3,0.49111801847120246,0.07808916732562758,1.0,0.006906035597800883,0.0028506288260628015,0.038327967368650906,4,0.8851320630938159,within_leaf_future_edge,0.21229409083290096,
(*)|(zscore_price_200>-1.3688766)|(ema50_slope<=0.15185742&range_24h_pct>0.083938465),*,zscore_price_200>-1.3688766,ema50_slope<=0.15185742&range_24h_pct>0.083938465,0.0028411621460691094,0.0028411621460691094,0.00372703435588154,0.03441932704299688,0.05376666666666667,0.02847971988002067,1.0,1.0,0.535966149506347,416,,,0.03249484347216238,0.021265259179655324,0.036963741103489225,0.048193325395996287,,0.75,0.041332795590698454,1.8558302672426137,0.75,0.08822398632764816,0.039813867587708954,0.8112632436677814,0.29984895732348044,0.5123673340196641,3.1250000000000013e-07,0.016474920039942855,0.01,0.01,0.01,0.01,0.014818147756159306,0.004795369663002032,0.004795369663002032,7.355193144444443e-05,0.002767610214624665,4,1,1,3,3,stage_a_context,,short,3-way,False,b_sign_consistency_too_low,production,0.027733333333333332,0.041332795590698454,0.039813867587708954,-0.24623143672943115,0.2602666666666667,primary_target,0,,0.3010933333333333,,0.44981115437737207,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0028411621460691094, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 416, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.5424498274035253,production,False,False,0.3,0.5424498274035253,0.007130840131499826,0.5,0.002014800636304244,0.0016064323167568617,0.018830742549611285,4,0.5123673340196641,within_leaf_future_edge,0.4049479605433227,
(*)|(bars_in_high_vol_state_log_norm<=-0.59293115)|(range_24h_pct>0.048215032),*,bars_in_high_vol_state_log_norm<=-0.59293115,range_24h_pct>0.048215032,0.0021221431816229597,0.0021221431816229597,0.0018777796478548704,0.027375819627195597,0.060399999999999995,0.029342044161161564,1.0,1.0,0.5919220055710307,433,,,0.03177969291113867,0.016708319484241896,0.03345884436135268,0.04853021778824945,,1.0,0.0330379693648363,1.0863346430831533,0.5,0.08219749736599624,0.0315190413618468,0.860524870455265,0.15228822667027167,0.0,3.1250000000000013e-07,3.969107031747455e-05,0.01,0.04094740482428087,0.01,0.01,0.011090924963355064,0.004540368799792511,0.004540368799792511,8.854718600000002e-05,0.0020335959956229595,4,1,1,2,2,stage_a_context,,short,2-way,False,b_sign_consistency_too_low,production,0.028866666666666665,0.0330379693648363,0.0315190413618468,-0.09203958511352539,0.3663999999999999,primary_target,0,,0.33823999999999993,,0.43631794180551703,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0021221431816229597, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 433, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.3233493105067981,production,False,False,0.15,0.3233493105067981,-0.029019532657079388,0.25,-0.0010152194183719874,-0.00040229076793199086,-0.00325529159087809,4,0.0,within_leaf_future_edge,0.3182678010664646,
(*)|(dist_rolling_7d_high>0.018985568&pullback_depth>0.12426572)|(direction_entropy_20<=-0.063926786&prior_volatility<=0.20896727),*,dist_rolling_7d_high>0.018985568&pullback_depth>0.12426572,direction_entropy_20<=-0.063926786&prior_volatility<=0.20896727,0.0024781672400422394,0.0024781672400422394,0.0011589172168554119,0.02255726931616664,0.07631666666666666,0.016760162754447094,1.0,1.0,0.5443425076452599,773,,,0.02973058484780786,0.02246047920160689,0.027157337767936482,0.03442744341413745,,1.0,0.01446025065294854,0.9688476978809515,0.5,0.035805074439849705,0.012941322649959038,0.3314149606740102,0.17277078464984383,0.8686572355685884,3.1250000000000013e-07,0.00019981982160588292,0.01,0.01,0.01,0.01,0.01856421399861574,0.004200828796387993,0.004200828796387993,9.213306025e-05,0.0023860341797922392,4,1,1,4,4,stage_a_context,,short,4-way,False,b_sign_consistency_too_low,production,0.051533333333333334,0.01446025065294854,0.012941322649959038,0.05779147148132324,0.6210666666666664,primary_target,0,,0.42737333333333327,,0.4334997830121118,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0024781672400422394, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 773, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.7716522955902992,production,False,False,0.1,0.7716522955902992,0.07890426189821496,0.75,0.0035520032077890483,0.002268471089639606,0.07173238825164761,4,0.8686572355685884,within_leaf_future_edge,0.2205396263293768,
(*)|(zscore_price_200>-0.89529139)|(ema20_slope_5h<=0.87849265&prior_range<=0.85955906&range_24h_pct>0.044817477&return_autocorr_48>0.50294882),*,zscore_price_200>-0.89529139,ema20_slope_5h<=0.87849265&prior_range<=0.85955906&range_24h_pct>0.044817477&return_autocorr_48>0.50294882,0.0028101015195716172,0.0028101015195716172,0.003055447561565803,0.027803679928183556,0.05366666666666667,0.014161214637170075,1.0,1.0,0.5697151424287856,487,,,0.03772411752587385,0.03212789450806038,0.045766232754861635,0.051362455772675106,,0.75,0.010843836601204714,0.5573399333671916,0.5,0.04165982152335346,0.00932490859821521,0.3955739513039589,0.3182814133567502,0.724921129291654,3.1250000000000013e-07,1.958282828680301e-05,0.01,0.01,0.01,0.01,0.019424667581915855,0.003858665875500443,0.003858665875500443,9.457960000000002e-05,0.002715521919571617,4,1,1,5,5,stage_a_context,,short,5-way,False,b_sign_consistency_too_low,production,0.032466666666666665,0.010843836601204714,0.00932490859821521,-0.07318460941314697,0.25866666666666666,primary_target,0,,0.3005333333333333,,0.4462593250105767,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0028101015195716172, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 487, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.4940389995357483,production,False,False,0.1,0.4940389995357483,0.058906940694875815,0.75,0.0032416636481595274,0.001229156896880737,0.016788232599887654,4,0.724921129291654,within_leaf_future_edge,0.21090585072011697,
(*)|(loc_prior_bar_pos_24>-0.32608908&loc_swing_range_pos_24<=0.47256571)|(prior_range<=0.67206275&range_24h_pct>0.026563764&up_down_return_mass_ratio_tanh<=0.97472197),*,loc_prior_bar_pos_24>-0.32608908&loc_swing_range_pos_24<=0.47256571,prior_range<=0.67206275&range_24h_pct>0.026563764&up_down_return_mass_ratio_tanh<=0.97472197,0.0019335674005560577,0.0019335674005560577,0.0009554268237171035,0.024497754871845245,0.10803333333333333,0.009405967373014976,1.0,1.0,0.5562700964630225,1386,,,0.026003608588146567,0.015424884396539783,0.02253897445166691,0.03311769864327369,,1.0,0.007204054894646028,0.328899599865712,0.5,0.017498034052550793,0.005685126891656525,0.32611819822341204,0.33861805331401496,0.4252276578011231,3.1250000000000013e-07,0.005610222916416239,0.01,0.01,0.01,0.01,0.017171217128634453,0.003810633119953913,0.003810633119953913,9.0259081e-05,0.0018433083195560577,4,1,1,5,5,stage_a_context,,short,5-way,False,b_sign_consistency_too_low,production,0.0924,0.007204054894646028,0.005685126891656525,0.013700127601623535,1.0,primary_target,0,,0.9049866666666666,,0.4392099277114475,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0019335674005560577, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 1386, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.45604625476317096,production,False,False,0.1,0.45604625476317096,0.018583289575273904,0.75,0.000886961578271217,0.0005650975768590562,0.021980681823241255,4,0.4252276578011231,within_leaf_future_edge,0.1543622673775491,
(*)|(dist_prior_day_low>0.0093167676&loc_prev_day_range_pos_24<=0.93103403&loc_vwap_dev_z_48<=-0.94987166)|(prior_volatility>-0.42077994&volume_autocorr_48>-1.1823826),*,dist_prior_day_low>0.0093167676&loc_prev_day_range_pos_24<=0.93103403&loc_vwap_dev_z_48<=-0.94987166,prior_volatility>-0.42077994&volume_autocorr_48>-1.1823826,0.003067476223804988,0.003067476223804988,0.0017229928984814084,0.028399699367582798,0.050166666666666665,0.017143090606875865,1.0,1.0,0.5714285714285714,516,,,0.02963264466029402,0.019732416419104268,0.025896477105084074,0.03579670534627383,,1.0,0.008661544100037211,0.24710207680138205,0.75,-0.033242518082261086,0.00714261609704771,-0.16505126655101776,0.1440383432463564,0.3407936084499395,3.1250000000000013e-07,5.74350742923374e-05,0.01,0.01,0.01,0.01,0.018551845103502274,0.001775338213594668,0.001775338213594668,9.5040025e-05,0.002972436198804988,4,1,1,5,5,stage_a_context,,short,5-way,False,b_sign_consistency_too_low,production,0.0344,0.008661544100037211,0.00714261609704771,-0.1219778060913086,0.2026666666666666,primary_target,0,,0.2809333333333333,,0.43579508521614313,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.003067476223804988, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 516, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.3684745677007476,production,False,False,0.1,0.3684745677007476,0.012290812435217893,0.75,0.0010013831711152546,0.0001173304143218685,-0.021472093998120542,4,0.3407936084499395,within_leaf_future_edge,0.0241639823790399,
(*)|(bars_in_high_vol_state_log_norm>-0.67420697&dist_rolling_7d_high<=0.32177359&loc_vwap_dev_z_24<=-0.42660296)|(choppiness_index_20<=-0.47092405),*,bars_in_high_vol_state_log_norm>-0.67420697&dist_rolling_7d_high<=0.32177359&loc_vwap_dev_z_24<=-0.42660296,choppiness_index_20<=-0.47092405,0.002693085029022768,0.002693085029022768,0.0021029800343870487,0.024057661183178425,0.05968333333333333,0.01023201674483905,1.0,1.0,0.580441640378549,651,,,0.030567308234571183,0.02208533931904802,0.036815263783824215,0.04529723269934738,,1.0,-0.002227674969426885,-0.054794859853507405,0.75,0.01380535401403904,-0.003746602972416392,0.08137587830424309,0.22180359102728806,0.0,3.1250000000000013e-07,0.00021548204899620962,0.013193231066018878,0.01,0.01,0.012652054172324909,0.01833350956439972,0.0017512456434615308,0.0017512456434615308,9.383964025000001e-05,0.0025992453887727683,4,1,1,4,4,stage_a_context,,short,4-way,False,b_sign_consistency_too_low,production,0.0434,-0.002227674969426885,-0.003746602972416392,0.015973806381225586,0.35493333333333327,primary_target,0,,0.33422666666666667,,0.43992874877756794,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 4, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 4, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.002693085029022768, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 651, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.50887542362277,production,False,False,0.1,0.50887542362277,-0.046627846868645136,0.0,-0.0036478004213694234,-0.002023005865852061,-0.05223524030470099,4,0.0,within_leaf_future_edge,0.02011001453666092,
