side,strategy_id,rows,base_HR30,meta_HR30,delta_HR30,base_week_std30,meta_week_std30,base_month_std30,meta_month_std30,base_HR20,meta_HR20,delta_HR20,base_week_std20,meta_week_std20,base_month_std20,meta_month_std20,base_HR10,meta_HR10,delta_HR10,base_week_std10,meta_week_std10,base_month_std10,meta_month_std10
long,dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,60216,0.5605867699972322,0.7410462219761971,0.18045945197896485,0.017457155057058475,0.017113932735693567,0.013528886938917347,0.015215306348938116,0.6116738625041515,0.8126868150116241,0.20101295250747264,0.01946828197029705,0.01842210593158039,0.016079149196407377,0.016207056603809684,0.7027565592826304,0.8885752241780139,0.18581866489538357,0.022679542217036032,0.02118483168145992,0.018800965442197035,0.017807926167837856
short,dist_prior_day_low_0_023332626_loc_vwap_dev_z_48_-0_85210818_dist_ema_fast_0_003809185_ret24h_-1_0786834,45504,0.5155288602402578,0.7004101963082332,0.1848813360679754,0.011013756669407074,0.009769070105596333,0.009301440661931393,0.007891702423118692,0.5530161520712009,0.7611251510822986,0.2081089990110977,0.011565505032006984,0.010056033662147107,0.00915155656251911,0.008675120845736134,0.6214018896945727,0.8253131179960448,0.20391122830147212,0.015181566783811964,0.01101513282497887,0.01025936768232123,0.009577067957821053
