layer,feature,live_value,replay_value,delta,abs_delta,live_missing,replay_missing
meta_model_input,liq_stop_safety_short_atr,62.004032135009766,68.24281311035156,-6.238780975341797,6.238780975341797,False,False
meta_model_input,fund_rate_mom_24h,-0.0318148173391819,-5.090948104858398,5.0591332875192165,5.0591332875192165,False,False
meta_model_input,liq_buffer_atr,64.85066986083984,69.83917999267578,-4.9885101318359375,4.9885101318359375,False,False
meta_model_input,xasset_btc_fund_z,-2.053748846054077,2.053748846054077,-4.107497692108154,4.107497692108154,False,False
meta_model_input,xasset_btc_funding_z,-2.053748846054077,2.053748846054077,-4.107497692108154,4.107497692108154,False,False
meta_model_input,liq_stop_safety_long_atr,61.697303771972656,65.435546875,-3.7382431030273438,3.7382431030273438,False,False
meta_model_input,fund_mom_24h,-0.0318148173391819,-2.053748846054077,2.0219340287148952,2.0219340287148952,False,False
meta_model_input,volume_trend_48,-0.48115772008895874,-1.9466060400009155,1.4654483199119568,1.4654483199119568,False,False
meta_model_input,mark_trigger_risk_10h,2.146723508834839,3.5503265857696533,-1.4036030769348145,1.4036030769348145,False,False
meta_model_input,mark_trigger_risk_5h,2.146723508834839,3.5503265857696533,-1.4036030769348145,1.4036030769348145,False,False
meta_model_input,xasset_asset_minus_basket_fund_z,0.8258486390113831,-0.19642411172389984,1.022272750735283,1.022272750735283,False,False
meta_model_input,xasset_asset_minus_mkt_funding,0.8258486390113831,-0.19642411172389984,1.022272750735283,1.022272750735283,False,False
meta_model_input,fund_extreme_duration_24h,1.57913339138031,0.6884616017341614,0.8906717896461487,0.8906717896461487,False,False
meta_model_input,move_magnitude_z,0.5388221144676208,1.1933974027633667,-0.6545752882957458,0.6545752882957458,False,False
meta_model_input,rvol_hod_base,2.010033369064331,1.397223949432373,0.612809419631958,0.612809419631958,False,False
meta_model_input,fund_carry_24h,0.941223680973053,0.33143723011016846,0.6097864508628845,0.6097864508628845,False,False
meta_model_input,mtf_divergence_x_regime_vol_12h,-0.28069931268692017,-0.8242282867431641,0.5435289740562439,0.5435289740562439,False,False
meta_model_input,xasset_fund_dispersion_basket,2.053748846054077,1.6786274909973145,0.3751213550567627,0.3751213550567627,False,False
meta_model_input,median_volume_z,-1.157626986503601,-1.4446489810943604,0.2870219945907593,0.2870219945907593,False,False
meta_model_input,hurst_proxy_x_regime_trend_48h,-1.5926398038864136,-1.8618000745773315,0.26916027069091797,0.26916027069091797,False,False
meta_model_input,vol_surprise_rel_peers,0.35432204604148865,0.5888262391090393,-0.23450419306755066,0.23450419306755066,False,False
meta_model_input,xs_rank_vol_z,0.6085903644561768,0.8424612879753113,-0.23387092351913452,0.23387092351913452,False,False
meta_model_input,median_rvol_z,-1.0141745805740356,-1.212464690208435,0.19829010963439941,0.19829010963439941,False,False
meta_model_input,xasset_fund_extreme_share_basket,0.37037035822868347,0.18518517911434174,0.18518517911434174,0.18518517911434174,False,False
meta_model_input,vol_z24,-2.0152182579040527,-1.8358045816421509,-0.17941367626190186,0.17941367626190186,False,False
meta_model_input,vol_z24_base,-2.0152182579040527,-1.8358045816421509,-0.17941367626190186,0.17941367626190186,False,False
meta_model_input,corr_concentration_24h,-0.30593058466911316,-0.12753649055957794,-0.17839409410953522,0.17839409410953522,False,False
meta_model_input,ret120h,-1.4533971548080444,-1.3057286739349365,-0.1476684808731079,0.1476684808731079,False,False
meta_model_input,funding_rate_cross_asset_dispersion,1.6290947198867798,1.4911129474639893,0.13798177242279053,0.13798177242279053,False,False
meta_model_input,perm_entropy_ret_24,1.0181126594543457,0.9039387702941895,0.11417388916015625,0.11417388916015625,False,False
meta_model_input,mkt_rv_ratio,-0.5480927228927612,-0.6541563868522644,0.10606366395950317,0.10606366395950317,False,False
meta_model_input,pct_assets_up_1h,0.6209776401519775,0.5183899402618408,0.10258769989013672,0.10258769989013672,False,False
meta_model_input,regime_liquidity_score,0.727971076965332,0.6269500851631165,0.10102099180221558,0.10102099180221558,False,False
meta_model_input,vol_exhaust,-0.9403090476989746,-0.8483121395111084,-0.09199690818786621,0.09199690818786621,False,False
meta_model_input,vov_fast_slow_ratio,-0.17423997819423676,-0.26175832748413086,0.0875183492898941,0.0875183492898941,False,False
meta_model_input,vol_high,0.9961439967155457,0.9232527017593384,0.07289129495620728,0.07289129495620728,False,False
meta_model_input,pct_assets_high_rvol,0.11844004690647125,0.18705596029758453,-0.06861591339111328,0.06861591339111328,False,False
meta_model_input,vol_asym,-0.642530083656311,-0.5756465792655945,-0.06688350439071655,0.06688350439071655,False,False
meta_model_input,prior_volatility,0.40078383684158325,0.33561447262763977,0.06516936421394348,0.06516936421394348,False,False
meta_model_input,rsi_z_x_regime_vol,-0.3994072675704956,-0.46173328161239624,0.062326014041900635,0.062326014041900635,False,False
meta_model_input,ffd_mr_z_06,0.6139928698539734,0.5528312921524048,0.061161577701568604,0.061161577701568604,False,False
meta_model_input,pct_assets_above_ema_fast,-0.13164255023002625,-0.07189321517944336,-0.059749335050582886,0.059749335050582886,False,False
meta_model_input,vol_regime_z,-1.9789642095565796,-2.0352611541748047,0.0562969446182251,0.0562969446182251,False,False
meta_model_input,ema50_slope,-1.0431721210479736,-0.9878764152526855,-0.055295705795288086,0.055295705795288086,False,False
meta_model_input,rv_ratio_24_120,0.06124287471175194,0.009174622595310211,0.05206825211644173,0.05206825211644173,False,False
meta_model_input,mkt_ret_eq_24h,1.88947594165802,1.8383409976959229,0.05113494396209717,0.05113494396209717,False,False
meta_model_input,kf_atr_mean,1.263179898262024,1.214376449584961,0.04880344867706299,0.04880344867706299,False,False
meta_model_input,vov_ratio,-0.034967903047800064,-0.08240701258182526,0.04743910953402519,0.04743910953402519,False,False
meta_model_input,meta_abs_net_x_vov_ratio,-0.19945280253887177,-0.24443577229976654,0.044982969760894775,0.044982969760894775,False,False
meta_model_input,rv_8h,-1.88532555103302,-1.926364541053772,0.04103899002075195,0.04103899002075195,False,False
