,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
regime_trend_score,0.050124604,0.016338391,0.15377742,78.166664,15.225162,401.3112,340.04507,124.282455,930.3859,0.17624941,0.06092159,0.5098989,5.0,0.8910891,0.5224681,0.6014096,0.704918,0.6666667,0.055957627,5.5,3.0,0.7111905,1.0
asset_vol_level,0.054845735,0.025818404,0.116508156,87.666664,25.1374,305.73746,381.1412,204.26718,711.1697,0.19290124,0.09771945,0.38079304,9.0,1.0,0.56154007,0.6765852,0.45901638,0.6666667,0.05208064,4.5,5.5,0.70267516,2.0
pred_dist_prior_day_low_0_029999996_compression_ratio_-0_095844157_vov_mad_20_-0_2115936_H10,0.07515664,0.026963672,0.20948632,101.833336,19.073687,543.6824,513.7336,199.51825,1322.7972,0.2650835,0.09618377,0.7305729,2.0,0.45643565,0.8045929,1.0,0.78688526,0.8333333,0.0,1.5,2.1666667,0.6814738,3.0
kf_atr_mean,0.060942013,0.016479433,0.22536755,85.666664,13.461881,545.1525,441.66647,137.31602,1420.5863,0.22053704,0.06580776,0.73907065,1.0,0.16336633,0.5640555,0.7736575,0.852459,1.0,0.050408952,4.0,1.5,0.5775449,4.0
is_trending,0.056398913,0.02873405,0.11069924,55.833332,14.040616,222.02454,375.37323,203.14603,693.61456,0.16924368,0.08912643,0.3213797,11.0,0.32772276,0.73209494,0.7013168,0.60655737,0.6666667,0.0,6.0,4.0,0.5066057,5.0
vol_price_div,0.018487463,0.004777991,0.071533464,42.333332,5.34374,335.36646,119.667496,28.81974,496.89236,0.06282317,0.014581304,0.270672,19.0,0.75148517,0.8051735,0.0976447,0.5081967,0.0,0.34413737,21.0,5.0,0.42680478,6.0
vol_regime_z,0.026434997,0.008048504,0.08682472,52.0,6.6833124,404.58978,175.79439,58.52751,528.0195,0.09124799,0.030981729,0.26874536,18.0,0.86534655,1.0,0.22419497,0.27868852,0.0,0.16512357,13.0,7.3333335,0.4256386,7.0
is_high_vol_regime,0.021724435,0.0021367322,0.22087517,62.833332,6.1214557,644.94916,133.27689,14.379859,1235.2505,0.07481357,0.00876927,0.6382595,3.0,0.42574257,0.6558373,0.14918768,0.704918,0.0,0.22191979,19.5,3.0,0.36617294,8.0
volume_trend_48,0.04093182,0.012145067,0.13795017,67.666664,15.007405,305.10123,269.50446,102.69656,707.2548,0.14038028,0.049979016,0.39429793,7.0,0.0,0.54750395,0.45503098,0.60655737,0.6666667,0.22582157,6.0,4.0,0.3539366,9.0
atr_percentile,0.02412742,0.0049193264,0.11833578,58.333332,6.9681816,488.3308,158.63579,42.700523,589.3444,0.081005104,0.02050201,0.32005772,12.0,0.3920792,0.6496018,0.18745095,0.60655737,0.0,0.23202659,17.0,4.0,0.33795857,10.0
adx_7_slope,0.03051203,0.009802596,0.09497321,62.0,10.908712,352.3789,189.88574,62.583294,576.13763,0.09863389,0.028660981,0.33943865,13.0,0.19009902,0.5021748,0.28911442,0.57377046,0.16666667,0.20505507,14.5,4.3333335,0.3030529,11.0
atr_pct_base,0.03588529,0.009994416,0.12884735,70.666664,11.671428,427.8635,220.45705,53.562897,907.36896,0.11835365,0.026469013,0.529207,6.0,0.0,0.0,0.374674,0.6393443,0.33333334,0.16843699,9.0,3.6666667,0.2931927,12.0
zscore_price_200,0.020628065,0.0048593148,0.0875673,55.166668,6.0941687,499.38907,117.434784,24.923773,553.32434,0.067869,0.014366299,0.32062548,14.5,0.27920792,0.7047688,0.13172996,0.47540984,0.0,0.517735,18.0,5.3333335,0.26880798,13.0
ffd_strength_05,0.028869538,0.014734352,0.056565106,34.333332,13.136041,89.73616,188.30138,90.844536,390.30862,0.09506333,0.045379188,0.19914497,22.0,0.107920796,0.54750395,0.26296067,0.44262296,0.16666667,0.54941434,12.0,5.6666665,0.25349087,14.0
t_be_proxy,0.02121868,0.008483754,0.053069945,41.166668,9.154537,185.12071,135.59964,63.165398,291.09708,0.07455951,0.03342588,0.16631189,31.0,0.18019801,0.56646496,0.14113446,0.39344263,0.16666667,0.5920155,22.0,6.1666665,0.24425763,15.0
asset_atr_level,0.04636222,0.024427023,0.087994985,76.666664,25.197002,233.2729,315.81952,178.82423,557.7654,0.158889,0.08515045,0.2964836,14.5,0.0,0.54750395,0.5415004,0.08196721,0.6666667,0.24945608,5.0,9.333333,0.2412647,16.0
move_magnitude_z,0.02459491,0.007674316,0.07882261,37.833332,8.335,171.72899,164.21384,55.795307,483.30563,0.08367353,0.026867466,0.26058507,20.0,0.06831683,0.58598363,0.1948949,0.45901638,0.16666667,0.57581973,17.0,5.5,0.23143496,17.0
G_VOL_LIQ_GT1,0.024386454,0.010693668,0.055612274,62.666668,12.736649,308.33157,155.0263,76.61475,313.68835,0.082235254,0.03733952,0.18111204,25.0,0.23861386,0.681904,0.1915756,0.26229507,0.16666667,0.23084074,17.5,7.5,0.22394578,18.0
price_lt_ema200,0.016740907,0.002247316,0.12470786,52.0,3.7416575,722.6744,97.43954,16.47152,576.417,0.05751133,0.009846555,0.33590966,10.0,0.0,0.54750395,0.06983392,0.73770493,0.0,0.4729384,26.0,2.6666667,0.22203994,19.0
ffd_rv_12_04,0.013058727,0.0038470973,0.044327017,22.833334,4.0994577,127.17806,82.84756,28.353428,242.07718,0.04146328,0.013086186,0.13137543,34.0,0.0,0.54750395,0.011201782,0.704918,0.0,0.7319519,29.0,3.0,0.21506746,20.0
ret120h,0.013469894,0.0031568066,0.057475194,35.0,5.1639776,237.22023,80.955536,22.102026,296.52478,0.046641145,0.0125613585,0.17318162,24.0,0.0,0.54750395,0.017748892,0.704918,0.0,0.6462593,30.5,3.0,0.21209225,21.0
distance_to_ema,0.012355239,0.002885082,0.052910782,31.333334,4.068852,241.2911,78.80487,19.094923,325.2282,0.040499683,0.008537651,0.19211659,26.0,0.0,0.54750395,0.0,0.6721311,0.0,0.7976583,29.5,3.3333333,0.2079157,22.0
amihud_illiq,0.023938846,0.0042279526,0.13554275,55.666668,4.109609,754.0322,139.48724,18.74824,1037.7876,0.07918633,0.009657858,0.64926136,4.0,0.0,0.54750395,0.18444823,0.59016395,0.0,0.28075278,15.5,4.1666665,0.19846827,23.0
ffd_z_24_04,0.013489646,0.004010579,0.045372635,32.0,4.3204937,237.00995,85.33029,24.865366,292.82733,0.045492955,0.012910947,0.16029878,32.0,0.0,0.54750395,0.0180634,0.6557377,0.0,0.5029206,30.5,3.5,0.19269314,24.0
up_down_return_mass_ratio_tanh,0.014790831,0.0040110424,0.054541606,38.166668,6.5933466,220.93399,89.28023,27.165606,293.42096,0.049517542,0.015247567,0.16081169,29.0,0.0,0.54750395,0.038782448,0.60655737,0.0,0.6511484,29.0,4.0,0.19195324,25.0
vol_z_30_calm,0.025833137,0.008307964,0.080326654,59.666668,9.706813,366.76416,161.00012,48.947517,529.568,0.08802656,0.02477411,0.3127731,17.0,0.0,0.48497343,0.21461144,0.44262296,0.16666667,0.12969008,15.0,5.6666665,0.18506254,26.0
ft_2,0.027717868,0.006416734,0.11973072,65.166664,7.4255567,571.9025,174.39812,47.889393,635.10315,0.09584334,0.022824602,0.4024581,8.0,0.0,0.54750395,0.24462241,0.4918033,0.0,0.22871464,15.0,5.1666665,0.18331103,27.0
cvar_5pct,0.022420608,0.0049056704,0.10246991,46.333332,3.9860868,538.56775,140.54749,41.56644,475.2294,0.076437384,0.018768527,0.31130165,16.0,0.0,0.54750395,0.160273,0.47540984,0.0,0.40195563,20.0,5.3333335,0.17100483,28.0
time_since_peak_12h,0.016670786,0.004930885,0.056362115,52.333332,7.520343,364.1826,95.152916,25.943624,348.99048,0.05149257,0.012840055,0.20650105,23.0,0.0,0.54750395,0.06871737,0.57377046,0.0,0.0678852,26.0,4.3333335,0.16058035,29.0
kf_score_mean,0.013647652,0.0051511084,0.0361589,37.833332,11.006311,130.04912,80.20775,27.997738,229.77866,0.045827925,0.01583511,0.13262925,35.0,0.0,0.54750395,0.020579368,0.40983605,0.0,1.0,28.5,6.0,0.15657489,30.0
reversion_target_distance,0.022178544,0.0079881335,0.06157732,46.0,9.574271,221.00899,134.86249,48.61822,374.09616,0.07481579,0.026688436,0.20973137,21.0,0.0,0.54750395,0.15641856,0.32786885,0.0,0.5703873,20.5,6.8333335,0.14177029,31.0
G_EXH_GIVEBACK,0.036488127,0.028587699,0.046571895,38.833332,17.247383,87.435165,229.83044,192.3103,274.67087,0.109815806,0.08864284,0.13604608,33.0,0.0,0.54750395,0.3842731,0.016393442,0.33333334,0.1741089,16.5,10.0,0.13965842,32.0
amihud_z,0.019844752,0.007788415,0.050564095,28.166666,6.335526,125.22419,124.82756,50.685234,307.42523,0.063316554,0.024457378,0.16391723,30.0,0.0,0.54750395,0.1192571,0.32786885,0.0,0.66000414,23.0,6.8333335,0.13881883,33.0
ffd_range_24_04,0.022142783,0.008841992,0.055451624,48.0,11.23981,204.98567,132.99153,60.56321,292.0378,0.073370725,0.0322635,0.16685304,27.0,0.0,0.54750395,0.15584914,0.14754099,0.0,0.6331247,16.5,8.666667,0.099711314,34.0
prior_volatility,0.023580424,0.011190165,0.049689747,47.833332,10.605292,215.74396,154.18304,77.14976,308.13333,0.08167044,0.038889546,0.17151295,28.0,0.0,0.54750395,0.17874101,0.0,0.16666667,0.35682786,19.5,10.166667,0.078589596,35.0
