fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,-0.25741488,0.19588126,-0.6265168261528015,-0.21701277792453766,-0.011759643852710715
1,-0.2927753,0.2209897,-0.9072731137275696,-0.258046954870224,-0.002406448312103748
2,-0.31847408,0.23347157,-0.9036759787797928,-0.2814735174179077,-0.003695139226038013
3,-0.33028173,0.24912255,-0.9231227159500122,-0.2806985229253769,-0.00398528898600489
4,-0.31925842,0.25472867,-0.9254025268554688,-0.25821349024772644,-0.003888342352584005
