,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
asset_vol_level,0.07662677,0.010297212,0.57021856,105.666664,6.315765,1767.8689,107.53287,20.946957,552.0285,0.06814032,0.012277657,0.37817502,1.0,0.6666667,0.0,1.0,0.9777778,1.0,0.0,1.0,0.33333334,0.9444444,1.0
asset_atr_level,0.068882994,0.012935831,0.3668003,89.0,7.72442,1025.4491,96.88715,21.39322,438.7895,0.059564877,0.012771403,0.27780616,3.0,1.0,1.0,0.8894923,0.9777778,1.0,0.0,2.0,0.33333334,0.8836652,2.0
atr_compression_ratio,0.042442676,0.004344136,0.41466954,53.166668,3.9334745,718.6253,59.865032,8.508891,421.18555,0.03668222,0.005632054,0.23891552,2.0,0.0,0.5,0.5121751,1.0,1.0,0.0,3.0,0.0,0.6816963,3.0
up_vol,0.030506218,0.0030609115,0.30403665,43.833332,2.7938426,687.71277,41.912983,5.91926,296.77667,0.02557031,0.004012885,0.16293533,4.0,0.0,0.5,0.34183556,0.9444444,1.0,0.0,7.0,0.8333333,0.57412064,4.0
dir_path_risk_long_2h,0.030784786,0.0050553526,0.18746528,70.166664,8.02946,613.1622,39.450577,6.765975,230.0257,0.025390852,0.003760955,0.17141798,5.0,1.0,1.0,0.3458109,0.87777776,1.0,0.0,6.0,1.8333334,0.5596404,5.0
volume_entropy_24,0.026269894,0.006475528,0.10657159,55.5,9.287087,331.67017,32.61175,7.9974623,132.98299,0.021129264,0.0048507825,0.09203582,8.0,0.0,0.5,0.281381,0.7777778,0.6666667,0.0,9.5,3.3333333,0.44920403,6.0
range_24h_pct,0.019435313,0.0035420163,0.10664304,45.666668,3.8151743,546.6184,24.555058,4.90239,122.991196,0.01591866,0.0027095226,0.0935234,7.0,0.0,0.5,0.18384796,0.7888889,0.6666667,0.0,12.0,3.1666667,0.39833862,7.0
direction_entropy_20,0.025121238,0.009326144,0.06766747,40.333332,6.9681816,233.45801,34.97689,13.869559,88.20633,0.020111699,0.0075605544,0.053498775,19.0,1.0,0.6666667,0.26498908,0.5777778,0.6666667,0.14800277,9.0,6.3333335,0.39758858,8.0
align,0.026840674,0.012411386,0.058045235,73.166664,18.15137,294.92877,33.90967,18.436373,62.369415,0.023212414,0.011306547,0.04765524,29.0,0.0,0.5,0.28952634,0.46666667,0.6666667,0.0,8.0,8.0,0.37590617,9.0
G_VOL,0.024816765,0.01225577,0.05025158,67.833336,21.79768,211.09407,30.247593,16.817137,54.40384,0.022325376,0.011836057,0.04211051,38.0,0.0,0.5,0.2606441,0.3888889,0.5,0.0,12.0,9.166667,0.3155765,10.0
