model,kind,tail_lambda,gate,n_gate,pnl_top30,composite,n,ic,ic_std,ic_mh,ic_top30,ic_top20,ic_top10,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30,bss,calibration_ece_top5,calibration_ece_top10,calibration_ece_top20,calibration_method,calibration_mse,calibration_rmse,calibration_mae,calibration_bss,calibration_slope,calibration_intercept,calibration_ece_10,feature_importance_metric,feature_importance_top10,feature_importance_pred_prefix_sum_top10,feature_importance_top10_sum,feature_importance_pred_prefix_share_top10
xgb_parallel_forest,xgb,0.0,all,121373,29653.43944941025,0.1453042473387933,121373,0.1453042473387933,0.0598033958974404,0.1453042473387933,0.06350666408004468,0.03544936405943974,0.027838166435403405,0.8143766795534948,0.7405245298666683,0.07385214968682652,0.13662968761217908,0.214860893685974,0.0245804839196946,0.6540331218587789,-0.09587339885386892,0.000859688317031278,0.0031571396128388766,0.0003738397829903068,isotonic,0.45747308791318897,0.676367568643847,0.5584230450987882,0.0035459042356646986,1.0000000000004001,2.177664784676703e-13,1.2052898672913941e-16,gain,"[{'feature': 'spike_score', 'importance': 23.429716110229492}, {'feature': 'second_leg_accel_vol_1h', 'importance': 18.520023345947266}, {'feature': 'liq_score', 'importance': 14.028365135192871}, {'feature': 'pred_reg_dist_prior_day_low_0_033441655_compression_score_0_55698758_ret24h_-1_0731928_H10', 'importance': 12.591821670532227}, {'feature': 'kf_ret1h_mean', 'importance': 12.469552993774414}, {'feature': 'shock_12h', 'importance': 12.166951179504395}, {'feature': 'regime_transition_entropy_48h', 'importance': 10.760332107543945}, {'feature': 'shock_vol_ratio', 'importance': 10.010224342346191}, {'feature': 'second_leg_accel_2h', 'importance': 9.582027435302734}, {'feature': 'rng_z', 'importance': 9.008563041687012}]",12.591821670532227,132.56757736206055,0.094984172759997
