model,kind,tail_lambda,gate,n_gate,pnl_top30,composite,n,ic,ic_std,ic_mh,ic_top30,ic_top20,ic_top10,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30,bss,calibration_ece_top5,calibration_ece_top10,calibration_ece_top20,calibration_method,calibration_mse,calibration_rmse,calibration_mae,calibration_bss,calibration_slope,calibration_intercept,calibration_ece_10,feature_importance_metric,feature_importance_top10,feature_importance_pred_prefix_sum_top10,feature_importance_top10_sum,feature_importance_pred_prefix_share_top10
xgb_parallel_forest,xgb,0.0,all,121373,-36.70103966072202,-0.06563242379446814,121373,-0.06563242379446814,0.08595915440255227,-0.06563242379446814,0.10441946280450223,-0.045603736437098065,-0.017316992944447683,-0.0009980955218986253,0.004380815905563054,-0.005378911427461679,-0.0031512134738467205,0.40636346159127734,0.44027903655488726,0.1620389442750817,-4.9269955142872135e-05,0.012797413206649736,0.00034239980019898245,0.008486640305887288,isotonic,0.07416376329724979,0.2723302467542851,0.14893460312160886,0.0005507685944765583,1.0000000000002562,6.979128602506531e-17,2.0295955950951162e-18,gain,"[{'feature': 'pred_dist_prior_day_low_0_033441655_compression_score_0_55698758_ret24h_-1_0731928_H10', 'importance': 5.140126705169678}, {'feature': 'time_since_trough_12h', 'importance': 4.230727195739746}, {'feature': 'asset_atr_level', 'importance': 3.8797264099121094}, {'feature': 'amihud_z', 'importance': 3.7230660915374756}, {'feature': 'rvol_hod_base', 'importance': 3.6730053424835205}, {'feature': 'kf_ret1h_mean', 'importance': 3.664055824279785}, {'feature': 'liq_regime', 'importance': 3.588073968887329}, {'feature': 'regime_transition_entropy_48h', 'importance': 3.552649974822998}, {'feature': 'coherence_24', 'importance': 3.552433967590332}, {'feature': 'kf_vol_ratio_mean', 'importance': 3.540593385696411}]",5.140126705169678,38.544458866119385,0.1333557885200421
