n,logloss,roc_auc,roc_auc_inverted,auc_gap_to_inversion,is_score_inverted_suspect,pr_auc,pr_auc_base_rate,pr_auc_vs_base_rate,pr_auc_lift_vs_base_rate,brier,bss,brier_score,balanced_accuracy_0p5,balanced_accuracy_best,best_threshold,move_ic,ic_std,ic_top10,ic_top20,ic_top30,calibration_slope,calibration_intercept,base_rate,move_base_rate,absret_mean,top10_absret_mean,top10_lift,spread10,top10_hit_rate,top_decile_precision,top_decile_recall,top_decile_absret_mean,top_decile_absret_lift,top_decile_absret_hit_rate,top5_absret_mean,top5_lift,top5_precision,top5_recall,spread5,top10_precision,top10_recall,top20_absret_mean,top20_lift,top20_precision,top20_recall,spread20,calibration_curve_10,calibration_curve_15,ece_10,ece_15,ece,calibration_ece_top5,calibration_ece_top10,calibration_ece_top20,model,logloss_cv,selection_score,top_decile_lift,top_decile_hit_rate,passed_gate,passed_econ,calibration_method,calibration_logloss,calibration_brier,calibration_bss,calibration_ece_10,feature_importance_metric,feature_importance_top10,feature_importance_pred_prefix_sum_top10,feature_importance_top10_sum,feature_importance_pred_prefix_share_top10
120481,0.8262588171548696,0.5329957258509272,0.46700427414907275,-0.0659914517018545,False,0.382724960807152,0.3592765664295615,0.023448394377590498,1.065265582474853,0.3132965171080051,-0.3472386871635247,0.3132965171080051,0.5031396915728616,0.5291295777328083,0.6639046669006348,-0.11864751301063507,0.0010241203569273613,-0.007503428837351676,0.02818416574898482,0.034276407558686606,1.0000000338093795,-1.222171755869526e-08,0.3592765664295615,0.3592765664295615,0.025789988039605038,0.02551277807156506,-0.0002772099680399785,-0.0019516476867368383,0.4062577807286912,0.4062577807286912,0.11308506214480432,0.02551277807156506,-0.0002772099680399785,0.4062577807286912,0.02494069940388331,-0.0008492886357217289,0.4121161825726141,0.057362657672226584,-0.002192175290471249,0.4062577807286912,0.11308506214480432,0.02456471434489385,-0.0012252736947111868,0.40332821513051414,0.2245298710899598,-0.0026577735724722176,"[{'bin': 2, 'lo': 0.2, 'hi': 0.30000000000000004, 'n': 2, 'pred_mean': 0.27388806641101837, 'true_mean': 0.0, 'gap': 0.27388806641101837}, {'bin': 3, 'lo': 0.30000000000000004, 'hi': 0.4, 'n': 65, 'pred_mean': 0.3706963690427633, 'true_mean': 0.15384615384615385, 'gap': 0.21685021519660946}, {'bin': 4, 'lo': 0.4, 'hi': 0.5, 'n': 1378, 'pred_mean': 0.47160873461530933, 'true_mean': 0.24310595065312046, 'gap': 0.22850278396218887}, {'bin': 5, 'lo': 0.5, 'hi': 0.6000000000000001, 'n': 15496, 'pred_mean': 0.5643066114211858, 'true_mean': 0.32621321631388744, 'gap': 0.23809339510729832}, {'bin': 6, 'lo': 0.6000000000000001, 'hi': 0.7000000000000001, 'n': 92381, 'pred_mean': 0.6540138120641515, 'true_mean': 0.3608209480304392, 'gap': 0.29319286403371236}, {'bin': 7, 'lo': 0.7000000000000001, 'hi': 0.8, 'n': 10853, 'pred_mean': 0.7319425049162478, 'true_mean': 0.40937989495991894, 'gap': 0.32256260995632885}, {'bin': 8, 'lo': 0.8, 'hi': 0.9, 'n': 306, 'pred_mean': 0.8163496546106401, 'true_mean': 0.35947712418300654, 'gap': 0.4568725304276336}]","[{'bin': 4, 'lo': 0.26666666666666666, 'hi': 0.3333333333333333, 'n': 9, 'pred_mean': 0.30919724371698165, 'true_mean': 0.0, 'gap': 0.30919724371698165}, {'bin': 5, 'lo': 0.3333333333333333, 'hi': 0.4, 'n': 58, 'pred_mean': 0.37690111943360033, 'true_mean': 0.1724137931034483, 'gap': 0.20448732633015204}, {'bin': 6, 'lo': 0.4, 'hi': 0.4666666666666667, 'n': 474, 'pred_mean': 0.4429958963192968, 'true_mean': 0.22573839662447256, 'gap': 0.21725749969482425}, {'bin': 7, 'lo': 0.4666666666666667, 'hi': 0.5333333333333333, 'n': 3231, 'pred_mean': 0.5100915789309023, 'true_mean': 0.28381306097183534, 'gap': 0.22627851795906695}, {'bin': 8, 'lo': 0.5333333333333333, 'hi': 0.6, 'n': 13169, 'pred_mean': 0.5722747467918217, 'true_mean': 0.33153618346115876, 'gap': 0.2407385633306629}, {'bin': 9, 'lo': 0.6, 'hi': 0.6666666666666666, 'n': 71376, 'pred_mean': 0.6478614635147961, 'true_mean': 0.3511684599865501, 'gap': 0.296693003528246}, {'bin': 10, 'lo': 0.6666666666666666, 'hi': 0.7333333333333333, 'n': 27441, 'pred_mean': 0.6843323303960615, 'true_mean': 0.39637768302904414, 'gap': 0.2879546473670173}, {'bin': 11, 'lo': 0.7333333333333333, 'hi': 0.8, 'n': 4417, 'pred_mean': 0.7565539234602697, 'true_mean': 0.4152139461172742, 'gap': 0.34133997734299554}, {'bin': 12, 'lo': 0.8, 'hi': 0.8666666666666667, 'n': 304, 'pred_mean': 0.8159997888693684, 'true_mean': 0.35855263157894735, 'gap': 0.45744715729042107}, {'bin': 13, 'lo': 0.8666666666666667, 'hi': 0.9333333333333333, 'n': 2, 'pred_mean': 0.8695292472839355, 'true_mean': 0.5, 'gap': 0.36952924728393555}]",0.2883860533981994,0.28838605339819945,0.2883860533981994,0.0005874600214103549,0.003076036971797607,0.0005315845114828276,xgb_parallel_forest_clf,0.8262588171548696,-0.0002772099680399785,-0.0002772099680399785,0.4062577807286912,0.0,0.0,isotonic,0.6506951271515051,0.22915762649525315,0.004514781389624578,9.130070412014331e-11,gain,"[{'feature': 'time_since_peak_12h', 'importance': 125.32396697998047}, {'feature': 'kf_ret1h_mean', 'importance': 109.1632308959961}, {'feature': 'rng_z', 'importance': 72.62248992919922}, {'feature': 'vol_state', 'importance': 65.59146118164062}, {'feature': 'kf_score_mean', 'importance': 50.892940521240234}, {'feature': 'vol_regime_z', 'importance': 47.70711898803711}, {'feature': 'impact_z', 'importance': 46.97929000854492}, {'feature': 'kf_atr_mean', 'importance': 44.85919952392578}, {'feature': 'base_prob_x_entropy', 'importance': 44.73689651489258}, {'feature': 'asset_atr_level', 'importance': 43.69802474975586}]",0.0,651.5746192932129,0.0
