model,kind,tail_lambda,gate,n_gate,pnl_top30,composite,n,ic,ic_std,ic_mh,ic_top30,ic_top20,ic_top10,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30,bss,calibration_ece_top5,calibration_ece_top10,calibration_ece_top20,calibration_method,calibration_mse,calibration_rmse,calibration_mae,calibration_bss,calibration_slope,calibration_intercept,calibration_ece_10,feature_importance_metric,feature_importance_top10,feature_importance_pred_prefix_sum_top10,feature_importance_top10_sum,feature_importance_pred_prefix_share_top10
xgb_parallel_forest,xgb,0.0,all,120481,-625.1897352300584,-0.14827722790430287,120481,-0.14827722790430287,0.04466664973197752,-0.14827722790430287,-0.05173182827403422,-0.07197245258844667,-0.037713890592264064,-0.017316401148158866,0.02244545740556531,-0.039761858553724175,-0.036102864692163256,0.3042718016821602,0.5393979637007525,0.2084163346613546,-0.0011122182365852495,0.0002733842112056965,0.00040893537905843056,0.01250952017204497,isotonic,0.08323149619699927,0.28849869357936314,0.1666167137076912,0.000779118471565976,1.0000000000014015,2.0111625931713523e-18,1.1275702593849246e-17,gain,"[{'feature': 'draw_extreme_10h', 'importance': 5.540791034698486}, {'feature': 'ambig', 'importance': 5.411431789398193}, {'feature': 'kf_vol_ratio_mean', 'importance': 5.333258628845215}, {'feature': 'vol_regime_switch_12h', 'importance': 4.9876484870910645}, {'feature': 'base_prob_x_entropy', 'importance': 4.957065105438232}, {'feature': 'kf_score_mean', 'importance': 4.6508355140686035}, {'feature': 'kf_ret1h_mean', 'importance': 4.643199920654297}, {'feature': 'time_since_peak_12h', 'importance': 4.623573303222656}, {'feature': 'vol_low', 'importance': 4.522288799285889}, {'feature': 'grind_score', 'importance': 4.399343013763428}]",0.0,49.069435596466064,0.0
