window,n_trades,trades_per_day,gross_hit_rate,net_hit_rate,mean_gross_bps,median_gross_bps,mean_net_bps,median_net_bps,stop_loss_rate,capital_protect_rate,trailing_rate,adverse_exit_rate,delayed_1m_entry_coverage
june_to_now,60.0,34.285714285714285,0.3,0.3,18.84755377250258,-2.0718555606435984,3.9184108221282563,-16.452508862130344,0.26666666666666666,0.0,0.3,0.0,0.0
may_to_now,4817.0,163.05782792665727,0.5453601826863193,0.4691716836205107,26.063127787197498,11.44019654020667,11.007903792156041,-3.589795669540763,0.25887481835167114,0.0008303923603902845,0.3886236246626531,0.007265933153414989,0.5447373884160266
