feature_a,feature_b,lift,final_pair_score
rolling_range_20,loc_prev_week_range_pos_24,8.832995099980277,8.832995099980277
vp_dist_poc_atr,impact_12,7.205326780922871,7.205326780922871
retest_quality,impact_12,6.393669404084333,6.393669404084333
ffd_mr_z_05,loc_prev_week_range_pos_24,6.250484151692692,6.250484151692692
clv,trend_acceleration,6.090980624087586,6.090980624087586
trend_acceleration,amihud_z,5.89050589050589,5.89050589050589
atr_percentile,loc_prev_week_range_pos_24,5.710867074296028,5.710867074296028
vp_accept_lvn_touchrate,amihud_z,5.68658871873386,5.68658871873386
vp_dist_poc_atr,ffd_range_24_05,5.649717514124294,5.649717514124294
retest_quality,ffd_mr_z_05,5.590328307961303,5.590328307961303
ffd_mr_z_05,adx_14_slope,5.394447933041414,5.394447933041414
vp_accept_lvn_touchrate,trend_acceleration,5.3262420486804665,5.3262420486804665
amihud_z,loc_prev_week_range_pos_24,5.301527619133907,5.301527619133907
vp_accept_lvn_touchrate,retest_quality,5.016114168909037,5.016114168909037
trend_acceleration,loc_prev_week_range_pos_24,4.988534344745996,4.988534344745996
retest_quality,vov_ratio,4.904001044886586,4.904001044886586
asset_vol_level,retest_quality,4.887405171700731,4.887405171700731
loc_range_pos_48,ft_8,4.846891906240887,4.846891906240887
ffd_rv_24_05,vol_regime_z,4.70044167265449,4.70044167265449
trend_acceleration,range_16h_pct,4.61655860372002,4.61655860372002
flow_persistence,retest_quality,4.597916246555085,4.597916246555085
ret20h,atr_percentile,4.496325764987662,4.496325764987662
jump_intensity,trend_acceleration,4.478247218977698,4.478247218977698
trend_pct_base,vp_accept_hvn_touchrate,4.396244774452874,4.396244774452874
dlog_vol_5h,ffd_mr_z_05,4.337304794721643,4.337304794721643
retest_quality,ffd_range_24_05,4.326385451612313,4.326385451612313
ffd_atr_expansion_06,loc_prev_week_range_pos_24,4.275374809520694,4.275374809520694
tf_tape,retest_quality,4.264772340263219,4.264772340263219
trend_acceleration,impact_12,4.2129165626563685,4.2129165626563685
qv,ft_8,4.210519918378634,4.210519918378634
trend_pct_base,loc_prev_week_range_pos_24,4.206107729785872,4.206107729785872
loc_prev_week_range_pos_24,vol_regime_z,4.061927940045077,4.061927940045077
tf_tape,ffd_mr_z_05,3.972513928764793,3.972513928764793
trend_acceleration,ft_8,3.931085299959036,3.931085299959036
loc_range_pos_48,ffd_mr_z_05,3.919255043072463,3.919255043072463
atr_pct_base,amihud_z,3.8054362465614164,3.8054362465614164
trend_acceleration,trend_pct_base,4.688980424149348,3.751184339319478
range_16h_pct,loc_prev_week_range_pos_24,3.737852875250026,3.737852875250026
kf_score_mean,amihud_z,3.71725055901886,3.71725055901886
amihud_z,accel_5h,3.6350196203942273,3.6350196203942273
jump_intensity,ret20h,3.6306652452714316,3.6306652452714316
amihud_z,range_16h_pct,3.622648469996923,3.622648469996923
align,ffd_rv_24_05,3.6163558650621037,3.6163558650621037
atr_compression_ratio,retest_quality,3.610395869817211,3.610395869817211
amihud_z,vov_ratio,3.586966215015343,3.586966215015343
trend_acceleration,adx_14_slope,3.5476367235832713,3.5476367235832713
G_EXH_TAIL_FAIL,loc_prev_week_range_pos_24,3.5465975074259197,3.5465975074259197
dlog_vol_5h,impact_12,3.5213159683084463,3.5213159683084463
