,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
dn_vol,0.04031169,0.0031242652,0.52013266,70.333336,6.262765,789.8712,153.12488,6.238613,3758.404,0.09388217,0.004231457,2.082938,1.0,0.0,0.0,1.0,0.9484536,1.0,0.0,2.5,0.8333333,0.9371134,1.0
clv_mean_24,0.036167804,0.0051752594,0.25276223,70.166664,8.858455,555.781,132.75757,19.777706,891.13324,0.08866755,0.0131195355,0.599254,2.0,0.0,0.0,0.88148385,0.87628865,1.0,0.0,6.0,2.0,0.8538883,2.0
up_vol,0.03891354,0.011319312,0.133777,67.5,10.750969,423.799,150.64584,47.72476,475.52197,0.09495915,0.030053878,0.30003583,11.0,1.0,1.0,0.96001256,0.77319586,0.8333333,0.0,4.5,3.6666667,0.84630585,3.0
clv,0.033106707,0.0065739355,0.16672722,61.0,7.83156,475.12885,124.830475,27.852081,559.47876,0.07988086,0.01656153,0.38528755,5.0,0.0,0.0,0.7939357,0.82474226,0.8333333,0.14260212,5.5,2.8333333,0.7749803,4.0
atr_state,0.031658113,0.0046386686,0.21606117,50.666668,7.086764,362.24023,127.318596,24.511848,661.31384,0.07935896,0.013984066,0.45035854,3.0,0.0,0.0,0.7525056,0.82474226,0.8333333,0.15883167,8.5,2.8333333,0.75300527,5.0
align,0.034287736,0.007892471,0.14895827,63.0,9.34523,424.70862,134.26544,41.647842,432.84857,0.08632428,0.023802843,0.31306684,7.0,0.0,0.0,0.82771343,0.69072163,0.8333333,0.0,5.5,5.0,0.7529228,6.0
kf_vol_ratio_mean,0.032618348,0.0053409627,0.19920689,56.666668,6.394442,502.1722,130.88838,30.475313,562.15234,0.08325978,0.017953593,0.38611722,4.0,0.0,0.0,0.7799685,0.78350514,0.8333333,0.0,5.5,3.5,0.749859,7.0
signed_vol,0.031068534,0.0071774544,0.13448414,67.333336,9.410397,481.78394,114.11157,33.84786,384.70532,0.07490425,0.018878162,0.29720297,12.0,1.0,0.0,0.73564345,0.7113402,0.6666667,0.13314068,7.0,4.6666665,0.689096,8.0
cvar_5pct,0.030923398,0.0070441635,0.1357516,54.833332,10.478815,286.9308,122.36099,33.599533,445.60773,0.07661493,0.0201893,0.29074055,9.5,0.0,0.0,0.7314926,0.742268,0.6666667,0.0,10.5,4.1666665,0.68788797,9.0
meta_alignment,0.02836044,0.0054280628,0.14817707,76.0,9.146949,631.4674,93.33933,21.231592,410.34277,0.06970597,0.014114613,0.34424767,8.0,0.0,0.0,0.6581913,0.77319586,0.6666667,0.0,9.5,3.6666667,0.6553042,10.0
