fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon
0,42,1,,6,64,39,quantile,0.95,quantile,quantile,target_eff,3
1,42,1,,6,64,60,quantile,0.95,quantile,quantile,target_eff,3
2,42,92,,6,64,85,quantile,0.95,quantile,quantile,target_eff,3
3,42,1,,6,64,126,quantile,0.95,quantile,quantile,target_eff,3
4,42,20,,6,64,179,quantile,0.95,quantile,quantile,target_eff,3
