feature_name,group,usage_count
trend_age_hours,regime,2
vol_z_30_calm,regime,2
dir_path_risk_long_2h,regime,2
rvol_hod_base,regime,2
volume_price_corr_10h,regime,2
ffd_rv_24h_04,regime,2
dist_from_high_48h,regime,2
press_12,regime,2
dist_from_low_vol,regime,2
dist_local_swing,location,2
volume_capitulation,regime,2
volume_autocorr_48,regime,2
pers_12,regime,2
dist_stack,regime,2
ts_24,regime,2
perm_entropy_ret_12,regime,2
up_down_return_mass_ratio_tanh,location,2
vov_interaction,regime,2
dist_weekly_vwap,location,2
up_down_semivol_ratio_tanh,location,2
vol_state_slope_1h,regime,2
mkt_rv_ratio,regime,2
vol_shock_asym_8_24,regime,2
kf_vol_ratio_mean,regime,2
entropy_jump_24h,regime,2
exh_qual,regime,2
vol_regime_switch_12h,regime,2
sv_imb_24,regime,2
spectral_entropy_ret_48,regime,2
ffd_mr_z_05,regime,2
vol_low,regime,2
vol_asym,regime,2
sv_imb_12,regime,2
kf_score_mean,regime,2
ker_24,regime,2
realized_volatility_24h,regime,2
ret1h,regime,2
zr_6h_x_volume_z_48h,regime,2
ret48h,regime,2
ret120h,regime,2
resid_ret_6h,regime,2
impact_12,regime,2
giveback_vol_units,regime,2
trend_pct_base,regime,2
asset_atr_level,regime,2
funding_proxy,regime,2
asym_ft,regime,2
regime_stability_24h,regime,2
return_autocorr_48,regime,2
wick_ratio,regime,2
wick_ratio_4h_max,regime,2
vp_profile_concentration,regime,2
vp_dist_hvn_above_atr,regime,2
compression_score,regime,2
vov_mad_20,regime,2
rv_48h,regime,2
rv_12h,regime,2
bb_pos_12,regime,2
vp_air_pocket_score,regime,2
vol_concentration_12,regime,2
trapped_longs_12,regime,2
trend_regime_stability,regime,2
vp_lvn_depth_ratio,regime,2
trap_quality,regime,1
trap_strength,regime,1
trapped_longs_24,regime,1
tail_asymmetry_q90_q10_atr_norm,location,1
t_be_proxy,regime,1
time_since_trough_12h,regime,1
thrust_decay_4,regime,1
time_since_peak_12h,regime,1
tail_score,regime,1
G_EXH_EFFORT,regime,1
state_uncertainty_1h,regime,1
rv_ratio_24_120,regime,1
ret4h,regime,1
ret5h,regime,1
ret72h,regime,1
ret8h,regime,1
retest_quality,regime,1
rolling_range_20,regime,1
rsi_slope_base,regime,1
rsi_x_high_vol,regime,1
rsi_z_x_regime_vol,regime,1
rv_120h,regime,1
rv_8h,regime,1
rv_ratio_6_24,regime,1
stall_x_flow,regime,1
rvol_z,regime,1
seasonality_strength,regime,1
trend_acceleration,regime,1
shannon_entropy_ret_16,regime,1
shannon_entropy_ret_8,regime,1
shock_rel,regime,1
shock_vol_ratio,regime,1
signed_vol,regime,1
slope,regime,1
spectral_entropy_ret_24,regime,1
speed,regime,1
session_progress,regime,1
upside_semivariance_24,regime,1
trend_dispersion_3_6_12,regime,1
volatility_ratio_short_long,regime,1
volume_entropy_24,regime,1
volume_trend_48,regime,1
volume_trend_alignment,regime,1
volume_zscore_48h,regime,1
vov_fast_slow_ratio,regime,1
vov_iqr_20,regime,1
vov_mad_60,regime,1
vov_ratio,regime,1
vp_accept_hvn_touchrate,regime,1
vp_dist_poc_atr,regime,1
vp_in_hvn_below_zone,regime,1
vp_in_lvn_above_zone,regime,1
vp_in_lvn_below_zone,regime,1
vw_breakout,regime,1
z_breakout_dn_24,regime,1
z_breakout_up_24,regime,1
z_sm_momentum_24,regime,1
zr_12h,regime,1
zr_12h_x_range_z_48h,regime,1
zr_1h_minus_zr_6h,regime,1
zr_1h_x_volume_z_24h,regime,1
zr_3h_minus_zr_12h,regime,1
zr_3h_x_volume_z_24h,regime,1
zr_6h,regime,1
zscore_price_200,location,1
volume_entropy_12,regime,1
vol_z_x_trend_t,regime,1
trend_slope_120h,regime,1
vol_z_x_regime_trend,regime,1
trend_slope_48h,regime,1
trend_snr,regime,1
trend_stack_3_6_12,regime,1
trend_stack_6_12_24,regime,1
trend_strength_vs_reversion,regime,1
trend_z_t,regime,1
true_range_percentile,regime,1
up_vol_6,regime,1
ret24h,regime,1
upside_semivariance_8,regime,1
v_power,regime,1
variance_ratio_10_48,regime,1
vol_asym_6,regime,1
vol_compression,regime,1
vol_exhaust,regime,1
vol_price_div,regime,1
vol_regime_ratio,regime,1
vol_regime_shift,regime,1
vol_regime_transition,regime,1
vol_regime_z,regime,1
vol_scale,regime,1
vol_shock_asym_4_12,regime,1
vol_state,regime,1
vol_z,regime,1
vol_z24_base,regime,1
ret28h,regime,1
range_norm_24,regime,1
ret20h,regime,1
ret12h,regime,1
dir_path_risk_skew_2h,regime,1
direction_entropy_20,regime,1
dist_ema_slow_base,regime,1
dist_from_low_48h,regime,1
dist_ma100_atr,location,1
dist_prior_day_high,location,1
dist_rolling_7d_high,location,1
dist_vwap_12_atr,regime,1
dist_vwap_24_atr,regime,1
dist_vwap_96_atr,regime,1
dist_vwap_norm,regime,1
dlog_vol_5h,regime,1
dn_vol,regime,1
downside_semivariance_24,regime,1
draw_sym_10h,regime,1
efficiency_ratio_20,regime,1
entry_quality_composite,regime,1
ext_atrExp,regime,1
ffd_amihud_04,regime,1
ffd_amihud_06,regime,1
ffd_atr_expansion_06,regime,1
ffd_cvar_5pct_06,regime,1
ffd_diff_1_06,regime,1
ffd_diff_4_06,regime,1
ffd_diff_8_05,regime,1
ffd_dist_ema_slow_04,regime,1
ffd_ema_spread_04,regime,1
ffd_ema_spread_05,regime,1
ffd_ema_spread_06,regime,1
dir_path_risk_short_2h,regime,1
dir_path_long_2h,regime,1
delta_stall_6,regime,1
atr_percentile,regime,1
accel_5h,regime,1
adx_10_gt25,regime,1
adx_10_slope,regime,1
adx_14_gt25,regime,1
adx_14_slope,regime,1
adx_7_slope,regime,1
adx_zscore,regime,1
align,regime,1
amihud_illiq,regime,1
asset_vol_level,regime,1
atr_compression_ratio,regime,1
atr_pct_base,regime,1
atr_pct_change,regime,1
autocorr_24h,regime,1
decel_4,regime,1
autocorr_6h,regime,1
be_vol_units,regime,1
beta_24h,regime,1
body_pct,regime,1
bollinger_band_width,regime,1
breakout_min,regime,1
breakout_soft,regime,1
choppiness_index_20,regime,1
climax_decay,regime,1
climax_range_12,regime,1
clv_collapse,regime,1
clv_t,regime,1
cvar_5pct,regime,1
ffd_range_24_04,regime,1
ffd_range_24_05,regime,1
ffd_rv_12_04,regime,1
pullback_48,regime,1
loc_pullback_depth_48,location,1
loc_range_pos_48,location,1
log_volume_state_1h,regime,1
lr_12h,regime,1
lr_24h,regime,1
lr_2h,regime,1
move_magnitude_z,regime,1
mtf_divergence_x_regime_vol_12h,regime,1
perm_entropy_ret_24,regime,1
prior_volatility,regime,1
prog_eff_24,regime,1
progress,regime,1
pullback_120,regime,1
pullback_8,regime,1
loc_pivot_ladder_pos_48,location,1
qv,regime,1
range_12h_pct,regime,1
range_16h_pct,regime,1
range_24h_pct,regime,1
range_norm_12,regime,1
G_VOL_LIQ_GT1,regime,1
realized_vol_minus_vol_state,regime,1
regime_liquidity_score,regime,1
regime_transition_entropy_12h,regime,1
regime_transition_entropy_48h,regime,1
regime_trend_score,regime,1
regime_vol_score,regime,1
rejection_proxy,regime,1
loc_pullback_depth_24,location,1
loc_ema_stack_pos_48,location,1
ffd_rv_12_05,regime,1
gap_pct,regime,1
ffd_rv_12_06,regime,1
ffd_rv_24_04,regime,1
ffd_rv_24_05,regime,1
ffd_rv_24_06,regime,1
ffd_rv_24h_06,regime,1
ffd_rv_2h_04,regime,1
ffd_strength_05,regime,1
ffd_vol_price_corr_10h_04,regime,1
ffd_vol_price_corr_10h_06,regime,1
ffd_vol_range_shock_04,regime,1
ffd_vol_range_shock_06,regime,1
ffd_z_24_05,regime,1
flow_persistence,regime,1
hurst_proxy_x_regime_trend_48h,regime,1
loc_ema_stack_pos_24,location,1
impact_z,regime,1
is_high_vol_regime,regime,1
is_low_vol_regime,regime,1
jump_intensity,regime,1
jump_rate_10h,regime,1
kalman_gain_1h,regime,1
ker_10,regime,1
kf_atr_mean,regime,1
kf_score_rm24_mean,regime,1
liq_low,regime,1
liq_score,regime,1
liq_state,regime,1
loc_bb_channel_pos_24,location,1
zscore_price_50,location,1
