canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_local_swing>0.00000064499909)|(autocorr_24h<=0.14951564&exh_qual<=-0.00000000000000000000000000000000001&rv_12h<=0.22456834&trend_age_hours<=0.26378247),5,5,location|regime,unknown,context,context|unknown
(*)|(dist_local_swing>0.00000064499909)|(autocorr_24h<=0.14951564&exh_qual>-0.00000000000000000000000000000000001&rv_12h<=0.22456834&thrust_decay_4<=0.012818462&trend_age_hours<=0.26378247),6,6,location|regime,unknown,context,context|unknown
(*)|(dist_local_swing>0.00000064499909)|(autocorr_24h<=0.14951564&exh_qual>-0.00000000000000000000000000000000001&rv_12h<=0.22456834&thrust_decay_4>0.012818462&trend_age_hours<=0.26378247),6,6,location|regime,unknown,context,context|unknown
(*)|(dist_local_swing>0.00000064499909)|(autocorr_24h>0.14951564&rv_12h<=0.22456834&trend_age_hours<=0.26378247),4,4,location|regime,unknown,context,context|unknown
(*)|(*)|(rv_12h>0.22456834&trend_age_hours<=0.26378247),2,2,regime,unknown,,unknown
(*)|(*)|(return_autocorr_48<=0.63204217&trend_age_hours>0.26378247&vov_mad_20<=-0.43551528),3,3,regime,momentum|unknown,,momentum|unknown
(*)|(*)|(beta_24h<=0.56640625&return_autocorr_48<=0.63204217&trend_age_hours>0.26378247&vov_mad_20>-0.43551528),4,4,regime,momentum|unknown,,momentum|unknown
(*)|(*)|(beta_24h>0.56640625&return_autocorr_48<=0.63204217&trend_age_hours>0.26378247&vov_mad_20>-0.43551528),4,4,regime,momentum|unknown,,momentum|unknown
(*)|(*)|(funding_proxy<=-1.9928365&return_autocorr_48>0.63204217&trend_age_hours>0.26378247),3,3,regime,momentum|unknown,,momentum|unknown
(*)|(*)|(funding_proxy>-1.9928365&return_autocorr_48>0.63204217&trend_age_hours>0.26378247),3,3,regime,momentum|unknown,,momentum|unknown
(*)|(*)|(ker_10<=0.17289799&ret120h>-0.59653491&vol_regime_switch_12h<=1.1642418&vp_lvn_depth_ratio<=-0.70971572),4,4,regime,unknown,,unknown
(*)|(*)|(ker_10>0.17289799&ret120h>-0.59653491&ret1h<=-0.26965117&vol_regime_switch_12h<=1.1642418&vp_lvn_depth_ratio<=-0.70971572),5,5,regime,unknown,,unknown
(*)|(*)|(ker_10>0.17289799&ret120h>-0.59653491&ret1h>-0.26965117&vol_regime_switch_12h<=1.1642418&vp_lvn_depth_ratio<=-0.70971572),5,5,regime,unknown,,unknown
(*)|(up_down_return_mass_ratio_tanh<=-0.41363466)|(press_12<=0.46039057&ret120h>-0.59653491&vol_regime_switch_12h<=1.1642418&vp_air_pocket_score<=1.109725&vp_lvn_depth_ratio>-0.70971572),6,6,location|regime,unknown,context,context|unknown
(*)|(up_down_return_mass_ratio_tanh>-0.41363466)|(press_12<=0.46039057&ret120h>-0.59653491&vol_regime_switch_12h<=1.1642418&vp_air_pocket_score<=1.109725&vp_lvn_depth_ratio>-0.70971572),6,6,location|regime,unknown,context,context|unknown
(*)|(*)|(press_12>0.46039057&ret120h>-0.59653491&vol_asym<=0.25790542&vol_regime_switch_12h<=1.1642418&vp_air_pocket_score<=1.109725&vp_lvn_depth_ratio>-0.70971572),6,6,regime,unknown,,unknown
