,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,blended_mu,blended_std,blended_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
liq_score,0.16489881,0.067585975,0.4023264,96.166664,21.098314,438.33017,2071.266,895.058,4793.1455,0.73171,0.31816542,1.682771,0.3395743,0.13511598,0.85342014,1.0,0.22723338,0.8969401,1.0,0.85714287,0.8333333,0.0,1.0,1.6666666,0.88928574,1.0
vol_high,0.110148855,0.067712925,0.17917952,207.66667,46.312946,931.17474,1192.8358,415.30292,3426.0708,0.42056048,0.15711032,1.1257765,0.22306117,0.10150151,0.49020246,3.0,0.24559775,0.7892214,0.6668581,0.8142857,1.0,0.0,4.0,2.1666667,0.72034335,2.0
vol_concentration_12,0.085070014,0.032820817,0.22049746,84.0,18.610033,379.15033,1231.758,569.22644,2665.4207,0.41759667,0.20119147,0.8667712,0.20950998,0.09527003,0.46073708,2.0,0.27443886,0.84272295,0.5142586,0.85714287,1.0,0.0,3.5,1.6666666,0.647128,3.0
rng_z,0.063139215,0.015388445,0.25906196,87.833336,8.629729,893.96716,927.40015,330.88437,2599.3098,0.31124154,0.11372482,0.8518043,0.1564765,0.045773048,0.53491944,4.0,1.0,1.0,0.3808143,0.9142857,1.0,0.0,5.0,1.0,0.5880193,4.0
kf_atr_mean,0.07862453,0.030865757,0.20028074,85.333336,28.38231,256.56042,1171.3951,516.0384,2659.04,0.4005705,0.18097915,0.8866034,0.19432014,0.08350557,0.45218918,5.0,0.0,0.7892214,0.4750392,0.8,0.8333333,0.0,3.0,2.3333333,0.5862716,5.0
time_since_peak_12h,0.045009363,0.011426195,0.1772981,90.0,26.826603,301.9391,648.354,232.57785,1807.4072,0.21340872,0.07869047,0.5787649,0.111754745,0.031996064,0.39033312,6.0,0.0,0.12182758,0.270498,0.8857143,1.0,0.1678385,7.0,1.3333334,0.52859443,6.0
complexity_regime_24h,0.04183577,0.019267984,0.09083626,60.333332,20.981474,173.49168,559.3336,295.13467,1060.0383,0.19769633,0.11018972,0.3546959,0.09586752,0.0477731,0.19237986,9.0,0.05387162,0.0,0.25118735,0.7285714,0.5,0.061335534,8.5,3.1666667,0.3983627,7.0
kf_score_mean,0.033018928,0.010384038,0.10499284,101.333336,34.008167,301.94052,443.6336,121.5133,1619.6646,0.13733146,0.03763377,0.50114375,0.07953817,0.019926889,0.31747654,7.0,0.0,0.7892214,0.19753873,0.78571427,0.5,0.03808762,9.0,2.5,0.38197923,8.0
vol_regime_switch_12h,0.03992633,0.021604542,0.07378597,56.5,19.9144,160.29858,563.0887,311.17804,1018.93085,0.1924566,0.11216757,0.3302162,0.096459016,0.053941943,0.17248808,11.0,0.019533547,0.7855009,0.23956881,0.5714286,0.6666667,0.037665073,7.0,5.0,0.3765033,9.0
t_be_proxy,0.04204899,0.031584352,0.055980813,103.0,28.478062,372.53238,454.4137,154.84293,1333.5566,0.14848255,0.055325102,0.3985002,0.09000821,0.053569857,0.151232,10.0,0.34150305,0.098975986,0.25248477,0.71428573,0.33333334,0.0,11.5,3.3333333,0.36743808,10.0
