feature_name,group,usage_count
mkt_ret_eq_24h,regime,1047
xasset_mkt_depth_z,regime,682
up_down_semivol_ratio_tanh,regime,530
dist_rolling_7d_high,location,477
atr_compression_ratio,regime,475
volume_autocorr_48,regime,468
compression_ratio,regime,455
direction_entropy_20,regime,356
symbol_minus_mkt_ret_24h,regime,341
dist_weekly_vwap,location,334
dist_prior_day_low,location,320
dist_prior_day_high,location,313
bars_in_high_vol_state_log_norm,location,295
atr_percentile,regime,286
zscore_price_50,location,248
zscore_price_200,location,246
trend_acceleration,regime,240
market_dispersion_4h,regime,235
volume_zscore_48h,regime,232
volatility_ratio_short_long,regime,231
prior_volatility,regime,228
range_expansion_ratio,regime,227
range_24h_pct,regime,227
rv_24h,regime,205
loc_vwap_dev_z_48,location,202
tail_asymmetry_q90_q10_atr_norm,regime,199
loc_vwap_dev_z_24,location,195
xasset_mkt_ob_stress,regime,194
ob_spread_z_24h,regime,181
volume_trend_48,regime,173
return_autocorr_48,regime,170
dist_ma100_atr,location,165
realized_volatility_24h,regime,161
ema50_slope,regime,160
rolling_range_20,regime,160
prior_range,regime,155
loc_prev_week_range_pos_48,location,154
dist_ema50_atr,location,153
dist_ema_fast,regime,152
premium_index_z,regime,149
loc_bb_channel_pos_48,location,148
xasset_mkt_spread_bps,regime,144
mark_index_basis,regime,140
basis_vol,regime,135
loc_prev_week_range_pos_24,location,135
mark_index_basis_z,regime,134
spectral_entropy_ret_24,regime,129
compression_score,regime,119
basis_pct,regime,119
volume_entropy_24,regime,116
amihud_illiq,regime,110
pullback_depth,location,105
true_range_percentile,regime,99
loc_swing_range_pos_24,location,97
loc_pullback_depth_48,location,94
variance_ratio_10_48,regime,93
ema_slope_norm,regime,92
dist_ema200_atr,location,92
perp_index_basis_z,regime,91
dist_local_swing,location,90
loc_swing_range_pos_48,location,87
perp_index_basis,regime,83
cs_rank_ret_24h,regime,83
ema20_slope_5h,regime,81
dist_range_mid_atr,location,78
market_breadth_4h,regime,75
efficiency_ratio_20,regime,74
loc_prior_bar_pos_48,location,73
volume_percentile,regime,73
loc_prior_bar_pos_24,location,71
up_down_return_mass_ratio_tanh,regime,69
loc_initial_balance_pos_48,location,67
choppiness_index_20,regime,64
bollinger_band_width,regime,64
loc_prev_day_range_pos_24,location,63
amihud_z,regime,63
distance_to_ema,location,60
loc_range_pos_24,location,59
loc_ema_stack_pos_48,location,57
dist_ema20_atr,location,57
loc_range_pos_48,location,55
loc_pullback_depth_24,location,54
dist_vwap_atr,location,51
basis_stretch,regime,50
loc_session_pos_24,location,49
loc_pivot_ladder_pos_48,location,49
loc_bb_channel_pos_24,location,48
market_breadth_24h,regime,48
loc_initial_balance_pos_24,location,46
premium_index_mom_8h,regime,45
loc_pivot_ladder_pos_24,location,44
loc_ema_stack_pos_24,location,37
premium_index,regime,37
basis_pct_z,regime,33
ob_depth_usd_l20_z,regime,29
loc_prev_day_range_pos_48,location,26
loc_session_pos_48,location,24
basis_mom_2h,regime,15
mark_perp_dislocation,regime,13
basis_mom_4h,regime,11
basis_mom_8h,regime,7
basis_mom_w,regime,6
path_efficiency_24,regime,5
