canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(zscore_price_50<=-0.38874549)|(mkt_ret_eq_24h<=-0.25227982&mkt_ret_eq_24h>-1.104856&up_down_semivol_ratio_tanh<=0.75165349),4,4,location|regime,cross_asset|path_structure,context,context|cross_asset|path_structure
(*)|(zscore_price_50<=-0.38874549)|(mkt_ret_eq_24h>-0.25227982&up_down_semivol_ratio_tanh<=0.75165349),3,3,location|regime,cross_asset|path_structure,context,context|cross_asset|path_structure
(*)|(loc_range_pos_24<=0.57520324&zscore_price_50>-0.38874549)|(direction_entropy_20<=0.46880171&up_down_semivol_ratio_tanh<=0.75165349),4,4,location|regime,path_structure,context,context|path_structure
(*)|(loc_range_pos_24>0.57520324&zscore_price_50>-0.38874549)|(direction_entropy_20<=0.46880171&up_down_semivol_ratio_tanh<=0.75165349),4,4,location|regime,path_structure,context,context|path_structure
(*)|(loc_prev_day_range_pos_24<=0.61322629&zscore_price_50>-0.38874549)|(direction_entropy_20>0.46880171&up_down_semivol_ratio_tanh<=0.75165349),4,4,location|regime,path_structure,context,context|path_structure
(*)|(loc_prev_day_range_pos_24>0.61322629&zscore_price_50>-0.38874549)|(direction_entropy_20>0.46880171&up_down_semivol_ratio_tanh<=0.75165349),4,4,location|regime,path_structure,context,context|path_structure
(*)|(*)|(range_24h_pct<=0.051001579&up_down_semivol_ratio_tanh>0.75165349),2,2,regime,compression|path_structure,,compression|path_structure
(*)|(*)|(range_24h_pct>0.051001579&up_down_semivol_ratio_tanh>0.75165349&volume_percentile<=0.81755555),3,3,regime,compression|liquidity|path_structure,,compression|liquidity|path_structure
(*)|(*)|(range_24h_pct>0.051001579&up_down_semivol_ratio_tanh>0.75165349&volume_percentile>0.81755555),3,3,regime,compression|liquidity|path_structure,,compression|liquidity|path_structure
(*)|(dist_ema50_atr<=-0.014636194)|(true_range_percentile<=1.0622164&xasset_mkt_spread_bps>22.80549),3,3,location|regime,cross_asset_orderbook|volatility,context,context|cross_asset_orderbook|volatility
(*)|(dist_ema50_atr<=-0.014636194)|(true_range_percentile>1.0622164&xasset_mkt_spread_bps>22.80549),3,3,location|regime,cross_asset_orderbook|volatility,context,context|cross_asset_orderbook|volatility
(*)|(dist_ema50_atr>-0.014636194&dist_prior_day_high<=0.010960335&dist_rolling_7d_high<=0.093027398)|(volume_trend_48<=1.1245693),4,4,location|regime,liquidity,context,context|liquidity
(*)|(dist_ema50_atr>-0.014636194&dist_prior_day_high<=0.022092151&dist_prior_day_high>0.010960335&dist_rolling_7d_high<=0.093027398)|(volume_trend_48<=1.1245693),5,5,location|regime,liquidity,context,context|liquidity
(*)|(dist_ema50_atr>-0.014636194&dist_prior_day_high>0.022092151&dist_rolling_7d_high<=0.093027398)|(volume_trend_48<=1.1245693&volume_zscore_48h<=-0.069623925),5,5,location|regime,liquidity,context,context|liquidity
(*)|(dist_ema50_atr>-0.014636194&dist_prior_day_high>0.022092151&dist_rolling_7d_high<=0.093027398)|(volume_trend_48<=1.1245693&volume_zscore_48h>-0.069623925),5,5,location|regime,liquidity,context,context|liquidity
(*)|(dist_ema50_atr>-0.014636194&dist_rolling_7d_high>0.093027398)|(up_down_semivol_ratio_tanh<=-0.2093855&volume_trend_48<=1.1245693),4,4,location|regime,liquidity|path_structure,context,context|liquidity|path_structure
(*)|(dist_ema50_atr>-0.014636194&dist_rolling_7d_high>0.093027398)|(ob_depth_usd_l20_z<=-0.29261637&up_down_semivol_ratio_tanh>-0.2093855&volume_trend_48<=1.1245693),5,5,location|regime,liquidity|orderbook|path_structure,context,context|liquidity|orderbook|path_structure
(*)|(dist_ema50_atr>-0.014636194&dist_rolling_7d_high>0.093027398)|(ob_depth_usd_l20_z>-0.29261637&up_down_semivol_ratio_tanh>-0.2093855&volume_trend_48<=1.1245693),5,5,location|regime,liquidity|orderbook|path_structure,context,context|liquidity|orderbook|path_structure
(*)|(dist_ema50_atr>-0.014636194)|(volume_trend_48>1.1245693),2,2,location|regime,liquidity,context,context|liquidity
(*)|(zscore_price_50<=-0.63019121)|(atr_percentile>-0.13435091&spectral_entropy_ret_24<=-0.040888447),3,3,location|regime,compression|path_structure,context,compression|context|path_structure
(*)|(zscore_price_50<=-0.63019121)|(direction_entropy_20<=-0.10941715&spectral_entropy_ret_24>-0.040888447),3,3,location|regime,path_structure,context,context|path_structure
(*)|(distance_to_ema<=-0.75808674&zscore_price_50<=-0.63019121)|(direction_entropy_20>-0.10941715&spectral_entropy_ret_24>-0.040888447),4,4,location|regime,path_structure,context,context|path_structure
(*)|(distance_to_ema>-0.75808674&zscore_price_50<=-0.63019121)|(direction_entropy_20>-0.10941715&spectral_entropy_ret_24>-0.040888447),4,4,location|regime,path_structure,context,context|path_structure
(*)|(zscore_price_50>-0.63019121)|(range_24h_pct<=0.067145139&volume_autocorr_48<=-1.0131171),3,3,location|regime,compression|liquidity,context,compression|context|liquidity
(*)|(zscore_price_50>-0.63019121)|(range_24h_pct<=0.067145139&volume_autocorr_48>-1.0131171&volume_zscore_48h<=-0.45606619),4,4,location|regime,compression|liquidity,context,compression|context|liquidity
(*)|(zscore_price_50>-0.63019121)|(range_24h_pct<=0.067145139&volatility_ratio_short_long<=0.084050335&volume_autocorr_48>-1.0131171&volume_zscore_48h>-0.45606619),5,5,location|regime,compression|liquidity|volatility,context,compression|context|liquidity|volatility
(*)|(zscore_price_50>-0.63019121)|(range_24h_pct<=0.067145139&volatility_ratio_short_long>0.084050335&volume_autocorr_48>-1.0131171&volume_zscore_48h>-0.45606619),5,5,location|regime,compression|liquidity|volatility,context,compression|context|liquidity|volatility
(*)|(zscore_price_50>-0.63019121)|(basis_vol<=0.00091736647&range_24h_pct>0.067145139&up_down_return_mass_ratio_tanh<=0.53543448),4,4,location|regime,basis|compression|path_structure,context,basis|compression|context|path_structure
