phase,quantile,entry_offset_mode,tp_sl_ratio,sizing_mode,net_pnl,trades_per_day,sortino,maxdd,ulcer,tuw_max_days,expectancy_per_trade,win_rate
phase1_non_sizing_grid,0.3,optimizer,2:1,linear_5_15,-569.0546234853058,0.39436619718309857,-3.882776193402328,0.005569145482289817,0.29035994467634907,0.0,-20.323379410189492,0.0
phase1_non_sizing_grid,0.3,optimizer,3:2,linear_5_15,-569.0546234853058,0.39436619718309857,-3.882776193402328,0.005569145482289817,0.29035994467634907,0.0,-20.323379410189492,0.0
phase1_non_sizing_grid,0.3,optimizer,4:2,linear_5_15,-569.0546234853058,0.39436619718309857,-3.882776193402328,0.005569145482289817,0.29035994467634907,0.0,-20.323379410189492,0.0
phase1_non_sizing_grid,0.3,fixed_0_15,2:1,linear_5_15,-569.0546234853111,0.39436619718309857,-3.882776193402328,0.005569145482289817,0.29035994467634885,0.0,-20.323379410189684,0.0
phase1_non_sizing_grid,0.3,fixed_0_15,3:2,linear_5_15,-569.0546234853111,0.39436619718309857,-3.882776193402328,0.005569145482289817,0.29035994467634885,0.0,-20.323379410189684,0.0
phase1_non_sizing_grid,0.3,fixed_0_15,4:2,linear_5_15,-569.0546234853111,0.39436619718309857,-3.882776193402328,0.005569145482289817,0.29035994467634885,0.0,-20.323379410189684,0.0
phase1_non_sizing_grid,0.1,optimizer,2:1,linear_5_15,-203.23167172783766,0.5,-3.8827356957059647,0.0019242263818348704,0.10381980618659323,0.0,-20.323167172783766,0.0
phase1_non_sizing_grid,0.1,optimizer,3:2,linear_5_15,-203.23167172783766,0.5,-3.8827356957059647,0.0019242263818348704,0.10381980618659323,0.0,-20.323167172783766,0.0
phase1_non_sizing_grid,0.1,optimizer,4:2,linear_5_15,-203.23167172783766,0.5,-3.8827356957059647,0.0019242263818348704,0.10381980618659323,0.0,-20.323167172783766,0.0
phase1_non_sizing_grid,0.1,fixed_0_15,2:1,linear_5_15,-203.23167172784383,0.5,-3.8827356957059647,0.0019242263818348704,0.10381980618659467,0.0,-20.323167172784384,0.0
phase1_non_sizing_grid,0.1,fixed_0_15,3:2,linear_5_15,-203.23167172784383,0.5,-3.8827356957059647,0.0019242263818348704,0.10381980618659467,0.0,-20.323167172784384,0.0
phase1_non_sizing_grid,0.1,fixed_0_15,4:2,linear_5_15,-203.23167172784383,0.5,-3.8827356957059647,0.0019242263818348704,0.10381980618659467,0.0,-20.323167172784384,0.0
phase1_non_sizing_grid,0.05,optimizer,2:1,linear_5_15,-106.99186330830867,0.5,-4.088153322571982,0.0009416298797555456,0.0543319386010262,0.0,-21.398372661661732,0.0
phase1_non_sizing_grid,0.05,optimizer,3:2,linear_5_15,-106.99186330830867,0.5,-4.088153322571982,0.0009416298797555456,0.0543319386010262,0.0,-21.398372661661732,0.0
phase1_non_sizing_grid,0.05,optimizer,4:2,linear_5_15,-106.99186330830867,0.5,-4.088153322571982,0.0009416298797555456,0.0543319386010262,0.0,-21.398372661661732,0.0
phase1_non_sizing_grid,0.05,fixed_0_15,2:1,linear_5_15,-106.99186330831247,0.5,-4.088153322571982,0.0009416298797555456,0.0543319386010262,0.0,-21.398372661662496,0.0
phase1_non_sizing_grid,0.05,fixed_0_15,3:2,linear_5_15,-106.99186330831247,0.5,-4.088153322571982,0.0009416298797555456,0.0543319386010262,0.0,-21.398372661662496,0.0
phase1_non_sizing_grid,0.05,fixed_0_15,4:2,linear_5_15,-106.99186330831247,0.5,-4.088153322571982,0.0009416298797555456,0.0543319386010262,0.0,-21.398372661662496,0.0
phase2_sizing_compare,0.05,optimizer,2:1,linear_5_15,-106.99186330830867,0.5,-4.088153322571982,0.0009416298797555456,0.0543319386010262,0.0,-21.398372661661732,0.0
phase2_sizing_compare,0.05,optimizer,2:1,convex_power,-94.47204283261213,0.5,-3.6097716883238604,0.0008380704675488015,0.04699170963563331,0.0,-18.894408566522426,0.0
phase2_sizing_compare,0.05,optimizer,2:1,concave_power,-115.10564122131854,0.5,-4.398180412191052,0.001000230648500522,0.05858659231314885,0.0,-23.021128244263707,0.0
