phase,quantile,entry_offset_mode,tp_sl_ratio,sizing_mode,net_pnl,trades_per_day,sortino,maxdd,ulcer,tuw_max_days,expectancy_per_trade,win_rate
phase1_non_sizing_grid,0.3,optimizer,2:1,linear_5_15,-569.0506473587332,0.3783783783783784,-3.8827490225032424,0.005569105188643064,0.29035814352093287,0.0,-20.32323740566904,0.0
phase1_non_sizing_grid,0.3,optimizer,3:2,linear_5_15,-569.0506473587332,0.3783783783783784,-3.8827490225032424,0.005569105188643064,0.29035814352093287,0.0,-20.32323740566904,0.0
phase1_non_sizing_grid,0.3,optimizer,4:2,linear_5_15,-569.0506473587332,0.3783783783783784,-3.8827490225032424,0.005569105188643064,0.29035814352093287,0.0,-20.32323740566904,0.0
phase1_non_sizing_grid,0.3,fixed_0_15,2:1,linear_5_15,-569.0506473587315,0.3783783783783784,-3.8827490225032424,0.005569105188643064,0.2903581435209292,0.0,-20.32323740566898,0.0
phase1_non_sizing_grid,0.3,fixed_0_15,3:2,linear_5_15,-569.0506473587315,0.3783783783783784,-3.8827490225032424,0.005569105188643064,0.2903581435209292,0.0,-20.32323740566898,0.0
phase1_non_sizing_grid,0.3,fixed_0_15,4:2,linear_5_15,-569.0506473587315,0.3783783783783784,-3.8827490225032424,0.005569105188643064,0.2903581435209292,0.0,-20.32323740566898,0.0
phase1_non_sizing_grid,0.1,optimizer,2:1,linear_5_15,-203.22990039119463,0.5263157894736842,-3.882701889209635,0.0019242115494529921,0.10381915039362342,0.0,-20.322990039119464,0.0
phase1_non_sizing_grid,0.1,optimizer,3:2,linear_5_15,-203.22990039119463,0.5263157894736842,-3.882701889209635,0.0019242115494529921,0.10381915039362342,0.0,-20.322990039119464,0.0
phase1_non_sizing_grid,0.1,optimizer,4:2,linear_5_15,-203.22990039119463,0.5263157894736842,-3.882701889209635,0.0019242115494529921,0.10381915039362342,0.0,-20.322990039119464,0.0
phase1_non_sizing_grid,0.1,fixed_0_15,2:1,linear_5_15,-203.22990039119748,0.5263157894736842,-3.882701889209635,0.0019242115494529921,0.10381915039362342,0.0,-20.322990039119748,0.0
phase1_non_sizing_grid,0.1,fixed_0_15,3:2,linear_5_15,-203.22990039119748,0.5263157894736842,-3.882701889209635,0.0019242115494529921,0.10381915039362342,0.0,-20.322990039119748,0.0
phase1_non_sizing_grid,0.1,fixed_0_15,4:2,linear_5_15,-203.22990039119748,0.5263157894736842,-3.882701889209635,0.0019242115494529921,0.10381915039362342,0.0,-20.322990039119748,0.0
phase1_non_sizing_grid,0.05,optimizer,2:1,linear_5_15,-106.99125304480866,1.25,-4.0881300250029655,0.0009416239618657007,0.05433186765609401,0.0,-21.39825060896173,0.0
phase1_non_sizing_grid,0.05,optimizer,3:2,linear_5_15,-106.99125304480866,1.25,-4.0881300250029655,0.0009416239618657007,0.05433186765609401,0.0,-21.39825060896173,0.0
phase1_non_sizing_grid,0.05,optimizer,4:2,linear_5_15,-106.99125304480866,1.25,-4.0881300250029655,0.0009416239618657007,0.05433186765609401,0.0,-21.39825060896173,0.0
phase1_non_sizing_grid,0.05,fixed_0_15,2:1,linear_5_15,-106.99125304481151,1.25,-4.0881300250029655,0.0009416239618658118,0.05433186765609786,0.0,-21.398250608962304,0.0
phase1_non_sizing_grid,0.05,fixed_0_15,3:2,linear_5_15,-106.99125304481151,1.25,-4.0881300250029655,0.0009416239618658118,0.05433186765609786,0.0,-21.398250608962304,0.0
phase1_non_sizing_grid,0.05,fixed_0_15,4:2,linear_5_15,-106.99125304481151,1.25,-4.0881300250029655,0.0009416239618658118,0.05433186765609786,0.0,-21.398250608962304,0.0
phase2_sizing_compare,0.05,optimizer,2:1,linear_5_15,-106.99125304480866,1.25,-4.0881300250029655,0.0009416239618657007,0.05433186765609401,0.0,-21.39825060896173,0.0
phase2_sizing_compare,0.05,optimizer,2:1,convex_power,-94.47136075446714,1.25,-3.609745582813949,0.0008380638007789987,0.04699155883926911,0.0,-18.89427215089343,0.0
phase2_sizing_compare,0.05,optimizer,2:1,concave_power,-115.10508347598112,1.25,-4.398159060719686,0.001000225287656864,0.05858657707387049,0.0,-23.021016695196224,0.0
