feature,overall_finite_row_count,overall_finite_row_pct
atr_change_rate_ts_continuous,6480,1.0
beta_24h,6480,1.0
convexity_z_t,6480,1.0
ema50_ema200_spread_continuous,6480,1.0
ffd_mr_z_06,6480,1.0
innovation_z_x_zr_1h,6480,1.0
innovation_z_x_zr_3h,6480,1.0
kalman_gain_1h,6480,1.0
kalman_price,6480,1.0
kf_atr_mean,6480,1.0
kf_innov_var,6480,1.0
kf_ret1h_mean,6480,1.0
kf_score_mean,6480,1.0
kf_score_rm24_mean,6480,1.0
kf_snr_est,6480,1.0
kf_state_uncertainty,6480,1.0
kf_vol_ratio_mean,6480,1.0
log_volume_state_1h,6480,1.0
ob_abs_flow_vs_book_l20_z_24h,6480,1.0
ob_available,6480,1.0
ob_book_pressure_l10_z_24h,6480,1.0
ob_book_pressure_l10_z_7d,6480,1.0
ob_depth_decay_asym_l20_z_7d,6480,1.0
ob_depth_l10_to_qv_24h,6480,1.0
ob_depth_l20_to_qv_24h,6480,1.0
ob_depth_l20_to_qv_z_7d,6480,1.0
ob_depth_ratio_l1_l20,6480,1.0
ob_depth_to_qv_z_x_rvol_z,6480,1.0
ob_l10_abs_imbalance_z_7d,6480,1.0
ob_l10_imbalance_z_24h,6480,1.0
ob_l1_imbalance_z_24h,6480,1.0
ob_l20_imbalance_z_24h,6480,1.0
ob_microprice_dev_bps_z_24h,6480,1.0
ob_mid_close_dislocation_bps_z_24h,6480,1.0
ob_notional_to_depth_l20_z_24h,6480,1.0
ob_pressure_ret4h_agreement,6480,1.0
ob_pressure_volume_agreement,6480,1.0
ob_spread_bps_z_24h,6480,1.0
ob_spread_bps_z_7d,6480,1.0
ob_spread_z_x_rv_24h,6480,1.0
ob_top_liquidity_to_qv_24h,6480,1.0
ob_trade_size_to_l1_depth_z_24h,6480,1.0
price_innovation_z,6480,1.0
price_minus_state_z,6480,1.0
price_slope_x_volume_surprise,6480,1.0
price_state_slope_1h,6480,1.0
price_state_slope_ratio_1h_6h,6480,1.0
realized_vol_minus_vol_state,6480,1.0
resid_ret_6h,6480,1.0
rolling_std(price_innovation),6480,1.0
