feature,symbol,finite_row_count,finite_row_pct_within_symbol
G_EXH_EFFORT,1000CHEEMS/USDT,2160,1.0
G_EXH_EFFORT,1MBABYDOGE/USDT,1080,1.0
G_EXH_EFFORT,1000SATS/USDT,720,1.0
G_EXH_EFFORT,1INCH/USDT,720,1.0
G_EXH_EFFORT,1000CAT/USDT,360,1.0
G_EXH_EFFORT,2Z/USDT,145,0.2013888888888889
G_EXH_EFFORT,0G/USDT,0,0.0
G_EXH_GIVEBACK,1000CHEEMS/USDT,2160,1.0
G_EXH_GIVEBACK,1MBABYDOGE/USDT,1080,1.0
G_EXH_GIVEBACK,1000SATS/USDT,720,1.0
G_EXH_GIVEBACK,1INCH/USDT,720,1.0
G_EXH_GIVEBACK,1000CAT/USDT,360,1.0
G_EXH_GIVEBACK,2Z/USDT,145,0.2013888888888889
G_EXH_GIVEBACK,0G/USDT,0,0.0
G_EXH_TAIL_FAIL,1000CHEEMS/USDT,2160,1.0
G_EXH_TAIL_FAIL,1MBABYDOGE/USDT,1080,1.0
G_EXH_TAIL_FAIL,1000SATS/USDT,720,1.0
G_EXH_TAIL_FAIL,1INCH/USDT,720,1.0
G_EXH_TAIL_FAIL,1000CAT/USDT,360,1.0
G_EXH_TAIL_FAIL,2Z/USDT,145,0.2013888888888889
G_EXH_TAIL_FAIL,0G/USDT,0,0.0
G_LIQ_EXCEL,1000CHEEMS/USDT,2160,1.0
G_LIQ_EXCEL,1MBABYDOGE/USDT,1080,1.0
G_LIQ_EXCEL,1000SATS/USDT,720,1.0
G_LIQ_EXCEL,1INCH/USDT,720,1.0
G_LIQ_EXCEL,1000CAT/USDT,360,1.0
G_LIQ_EXCEL,2Z/USDT,145,0.2013888888888889
G_LIQ_EXCEL,0G/USDT,0,0.0
G_LIQ_GOOD,1000CHEEMS/USDT,2160,1.0
G_LIQ_GOOD,1MBABYDOGE/USDT,1080,1.0
G_LIQ_GOOD,1000SATS/USDT,720,1.0
G_LIQ_GOOD,1INCH/USDT,720,1.0
G_LIQ_GOOD,1000CAT/USDT,360,1.0
G_LIQ_GOOD,2Z/USDT,145,0.2013888888888889
G_LIQ_GOOD,0G/USDT,0,0.0
G_LIQ_GREAT,1000CHEEMS/USDT,2160,1.0
G_LIQ_GREAT,1MBABYDOGE/USDT,1080,1.0
G_LIQ_GREAT,1000SATS/USDT,720,1.0
G_LIQ_GREAT,1INCH/USDT,720,1.0
G_LIQ_GREAT,1000CAT/USDT,360,1.0
G_LIQ_GREAT,2Z/USDT,145,0.2013888888888889
G_LIQ_GREAT,0G/USDT,0,0.0
G_MR_SPIKE,1000CHEEMS/USDT,2160,1.0
