regime_families_combo,count
trend|volatility,4894
trend|volatility|volatility_term_structure,348
volatility,332
trend,118
volatility|volatility_term_structure,19
trend|volatility_term_structure,16
compression|trend|volatility,7
,3
compression|trend,2
