fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon,total_splits,total_gain,is_healthy_fold,health_reason
0,42,202,,6,64,40,quantile,0.9,quantile,quantile,target_vame,3,3080,268.19318,True,healthy
1,42,11,,6,64,50,quantile,0.9,quantile,quantile,target_vame,3,161,146.47238,True,healthy
2,42,175,,6,64,50,quantile,0.9,quantile,quantile,target_vame,3,2498,276.20477,True,healthy
