within_leaf_mean_ic,within_leaf_positive_ic_fraction,within_leaf_mean_top_quantile_spread,within_leaf_mean_edge_uplift,within_leaf_hit_lift,within_leaf_valid_folds,within_leaf_future_edge_learnability_score,learnability_definition,canonical_key
0.10795593147224661,1.0,0.005288222720520376,0.0030097956780722503,0.029112599985959952,5,0.8723621088327715,within_leaf_future_edge,(*)|(dist_ema200_atr>-0.035324086&dist_range_mid_atr<=0.0018652943)|(donchian_zone_1d_atr>0.10905695&mark_perp_dislocation>-0.000045885852)
0.04789870809034791,1.0,0.003177553168006656,0.0015655946003859083,-0.01324951048901507,5,0.7230357184712061,within_leaf_future_edge,(*)|(loc_range_pos_48<=0.31406301)|(log_oi_to_volume_1d<=40.135647&mark_perp_dislocation>0.0014877336)
0.08119650244044525,1.0,0.0073229326523910395,0.004060039112171562,-0.011802752248341531,5,0.8428877527968582,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.0049646976&trend_acceleration>-0.6083684)
0.10829920203873207,1.0,0.006350284836529348,0.0037214835743998496,-0.01872429149194301,5,0.8396778649312809,within_leaf_future_edge,(*)|(loc_swing_range_pos_24<=0.00000000000000000000000000000000001)|(funding_per_hour_mkt_resid<=0.91386729&mark_perp_dislocation>0.002742474)
0.08094263439431951,1.0,0.003601754201660727,0.002094700102856285,-0.012805343646273549,5,0.7928789876114545,within_leaf_future_edge,(*)|(*)|(asset_funding_rate_abs_mean_7d>0.000011793264&mark_vs_perp_bps>1.1276978&price_trend_7d_vol_norm>-0.096334703&range_24h_pct<=0.068646051)
0.12837252572045538,1.0,0.007062921510204096,0.0036213814524201893,0.032359474533983454,5,0.887691840029667,within_leaf_future_edge,(*)|(*)|(asset_vol_level_pct<=0.32157749&mark_perp_dislocation>0.00014928608)
0.10621629058104283,1.0,0.006009606479235347,0.003426643894215855,-0.012762917840223886,5,0.8361862495712166,within_leaf_future_edge,(*)|(dist_prior_day_low<=0.020458894)|(mark_perp_dislocation>0.0041760015&mark_vs_perp_bps>-0.24105939)
0.07597859948052683,0.8,0.0029824318757316276,0.0011559555307930375,0.007537440522845185,5,0.7114320343624977,within_leaf_future_edge,(*)|(dist_range_mid_atr>-0.035852943)|(mark_perp_dislocation>-0.00099967036&oi_value_z_90d>-0.093447462&price_rv_10d_robust_z<=-0.14906873)
0.05023502231902233,0.8,0.0025150291946769887,0.0017285021888758356,-0.03171000330320407,5,0.6917671027227948,within_leaf_future_edge,(*)|(loc_prior_bar_pos_48<=0.94444883)|(mark_perp_dislocation>0.0092794569)
0.015611434361434012,0.4,0.00039522257705555485,-0.00025470934305163293,0.015290349556865156,5,0.2176567878432609,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.0026880961&oi_value_log_1d_robust_z>0.15930603)
0.04158318903219914,0.8,0.0023426796982000514,0.0012493935371556092,0.00810063509858101,5,0.6416516678553832,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.001691998&range_24h_pct<=0.077324644&return_autocorr_48<=-0.086132348)
0.13745028157179515,1.0,0.008251787416962551,0.0046903671825512415,0.053583616882047144,5,0.9266051642232316,within_leaf_future_edge,(*)|(*)|(asset_vol_level_pct<=0.37056985&mark_vs_perp_bps>0.24911927&price_trend_15d_vol_norm>-0.090035163)
0.08250715758632973,0.8,0.004702914214850756,0.002697312346639524,-0.024372073976056764,5,0.7902534931439628,within_leaf_future_edge,(*)|(dist_prior_day_low<=0.051828925&loc_bb_channel_pos_24<=0.55361688&loc_ema_stack_pos_24>-1.0902787)|(mark_perp_dislocation>0.0032595047&mark_vs_perp_bps>1.6576095)
0.05052675532867873,0.8,0.0024169684708198547,0.0005917839394712179,0.00972309823503592,5,0.621546559559425,within_leaf_future_edge,(*)|(*)|(funding_mean_10d_robust_z<=-0.42011771&mark_vs_perp_bps>0.09393698)
0.005896400186295151,0.4,0.0002187840071887626,0.0001430858051543753,-0.008883429959431166,5,0.18244990161197705,within_leaf_future_edge,(*)|(*)|(amihud_illiq>1.8380121&funding_vol_15d_robust_z<=1.5873134)
0.054061011494413,0.8,0.0026265966007191334,0.0012785147019845496,0.013792503634567277,5,0.7012850522670112,within_leaf_future_edge,(*)|(*)|(funding_mean_10d_robust_z<=-0.40534151&mark_vs_perp_bps>1.0097358&prior_volatility<=0.72614962)
0.07275692876398754,1.0,0.0028219614873786444,0.0009392324679715715,0.0038120032249230216,5,0.7152213963882075,within_leaf_future_edge,(*)|(*)|(donchian_zone_1d_atr>0.21948208&mark_perp_dislocation>0.0046171038)
0.04726662819692627,0.8,0.002910848743134989,0.001676565752533213,-0.0019107154911411572,5,0.6913779762852476,within_leaf_future_edge,(*)|(*)|(donchian_zone_1d_atr>0.25688246&mark_perp_dislocation>0.0034490218)
-0.04074187321327807,0.4,-0.0016417160254974799,-0.002018543139116687,-0.023632635203081065,5,0.0,within_leaf_future_edge,(*)|(dist_prior_day_low<=0.057417572)|(choppiness_index_20>0.27813351&mark_vs_perp_bps>1.1363376&price_trend_15d_vol_norm>-0.051145479&xasset_ob_liquidity_peer_resid>-1.068763)
0.0895442126394806,1.0,0.004332627800255268,0.0028468382446031047,0.033144133649834394,5,0.8712968316421977,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.0040410296&volume_percentile<=-0.042810358)
0.14939107930084933,1.0,0.0071022417273412936,0.004354625543017628,0.04567763619465156,5,0.9130314477528733,within_leaf_future_edge,(*)|(dist_prior_day_low<=0.049732085)|(mark_vs_perp_bps>1.5640856&ob_depth_usd_l20_z<=-0.50910258)
0.08769813762671487,1.0,0.003429622872050299,0.001980851375855183,0.013498510815494847,5,0.8060653252351443,within_leaf_future_edge,(*)|(*)|(donchian_zone_1d_atr>0.15270406&mark_perp_dislocation>0.0036732636)
-0.019847590857855847,0.2,-6.747644392957392e-05,-9.014612935927999e-05,-0.013783812798152374,5,0.013036408628632833,within_leaf_future_edge,(*)|(*)|(asset_funding_rate_mean_7d<=0.0000018819303&mark_vs_perp_bps>-0.00000000000000000000000000000000001&return_autocorr_48<=-0.30424985)
0.04949021321022583,0.6,0.0020230426774301225,0.0010381244272661698,0.0008798952512606873,5,0.5954695706068978,within_leaf_future_edge,(*)|(*)|(amihud_illiq>0.13042235&log_oi_to_volume_7d<=40.861404&mark_vs_perp_bps>-0.17208256&volume_percentile<=0.29519218)
0.050234431660280264,0.6,0.0020811535667142516,0.0008897797232438689,0.0055956753334603145,5,0.5959429297912346,within_leaf_future_edge,(*)|(*)|(amihud_illiq>0.17515856&mark_vs_perp_bps>1.6904166&volume_percentile<=0.10245003)
0.061697476125119076,0.8,0.0002996853353959904,5.8397251865965025e-05,0.04630873266028333,5,0.48248396148749106,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.00057068566&price_rv_7d_robust_z>0.53497374)
0.06434939587039931,1.0,0.002448916543438374,0.0010186231912354237,0.0057105250040692,5,0.7126886101420197,within_leaf_future_edge,(*)|(*)|(funding_mean_10d_robust_z<=-0.29129207&mark_perp_dislocation>0.0017117604)
0.03447433057000724,0.8,0.002998847495622326,0.002334700298358209,0.02957785703390059,5,0.725544252439864,within_leaf_future_edge,(*)|(*)|(dist_oiw_signed_delta_12h_atr>0.23059763&log_oi_to_volume_1d<=40.615513&mark_perp_dislocation>0.00077152369)
0.07037810041077136,1.0,0.003756743098953328,0.0019787973063433656,-0.008746350661850866,5,0.7900079197227233,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.0095607797)
0.01262523891783202,0.6,0.000701358178085669,0.00016135997034968995,-0.007977860222997724,5,0.2922993628976974,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.000045616383&price_trend_15d_vol_norm<=0.012712855&return_autocorr_48<=-0.21620846)
0.06176183275925148,0.8,0.0018935986909948996,0.000903662958819778,0.018966962379713837,5,0.6677137608570924,within_leaf_future_edge,(*)|(*)|(asset_funding_rate_mean_3d<=-0.0000044890057&dist_oiw_z_delta_96h_atr>-1.69031&mark_vs_perp_bps>-0.1293422)
0.050402245443272355,0.8,0.0029781706623123573,0.0014914021818049838,0.00789632285558125,5,0.7041560320265459,within_leaf_future_edge,(*)|(*)|(efficiency_ratio_20>-1.058239&mark_perp_dislocation>0.008218633)
0.0868482087035222,1.0,0.004416048727620215,0.0026119335476805583,-0.009095429356708928,5,0.8166814420420861,within_leaf_future_edge,(*)|(*)|(exh_qual_surprise>0.19886433&log_oi_to_volume_1d>1.3624856&mark_vs_perp_bps>-0.62601835&up_down_return_mass_ratio_tanh>-0.70406312)
0.022362238544617722,0.6,0.00417967915052235,0.002495497376135743,-0.005118455651116327,5,0.6343758456730986,within_leaf_future_edge,(*)|(*)|(mark_vs_perp_bps>-0.53244585&price_trend_15d_vol_norm>-0.020607017&volume_percentile<=-0.13983259)
0.07907253395602201,0.8,0.004599258174480988,0.002371701350857495,0.026600989864805292,5,0.8207794398891529,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation<=0.015812457&mark_perp_dislocation>0.0054113003)
0.057047734452567375,1.0,0.003343949605293562,0.0018483747788694861,0.016817172339024744,5,0.7945274709562474,within_leaf_future_edge,(*)|(*)|(efficiency_ratio_20>-0.78576118&mark_perp_dislocation>0.0080445241)
0.022624005352924904,0.8,0.0007137973077258716,0.00035014611712747636,0.004735652644078281,5,0.3805845414996173,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.0022735684&ob_depth_mkt_resid>0.20058291&ob_pressure_mkt_resid>-0.0010430813)
0.09891548023054487,0.8,0.004296449157735194,0.002624773811205109,-0.0005405588255816496,5,0.7862586757431934,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.0028327124&price_rv_7d_robust_z<=0.33869073&rolling_range_20<=-0.14229342)
-0.0009433091169122887,0.4,-0.002566795641232844,-0.0011024454109891336,-0.0005727350906752582,5,0.0,within_leaf_future_edge,(*)|(bars_in_high_vol_state_log_norm>-0.3991873)|(mark_vs_perp_bps>0.9385379&prior_range>0.00000000000000000000000000000000001&range_expansion_ratio>-0.16505525)
0.07780429410931619,0.8,0.004029992702351471,0.0019947516878202265,0.01703131512070828,5,0.7889129244982757,within_leaf_future_edge,(*)|(*)|(asset_funding_rate_mean_7d>-0.0000065893828&mark_perp_dislocation>0.0038359459&price_rv_7d_robust_z>-1.0093937)
0.023981476771956264,0.6,-0.00026487197113525096,-0.00011300471193168142,-0.04132821886834463,5,0.18323687861370336,within_leaf_future_edge,(*)|(loc_prior_bar_pos_24<=0.27807778)|(mark_vs_perp_bps>-0.11741228&up_down_semivol_ratio_tanh>0.63406342)
0.027791530983531466,0.6,0.001054233918962395,0.000438862604438555,0.0027545950850257905,5,0.40746916779767284,within_leaf_future_edge,(*)|(*)|(asset_vol_level_pct>0.3664003&mark_perp_dislocation>0.0058858888)
0.07825834717158214,1.0,0.004232086942272407,0.00279575552816192,-0.02319840705974511,5,0.8198213213018416,within_leaf_future_edge,(*)|(*)|(asset_atr_level_pct<=0.43120223&funding_per_hour_mkt_resid>-0.45249817&mark_perp_dislocation>0.001691998)
0.09012108435733394,1.0,0.00530819179709401,0.002649138114441954,0.020143544619352048,5,0.8513352162221587,within_leaf_future_edge,(*)|(*)|(ema20_slope_5h<=0.36024955&mark_perp_dislocation>0.0030414509&spike_score_surprise<=0.17925337)
0.06622319258031859,1.0,0.00333809932034253,0.001836115763198775,0.032133404075940786,5,0.82605205904203,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.0010393632&rvol_z_peer_resid<=-0.46573812)
0.043005571252041054,0.6,0.0015666714936618045,0.0008126600285667184,-0.018326035333057978,5,0.5276171231025358,within_leaf_future_edge,(*)|(dist_rolling_7d_high<=0.21155575)|(mark_perp_dislocation>0.0027007682&oi_chg_4h>-0.23731183&price_rv_7d_robust_z>-0.75811464)
0.06555118796117691,1.0,0.0035167212696261855,0.0026729247561542847,0.052721291548199586,5,0.8888258301684766,within_leaf_future_edge,(*)|(loc_swing_range_pos_24<=0.093956843&oiw_z_delta_entry_dist_7d_atr>-0.91860861)|(mark_vs_perp_bps>0.076256022)
-0.0013679137968935328,0.4,-0.0014525209573185126,-0.0008208441069088585,-0.0008947458007774855,5,0.0,within_leaf_future_edge,(*)|(loc_prior_bar_pos_48<=-0.010646638)|(mark_perp_dislocation>0.0052043144)
0.12510012257429648,1.0,0.007133265764740671,0.004051688109353392,0.040013182382625766,5,0.902782779770278,within_leaf_future_edge,(*)|(*)|(asset_vol_level_pct<=0.28509384&mark_vs_perp_bps>0.68942362)
0.1219962202288106,1.0,0.0067924870784120015,0.00426063176168775,0.05084491329114469,5,0.9201401245671451,within_leaf_future_edge,(*)|(*)|(asset_vol_level_pct<=0.31462821&log_oi_to_volume_7d<=1.7429585&mark_vs_perp_bps>0.097067542)
0.07839453924082562,1.0,0.004226982075934263,0.002329494042140557,-0.024238793185310515,5,0.8073229845070473,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.001691998&range_24h_pct<=0.077324644&return_autocorr_48>-0.086132348)
0.01991590087843594,0.6,0.0016202343628809318,0.0013385320660471765,0.004750738696112688,5,0.5061763973149659,within_leaf_future_edge,(*)|(*)|(funding_per_hour_mkt_resid<=0.086581014&mark_perp_dislocation>0.0020942169&ob_depth_mkt_resid>-0.33579728)
0.06248318096265537,1.0,0.0038305068013002362,0.0019140515319338506,-0.027912191191416448,5,0.7879705603224956,within_leaf_future_edge,(*)|(*)|(log_oi_to_volume_1d>3.3398023&mark_perp_dislocation>0.0010966789)
0.059294794022112705,0.8,0.0027189701764107886,0.001576469744769659,0.025262086049858568,5,0.7562393438606536,within_leaf_future_edge,(*)|(*)|(mark_perp_dislocation>0.0064577502&ob_depth_usd_l20_z>-0.42877111)
0.09742857702321149,0.8,0.004398681894841673,0.002443286856449055,-0.01451882626949894,5,0.7819555385109399,within_leaf_future_edge,(*)|(dist_prior_day_low<=0.050046571)|(mark_vs_perp_bps>-1.2319714&oi_value_log_7d_robust_z<=-0.40423486)
-0.0376415635857141,0.6,-0.003404159019306595,-0.0021018035137306905,-0.0199389930595815,5,0.0,within_leaf_future_edge,(*)|(dist_prior_day_low<=0.048714064)|(mark_vs_perp_bps>0.38957649&price_trend_15d_vol_norm>0.0026659511)
0.08568231661143969,1.0,0.003532013656447856,0.00201972915763684,-0.001560991363490194,5,0.7889337288270182,within_leaf_future_edge,(*)|(*)|(asset_atr_level_pct<=0.13863795&mark_perp_dislocation>-0.0010358441)
0.059045759554979635,0.8,0.0047484576029009394,0.0023974711539441265,0.030339277104382213,5,0.8248853135700702,within_leaf_future_edge,(*)|(oiw_pos_delta_entry_dist_14d_atr>-0.5246107)|(asset_vol_level_pct<=0.62925643&log_oi_to_volume_1d<=4.928236&mark_perp_dislocation>-0.00010635665)
