feature_name,status,reason,support,group,regime_family
dist_ema20_atr,retained,retained,257136,location,
dist_ema50_atr,retained,retained,257136,location,
dist_ema200_atr,retained,retained,257136,location,
oiw_pos_delta_entry_dist_1d_atr,retained,retained,257136,location,
oiw_intensity_entry_dist_1d_atr,retained,retained,257136,location,
oiw_z_delta_entry_dist_1d_atr,retained,retained,257136,location,
dist_oiw_signed_delta_12h_atr,retained,retained,257136,regime,perp_tradeability
dist_oiw_abs_delta_12h_atr,retained,retained,257136,regime,perp_tradeability
oi_expansion_compression_balance_24h,retained,retained,257136,regime,perp_tradeability
dist_funding_pressure_price_12h_atr,retained,retained,257136,regime,perp_tradeability
oiw_entry_zone_1d_atr,retained,retained,257136,regime,perp_tradeability
donchian_zone_1d_atr,retained,retained,257136,regime,perp_tradeability
oiw_pos_delta_entry_dist_7d_atr,retained,retained,257136,location,
oiw_pos_delta_entry_dist_14d_atr,retained,retained,257136,location,
oiw_intensity_entry_dist_7d_atr,retained,retained,257136,location,
oiw_z_delta_entry_dist_7d_atr,retained,retained,257136,location,
oiw_z_delta_entry_dist_14d_atr,retained,retained,257136,location,
dist_oiw_intensity_96h_atr,retained,retained,257136,regime,perp_tradeability
dist_oiw_z_delta_96h_atr,retained,retained,257136,regime,perp_tradeability
oi_expansion_compression_balance_96h,retained,retained,257136,regime,perp_tradeability
dist_funding_pressure_price_96h_atr,retained,retained,257136,regime,perp_tradeability
dist_prior_day_high,retained,retained,257136,location,
dist_prior_day_low,retained,retained,257136,location,
dist_rolling_7d_high,retained,retained,257136,location,
dist_local_swing,retained,retained,257136,location,
dist_range_mid_atr,retained,retained,257136,location,
dist_ma100_atr,retained,retained,257136,location,
distance_to_ema,retained,retained,257136,location,
pullback_depth,retained,retained,257136,location,
zscore_price_50,retained,retained,257136,location,
zscore_price_200,retained,retained,257136,location,
loc_ema_stack_pos_24,retained,retained,257136,location,
loc_ema_stack_pos_48,retained,retained,257136,location,
loc_range_pos_24,retained,retained,257136,location,
loc_range_pos_48,retained,retained,257136,location,
loc_prior_bar_pos_24,retained,retained,257136,location,
loc_prior_bar_pos_48,retained,retained,257136,location,
loc_swing_range_pos_24,retained,retained,257136,location,
loc_swing_range_pos_48,retained,retained,257136,location,
loc_session_pos_24,retained,retained,257136,location,
loc_session_pos_48,retained,retained,257136,location,
loc_initial_balance_pos_24,retained,retained,257136,location,
loc_initial_balance_pos_48,retained,retained,257136,location,
loc_prev_day_range_pos_24,retained,retained,257136,location,
loc_prev_day_range_pos_48,retained,retained,257136,location,
loc_prev_week_range_pos_24,retained,retained,257136,location,
loc_prev_week_range_pos_48,retained,retained,257136,location,
loc_bb_channel_pos_24,retained,retained,257136,location,
loc_bb_channel_pos_48,retained,retained,257136,location,
loc_pullback_depth_24,retained,retained,257136,location,
loc_pullback_depth_48,retained,retained,257136,location,
loc_pivot_ladder_pos_24,retained,retained,257136,location,
loc_pivot_ladder_pos_48,retained,retained,257136,location,
bars_since_ema20_ema50_cross_log_norm,retained,retained,257136,regime,trend
bars_in_high_vol_state_log_norm,retained,retained,257136,location,
bars_outside_ema20_atr_band_log_norm,retained,retained,257136,regime,volatility
up_down_semivol_ratio_tanh,retained,retained,257136,regime,path_structure
up_down_return_mass_ratio_tanh,retained,retained,257136,regime,path_structure
amihud_illiq,retained,retained,257136,regime,liquidity
asset_atr_level_pct,retained,retained,257136,regime,asset_state
asset_funding_rate_abs_mean_7d,retained,retained,257136,regime,perp_tradeability
asset_funding_rate_mean_15d,retained,retained,257136,regime,perp_tradeability
asset_funding_rate_mean_3d,retained,retained,257136,regime,perp_tradeability
asset_funding_rate_mean_7d,retained,retained,257136,regime,perp_tradeability
asset_funding_z,retained,retained,257136,regime,perp_tradeability
asset_minus_mkt_oi_1d,retained,retained,257136,regime,open_interest
asset_minus_mkt_oi_1d_peer_resid,retained,retained,257136,regime,residual
asset_minus_mkt_oi_1d_z_90d,retained,retained,257136,regime,open_interest
asset_minus_mkt_oi_7d,retained,retained,257136,regime,open_interest
asset_vol_level_pct,retained,retained,257136,regime,asset_state
atr_compression_ratio,retained,retained,257136,regime,volatility_term_structure
atr_percentile,retained,retained,257136,regime,compression
bars_outside_ema20_atr_band_log_norm,dropped,duplicate_of_bars_outside_ema20_atr_band_log_norm,257136,regime,volatility
bars_since_ema20_ema50_cross_log_norm,dropped,duplicate_of_bars_since_ema20_ema50_cross_log_norm,257136,regime,trend
blowoff_risk_surprise,retained,retained,257136,regime,residual
bollinger_band_width,retained,retained,257136,regime,compression
chop_score_surprise,retained,retained,257136,regime,residual
choppiness_index_20,retained,retained,257136,regime,path_structure
compression_ratio,retained,retained,257136,regime,volatility_term_structure
compression_score,retained,retained,257136,regime,volatility_term_structure
cs_rank_oi_value_z_30d,retained,retained,257136,regime,open_interest
direction_entropy_20,retained,retained,257136,regime,path_structure
dist_funding_pressure_price_12h_atr,dropped,duplicate_of_dist_funding_pressure_price_12h_atr,257136,regime,perp_tradeability
dist_funding_pressure_price_96h_atr,dropped,duplicate_of_dist_funding_pressure_price_96h_atr,257136,regime,perp_tradeability
dist_oiw_abs_delta_12h_atr,dropped,duplicate_of_dist_oiw_abs_delta_12h_atr,257136,regime,perp_tradeability
dist_oiw_intensity_96h_atr,dropped,duplicate_of_dist_oiw_intensity_96h_atr,257136,regime,perp_tradeability
dist_oiw_signed_delta_12h_atr,dropped,duplicate_of_dist_oiw_signed_delta_12h_atr,257136,regime,perp_tradeability
dist_oiw_z_delta_96h_atr,dropped,duplicate_of_dist_oiw_z_delta_96h_atr,257136,regime,perp_tradeability
donchian_zone_1d_atr,dropped,duplicate_of_donchian_zone_1d_atr,257136,regime,perp_tradeability
efficiency_ratio_20,retained,retained,257136,regime,path_structure
ema20_slope_5h,retained,retained,257136,regime,trend
ema50_slope,retained,retained,257136,regime,trend
ema_slope_norm,retained,retained,257136,regime,trend
exh_qual_surprise,retained,retained,257136,regime,residual
fund_abs_z_mkt_resid,retained,retained,257136,regime,residual
fund_rate_z_14d,retained,retained,257136,regime,funding
funding_1d_chg_peer_resid,retained,retained,257136,regime,residual
funding_abs_z,retained,retained,257136,regime,funding
funding_mean_10d_robust_z,retained,retained,257136,regime,open_interest
funding_mean_15d_robust_z,retained,retained,257136,regime,open_interest
funding_mean_7d_robust_z,retained,retained,257136,regime,open_interest
funding_mom_2h,retained,retained,257136,regime,funding
funding_mom_4h,retained,retained,257136,regime,funding
funding_mom_8h,retained,retained,257136,regime,funding
funding_mom_w,retained,retained,257136,regime,funding
funding_per_hour,retained,retained,257136,regime,funding
funding_per_hour_mkt_resid,retained,retained,257136,regime,residual
funding_per_hour_z,retained,retained,257136,regime,funding
funding_persistence,retained,retained,257136,regime,funding
funding_rank_30d,retained,retained,257136,regime,funding
funding_rate,retained,retained,257136,regime,funding
funding_vol_10d_robust_z,retained,retained,257136,regime,open_interest
funding_vol_15d_robust_z,retained,retained,257136,regime,open_interest
funding_vol_7d_robust_z,retained,retained,257136,regime,open_interest
funding_z,retained,retained,257136,regime,funding
grind_score_surprise,retained,retained,257136,regime,residual
leverage_build,retained,retained,257136,regime,crowding
leverage_build_score,retained,retained,257136,regime,crowding
log_oi_to_volume_1d,retained,retained,257136,regime,open_interest
log_oi_to_volume_7d,retained,retained,257136,regime,open_interest
mark_perp_dislocation,retained,retained,257136,regime,perp_tradeability
mark_vs_perp_bps,retained,retained,257136,regime,perp_tradeability
ob_age_ratio,dropped,near_constant_continuous,257136,regime,orderbook
ob_coverage_24h,dropped,near_constant_continuous,257136,regime,orderbook
ob_depth_mkt_resid,retained,retained,257136,regime,residual
ob_depth_usd_l20_z,retained,retained,257136,regime,orderbook
ob_depth_z_10bps,retained,retained,257136,regime,orderbook
ob_depth_z_25bps,retained,retained,257136,regime,orderbook
ob_imbalance_mkt_resid,retained,retained,257136,regime,residual
ob_pressure_mkt_resid,retained,retained,257136,regime,residual
ob_spread_mkt_resid,retained,retained,257136,regime,residual
ob_spread_z_24h,retained,retained,257136,regime,orderbook
oi_chg_2h,retained,retained,257136,regime,open_interest
oi_chg_4h,retained,retained,257136,regime,open_interest
oi_chg_8h,retained,retained,257136,regime,open_interest
oi_chg_8h_mkt_resid,retained,retained,257136,regime,residual
oi_chg_z_2h,retained,retained,257136,regime,open_interest
oi_chg_z_4h,retained,retained,257136,regime,open_interest
oi_chg_z_8h,retained,retained,257136,regime,open_interest
oi_expansion_compression_balance_24h,dropped,duplicate_of_oi_expansion_compression_balance_24h,257136,regime,perp_tradeability
oi_expansion_compression_balance_96h,dropped,duplicate_of_oi_expansion_compression_balance_96h,257136,regime,perp_tradeability
oi_rank,retained,retained,257136,regime,open_interest
oi_to_volume_1d_z_90d,retained,retained,257136,regime,open_interest
oi_trend_10d_robust_z,retained,retained,257136,regime,open_interest
oi_trend_7d_robust_z,retained,retained,257136,regime,open_interest
oi_value_log_1d_robust_z,retained,retained,257136,regime,open_interest
oi_value_log_7d_robust_z,retained,retained,257136,regime,open_interest
oi_value_z_30d,retained,retained,257136,regime,open_interest
oi_value_z_90d,retained,retained,257136,regime,open_interest
oi_vel_2h,retained,retained,257136,regime,open_interest
oi_vel_4h,retained,retained,257136,regime,open_interest
oi_vel_8h,retained,retained,257136,regime,open_interest
oi_vol_10d_robust_z,retained,retained,257136,regime,open_interest
oi_vol_15d_robust_z,retained,retained,257136,regime,open_interest
oi_vol_7d_robust_z,retained,retained,257136,regime,open_interest
oi_z,retained,retained,257136,regime,open_interest
oiw_entry_zone_1d_atr,dropped,duplicate_of_oiw_entry_zone_1d_atr,257136,regime,perp_tradeability
overext_surprise,retained,retained,257136,regime,residual
price_rv_10d_robust_z,retained,retained,257136,regime,open_interest
price_rv_15d_robust_z,retained,retained,257136,regime,open_interest
price_rv_7d_robust_z,retained,retained,257136,regime,open_interest
price_trend_10d_vol_norm,retained,retained,257136,regime,open_interest
price_trend_15d_vol_norm,retained,retained,257136,regime,open_interest
price_trend_7d_vol_norm,retained,retained,257136,regime,open_interest
prior_range,retained,retained,257136,regime,context
prior_volatility,retained,retained,257136,regime,context
range_24h_pct,retained,retained,257136,regime,compression
range_expansion_ratio,retained,retained,257136,regime,volatility_term_structure
range_per_funding_abs_z_24h,retained,retained,257136,regime,perp_tradeability
return_autocorr_48,retained,retained,257136,regime,momentum
rolling_range_20,retained,retained,257136,regime,compression
rvol_z_peer_resid,retained,retained,257136,regime,residual
spectral_entropy_ret_24,retained,retained,257136,regime,path_structure
spike_score_surprise,retained,retained,257136,regime,residual
trend_acceleration,retained,retained,257136,regime,trend
true_range_percentile,retained,retained,257136,regime,volatility
up_down_return_mass_ratio_tanh,dropped,duplicate_of_up_down_return_mass_ratio_tanh,257136,regime,path_structure
up_down_semivol_ratio_tanh,dropped,duplicate_of_up_down_semivol_ratio_tanh,257136,regime,path_structure
variance_ratio_10_48,retained,retained,257136,regime,volatility
vol_z_peer_resid,retained,retained,257136,regime,residual
volume_autocorr_48,retained,retained,257136,regime,liquidity
volume_entropy_24,retained,retained,257136,regime,liquidity
volume_percentile,retained,retained,257136,regime,liquidity
volume_price_corr_ts_resid,retained,retained,257136,regime,residual
volume_trend_48,retained,retained,257136,regime,liquidity
volume_zscore_48h,retained,retained,257136,regime,liquidity
xasset_asset_minus_basket_fund_z,retained,retained,257136,regime,asset_relative_funding
xasset_asset_minus_mkt_funding,retained,retained,257136,regime,asset_relative_funding
xasset_asset_minus_mkt_ob_pressure_z_24h,dropped,near_constant_continuous,257136,regime,asset_relative_orderbook
xasset_funding_peer_resid,retained,retained,257136,regime,residual
xasset_funding_ts_resid,retained,retained,257136,regime,residual
xasset_ob_liquidity_peer_resid,retained,retained,257136,regime,residual
xasset_ob_liquidity_ts_resid,retained,retained,257136,regime,residual
xasset_ob_pressure_peer_resid,dropped,near_constant_continuous,257136,regime,residual
xasset_ob_pressure_ts_resid,dropped,near_constant_continuous,257136,regime,residual
