fold_id,seed,feature_name,group,regime_family,source_family,gain,split
0,42,dist_oiw_signed_delta_12h_atr,regime,perp_tradeability,perp_tradeability,236.5044,51.0
0,42,dist_ema20_atr,location,,context,76.25139,21.0
0,42,dist_oiw_abs_delta_12h_atr,regime,perp_tradeability,perp_tradeability,151.9899,33.0
0,42,dist_ema50_atr,location,,context,64.41201,17.0
0,42,oi_expansion_compression_balance_24h,regime,perp_tradeability,perp_tradeability,115.41705,29.0
0,42,dist_ema200_atr,location,,context,99.69976,25.0
0,42,dist_funding_pressure_price_12h_atr,regime,perp_tradeability,perp_tradeability,64.14359,21.0
0,42,oiw_pos_delta_entry_dist_1d_atr,location,,open_interest_location,91.765205,26.0
0,42,oiw_entry_zone_1d_atr,regime,perp_tradeability,perp_tradeability,118.60283,26.0
0,42,oiw_intensity_entry_dist_1d_atr,location,,open_interest_location,76.58235,26.0
0,42,donchian_zone_1d_atr,regime,perp_tradeability,perp_tradeability,61.60135,17.0
0,42,oiw_z_delta_entry_dist_1d_atr,location,,open_interest_location,65.99243,20.0
0,42,dist_oiw_intensity_96h_atr,regime,perp_tradeability,perp_tradeability,140.80128,61.0
0,42,oiw_pos_delta_entry_dist_7d_atr,location,,open_interest_location,46.85785,14.0
0,42,dist_oiw_z_delta_96h_atr,regime,perp_tradeability,perp_tradeability,214.1536,67.0
0,42,oiw_pos_delta_entry_dist_14d_atr,location,,open_interest_location,132.69705,32.0
0,42,oi_expansion_compression_balance_96h,regime,perp_tradeability,perp_tradeability,145.88423,39.0
0,42,oiw_intensity_entry_dist_7d_atr,location,,open_interest_location,95.19962,26.0
0,42,dist_funding_pressure_price_96h_atr,regime,perp_tradeability,perp_tradeability,265.48758,74.0
0,42,oiw_z_delta_entry_dist_7d_atr,location,,open_interest_location,66.01549,20.0
0,42,oiw_z_delta_entry_dist_14d_atr,location,,open_interest_location,131.12085,39.0
0,42,dist_prior_day_high,location,,context,123.377914,29.0
0,42,up_down_semivol_ratio_tanh,regime,path_structure,path_structure,302.0911,62.0
0,42,dist_prior_day_low,location,,context,405.9202,37.0
0,42,up_down_return_mass_ratio_tanh,regime,path_structure,path_structure,167.24117,45.0
0,42,dist_rolling_7d_high,location,,context,267.12485,59.0
0,42,amihud_illiq,regime,liquidity,liquidity,267.39514,79.0
0,42,dist_local_swing,location,,context,335.21295,72.0
0,42,asset_atr_level_pct,regime,asset_state,asset_state,56.62628,18.0
0,42,dist_range_mid_atr,location,,context,55.82392,10.0
0,42,asset_funding_rate_abs_mean_7d,regime,perp_tradeability,perp_tradeability,200.01906,42.0
0,42,dist_ma100_atr,location,,context,56.583035,11.0
0,42,asset_funding_rate_mean_15d,regime,perp_tradeability,perp_tradeability,105.56441,33.0
0,42,distance_to_ema,location,,context,23.566225,9.0
0,42,asset_funding_rate_mean_3d,regime,perp_tradeability,perp_tradeability,98.08087,23.0
0,42,pullback_depth,location,,context,134.3421,36.0
0,42,asset_funding_rate_mean_7d,regime,perp_tradeability,perp_tradeability,79.73195,22.0
0,42,zscore_price_50,location,,context,63.12186,17.0
0,42,asset_funding_z,regime,perp_tradeability,perp_tradeability,80.2422,23.0
0,42,zscore_price_200,location,,context,227.26625,54.0
0,42,asset_minus_mkt_oi_1d,regime,open_interest,open_interest,50.79002,14.0
0,42,loc_ema_stack_pos_24,location,,trend,37.08929,11.0
0,42,asset_minus_mkt_oi_1d_peer_resid,regime,residual,residual,123.11301,38.0
0,42,loc_ema_stack_pos_48,location,,trend,80.13076,21.0
0,42,asset_minus_mkt_oi_1d_z_90d,regime,open_interest,open_interest,73.086624,23.0
0,42,loc_range_pos_24,location,,context,45.01086,13.0
0,42,asset_minus_mkt_oi_7d,regime,open_interest,open_interest,46.87614,18.0
0,42,loc_range_pos_48,location,,context,109.81916,26.0
0,42,asset_vol_level_pct,regime,asset_state,asset_state,278.95486,42.0
0,42,loc_prior_bar_pos_24,location,,context,124.45491,32.0
0,42,atr_compression_ratio,regime,volatility_term_structure,volatility_term_structure,168.87863,34.0
