fold_id,seed,group,used_feature_count,split_count
0,42,location,44,1184
0,42,regime,128,3652
1,42,location,44,890
1,42,regime,128,2873
2,42,location,41,332
2,42,regime,121,901
3,42,location,44,740
3,42,regime,128,2244
4,42,location,44,1297
4,42,regime,128,3869
