fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,0.025831362,0.5236182,-0.9969606,0.032997534,0.9938167
1,0.028622512,0.5244074,-0.99695927,0.037717823,0.99397916
2,0.025630563,0.5246601,-0.99696547,0.029658433,0.9942979
3,0.024639253,0.5223839,-0.99707836,0.026097462,0.99402195
4,0.027364863,0.5273614,-0.99703753,0.030634524,0.99442124
