feature_name,group,usage_count
mark_perp_dislocation,regime,599
mark_vs_perp_bps,regime,469
range_24h_pct,regime,361
price_trend_15d_vol_norm,regime,346
up_down_semivol_ratio_tanh,regime,333
price_rv_7d_robust_z,regime,331
return_autocorr_48,regime,301
choppiness_index_20,regime,278
dist_prior_day_low,location,258
price_trend_7d_vol_norm,regime,253
direction_entropy_20,regime,247
price_trend_10d_vol_norm,regime,240
bars_in_high_vol_state_log_norm,location,217
loc_swing_range_pos_48,location,212
loc_swing_range_pos_24,location,209
dist_local_swing,location,201
loc_bb_channel_pos_48,location,193
compression_score,regime,180
dist_rolling_7d_high,location,174
log_oi_to_volume_1d,regime,164
prior_range,regime,159
range_expansion_ratio,regime,158
funding_persistence,regime,157
asset_vol_level_pct,regime,156
dist_oiw_signed_delta_12h_atr,regime,156
zscore_price_200,location,153
funding_mean_10d_robust_z,regime,146
price_rv_10d_robust_z,regime,141
oi_vol_7d_robust_z,regime,132
amihud_illiq,regime,131
pullback_depth,location,125
dist_oiw_abs_delta_12h_atr,regime,120
prior_volatility,regime,119
dist_range_mid_atr,location,119
asset_funding_rate_abs_mean_7d,regime,118
dist_ema200_atr,location,115
oi_chg_8h_mkt_resid,regime,112
trend_acceleration,regime,112
variance_ratio_10_48,regime,111
loc_pullback_depth_48,location,109
rolling_range_20,regime,107
funding_per_hour_mkt_resid,regime,106
oi_value_log_7d_robust_z,regime,106
asset_minus_mkt_oi_1d_peer_resid,regime,104
spectral_entropy_ret_24,regime,102
log_oi_to_volume_7d,regime,102
loc_prior_bar_pos_24,location,100
funding_mean_15d_robust_z,regime,98
range_per_funding_abs_z_24h,regime,97
up_down_return_mass_ratio_tanh,regime,97
loc_prior_bar_pos_48,location,95
ob_pressure_mkt_resid,regime,95
dist_funding_pressure_price_96h_atr,regime,94
efficiency_ratio_20,regime,93
funding_vol_7d_robust_z,regime,89
ob_spread_z_24h,regime,87
oiw_z_delta_entry_dist_14d_atr,location,87
asset_atr_level_pct,regime,84
oiw_pos_delta_entry_dist_14d_atr,location,82
funding_vol_15d_robust_z,regime,80
volume_percentile,regime,79
dist_oiw_intensity_96h_atr,regime,79
ob_imbalance_mkt_resid,regime,77
xasset_funding_ts_resid,regime,77
oi_expansion_compression_balance_24h,regime,76
compression_ratio,regime,74
leverage_build_score,regime,73
dist_oiw_z_delta_96h_atr,regime,73
oi_vol_15d_robust_z,regime,72
loc_prev_week_range_pos_48,location,71
atr_compression_ratio,regime,71
rvol_z_peer_resid,regime,71
oi_expansion_compression_balance_96h,regime,69
price_rv_15d_robust_z,regime,68
asset_funding_rate_mean_3d,regime,67
true_range_percentile,regime,67
funding_vol_10d_robust_z,regime,66
leverage_build,regime,66
volume_price_corr_ts_resid,regime,65
dist_funding_pressure_price_12h_atr,regime,65
oi_value_log_1d_robust_z,regime,64
fund_abs_z_mkt_resid,regime,62
dist_prior_day_high,location,60
atr_percentile,regime,60
loc_range_pos_48,location,59
grind_score_surprise,regime,59
oi_to_volume_1d_z_90d,regime,59
asset_funding_rate_mean_7d,regime,57
oiw_z_delta_entry_dist_7d_atr,location,57
donchian_zone_1d_atr,regime,56
oiw_entry_zone_1d_atr,regime,56
oi_vol_10d_robust_z,regime,55
ob_depth_mkt_resid,regime,55
loc_prev_day_range_pos_48,location,55
funding_mom_8h,regime,55
funding_mean_7d_robust_z,regime,55
loc_session_pos_24,location,53
funding_mom_2h,regime,53
asset_funding_rate_mean_15d,regime,52
asset_minus_mkt_oi_1d_z_90d,regime,52
loc_session_pos_48,location,51
loc_prev_day_range_pos_24,location,50
loc_prev_week_range_pos_24,location,50
oi_value_z_30d,regime,50
loc_pullback_depth_24,location,50
oi_trend_7d_robust_z,regime,46
xasset_asset_minus_basket_fund_z,regime,45
oi_value_z_90d,regime,44
oiw_intensity_entry_dist_1d_atr,location,44
funding_per_hour,regime,44
ema50_slope,regime,44
volume_autocorr_48,regime,39
exh_qual_surprise,regime,38
loc_initial_balance_pos_24,location,38
volume_entropy_24,regime,38
oi_trend_10d_robust_z,regime,37
oiw_pos_delta_entry_dist_1d_atr,location,37
asset_funding_z,regime,37
loc_pivot_ladder_pos_24,location,37
cs_rank_oi_value_z_30d,regime,37
asset_minus_mkt_oi_7d,regime,36
ema20_slope_5h,regime,36
funding_rank_30d,regime,36
loc_range_pos_24,location,35
dist_ema50_atr,location,35
loc_initial_balance_pos_48,location,35
oiw_intensity_entry_dist_7d_atr,location,34
volume_trend_48,regime,34
loc_ema_stack_pos_48,location,34
funding_abs_z,regime,33
funding_per_hour_z,regime,33
spike_score_surprise,regime,33
dist_ema20_atr,location,33
oiw_pos_delta_entry_dist_7d_atr,location,33
vol_z_peer_resid,regime,32
oi_rank,regime,31
bollinger_band_width,regime,31
fund_rate_z_14d,regime,30
xasset_asset_minus_mkt_funding,regime,29
funding_rate,regime,28
distance_to_ema,location,27
ema_slope_norm,regime,27
funding_mom_w,regime,26
loc_pivot_ladder_pos_48,location,25
ob_depth_usd_l20_z,regime,25
zscore_price_50,location,24
volume_zscore_48h,regime,23
funding_z,regime,23
ob_depth_z_10bps,regime,22
ob_depth_z_25bps,regime,22
asset_minus_mkt_oi_1d,regime,22
oiw_z_delta_entry_dist_1d_atr,location,22
funding_mom_4h,regime,21
ob_spread_mkt_resid,regime,21
oi_z,regime,20
xasset_ob_liquidity_peer_resid,regime,20
oi_chg_4h,regime,20
oi_chg_z_8h,regime,19
oi_chg_z_4h,regime,18
loc_ema_stack_pos_24,location,17
xasset_ob_liquidity_ts_resid,regime,17
oi_vel_8h,regime,16
dist_ma100_atr,location,15
overext_surprise,regime,12
xasset_funding_peer_resid,regime,12
oi_chg_8h,regime,12
oi_vel_4h,regime,11
funding_1d_chg_peer_resid,regime,10
oi_vel_2h,regime,10
oi_chg_z_2h,regime,9
oi_chg_2h,regime,8
loc_bb_channel_pos_24,location,8
