canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(loc_pullback_depth_48<=0.31242642)|(funding_per_hour_mkt_resid>-0.14061847&mark_vs_perp_bps<=1.2117567&price_rv_10d_robust_z<=0.18548296),4,4,location|regime,open_interest|perp_tradeability|residual,path_structure,open_interest|path_structure|perp_tradeability|residual
(*)|(*)|(mark_vs_perp_bps<=1.2117567&price_rv_10d_robust_z>0.18548296&up_down_semivol_ratio_tanh<=0.29796103),3,3,regime,open_interest|path_structure|perp_tradeability,,open_interest|path_structure|perp_tradeability
(*)|(*)|(dist_oiw_z_delta_96h_atr<=-1.7037745&mark_vs_perp_bps>1.5122186&xasset_asset_minus_basket_fund_z>0.13415471),3,3,regime,asset_relative_funding|perp_tradeability,,asset_relative_funding|perp_tradeability
(*)|(*)|(funding_vol_10d_robust_z>0.76612926&mark_vs_perp_bps<=-1.3419912),2,2,regime,open_interest|perp_tradeability,,open_interest|perp_tradeability
(*)|(dist_prior_day_low<=0.018427284&zscore_price_50<=-0.34322402)|(log_oi_to_volume_1d<=40.481667&mark_vs_perp_bps>-1.3419912),4,4,location|regime,open_interest|perp_tradeability,context,context|open_interest|perp_tradeability
(*)|(*)|(funding_vol_7d_robust_z>0.26829374&mark_perp_dislocation<=0.00029057622&price_trend_15d_vol_norm<=0.030633375),3,3,regime,open_interest|perp_tradeability,,open_interest|perp_tradeability
(*)|(*)|(mark_perp_dislocation<=0.0088413516&mark_perp_dislocation>0.00029057622&price_rv_10d_robust_z<=-0.08834637),3,3,regime,open_interest|perp_tradeability,,open_interest|perp_tradeability
(*)|(*)|(choppiness_index_20>-0.44549865&dist_funding_pressure_price_96h_atr>-0.53633773&grind_score_surprise>-0.55859923&mark_vs_perp_bps<=1.3036494&price_rv_7d_robust_z<=0.86177218),5,5,regime,open_interest|path_structure|perp_tradeability|residual,,open_interest|path_structure|perp_tradeability|residual
(*)|(dist_local_swing<=0.00029000174&dist_prior_day_high>0.019429887&dist_prior_day_low<=0.063677013)|(*),3,3,location,,context,context
(*)|(dist_local_swing>0.00029000174&dist_prior_day_high>0.019429887&dist_prior_day_low<=0.025102179)|(donchian_zone_1d_atr>-0.15431012),4,4,location|regime,perp_tradeability,context,context|perp_tradeability
(*)|(*)|(mark_vs_perp_bps<=-1.1390103&ob_pressure_mkt_resid>-0.0014901161&price_rv_7d_robust_z>0.62995261),3,3,regime,open_interest|perp_tradeability|residual,,open_interest|perp_tradeability|residual
(*)|(dist_ma100_atr<=-0.0063082967)|(asset_funding_rate_mean_7d<=-0.00000050703278&mark_vs_perp_bps>-1.1390103),3,3,location|regime,perp_tradeability,context,context|perp_tradeability
(*)|(*)|(dist_funding_pressure_price_96h_atr>1.8569186&dist_oiw_signed_delta_12h_atr<=0.42866948&mark_perp_dislocation<=0.00010624051),3,3,regime,perp_tradeability,,perp_tradeability
(*)|(*)|(log_oi_to_volume_1d<=40.975201&mark_perp_dislocation>0.00010624051&price_trend_15d_vol_norm>-0.087919295&rvol_z_peer_resid<=-0.49606818),4,4,regime,open_interest|perp_tradeability|residual,,open_interest|perp_tradeability|residual
(*)|(dist_local_swing<=0.0046999604)|(dist_oiw_z_delta_96h_atr<=-1.3999473&mark_vs_perp_bps>-0.40166184),3,3,location|regime,perp_tradeability,context,context|perp_tradeability
(*)|(*)|(mark_vs_perp_bps<=0.27743354&price_rv_7d_robust_z<=-0.28445277&price_trend_7d_vol_norm>-0.10680627),3,3,regime,open_interest|perp_tradeability,,open_interest|perp_tradeability
