families_combo,count
context|open_interest|perp_tradeability,135
context|perp_tradeability,128
context|open_interest,128
open_interest|perp_tradeability,81
open_interest,79
context|perp_tradeability|residual,71
context|open_interest|path_structure,62
open_interest|path_structure,61
context,59
context|path_structure|perp_tradeability,57
context|open_interest|perp_tradeability|residual,56
context|open_interest|path_structure|perp_tradeability,52
perp_tradeability|residual,49
open_interest|perp_tradeability|residual,46
compression|context|open_interest,46
open_interest|path_structure|perp_tradeability,43
compression|context|perp_tradeability,42
context|path_structure,41
context|open_interest|residual,38
perp_tradeability,38
compression|open_interest,34
open_interest|residual,33
path_structure|perp_tradeability,32
compression|context|open_interest|perp_tradeability,31
context|open_interest|volatility_term_structure,26
compression|open_interest|perp_tradeability,26
compression|context,25
open_interest|volatility_term_structure,24
context|residual,22
context|funding|open_interest|perp_tradeability,20
open_interest|path_structure|residual,20
context|funding,18
context|funding|open_interest,18
context|open_interest|perp_tradeability|volatility_term_structure,18
context|funding|perp_tradeability,16
context|momentum|open_interest|perp_tradeability,15
context|perp_tradeability|volatility_term_structure,15
funding|open_interest,15
funding|perp_tradeability,15
open_interest|path_structure|perp_tradeability|residual,15
open_interest|perp_tradeability|volatility_term_structure,15
asset_state|perp_tradeability,14
compression|context|open_interest|path_structure,14
compression|context|path_structure,14
momentum|open_interest|perp_tradeability,14
context|open_interest|open_interest_location,14
open_interest|open_interest_location,14
asset_state|open_interest|perp_tradeability,14
compression|context|path_structure|perp_tradeability,13
context|funding|path_structure,13
context|path_structure|perp_tradeability|residual,13
context|open_interest|path_structure|residual,13
compression|open_interest|path_structure,12
funding|open_interest|perp_tradeability,12
volatility_term_structure,12
asset_state|context|open_interest|perp_tradeability,12
context|momentum|open_interest,12
context|volatility_term_structure,12
context|path_structure|residual,12
context|liquidity|perp_tradeability,12
momentum|open_interest,12
context|open_interest|trend,11
context|open_interest_location|perp_tradeability,11
funding|open_interest|path_structure,11
liquidity|open_interest,11
liquidity|open_interest|perp_tradeability,11
context|open_interest|path_structure|volatility_term_structure,10
momentum|open_interest|perp_tradeability|residual,10
path_structure|residual,10
context|open_interest|path_structure|perp_tradeability|volatility_term_structure,10
context|perp_tradeability|trend,10
path_structure|perp_tradeability|residual,10
open_interest|path_structure|volatility_term_structure,10
context|liquidity|open_interest,10
compression|context|perp_tradeability|residual,9
open_interest|open_interest_location|perp_tradeability,9
compression|context|residual,9
compression|open_interest|path_structure|perp_tradeability,9
funding|path_structure,9
open_interest|perp_tradeability|trend,9
perp_tradeability|trend,9
context|open_interest_location|path_structure|perp_tradeability,8
funding,8
crowding|open_interest,8
open_interest|trend,8
context|open_interest|open_interest_location|path_structure,8
context|momentum|perp_tradeability,8
context|funding|path_structure|perp_tradeability,8
compression|context|open_interest|residual,8
path_structure,8
momentum|open_interest|path_structure,8
context|open_interest|open_interest_location|perp_tradeability,8
compression|open_interest|residual,7
context|liquidity|path_structure|perp_tradeability,7
context|liquidity|open_interest|perp_tradeability,7
open_interest|open_interest_location|path_structure|perp_tradeability,7
momentum|path_structure,7
compression|perp_tradeability|residual,7
asset_state|context|open_interest,7
context|perp_tradeability|residual|volatility_term_structure,7
context|funding|open_interest|path_structure,7
context|momentum|residual,7
context|path_structure|perp_tradeability|volatility_term_structure,7
context|funding|open_interest|perp_tradeability|residual,7
context|open_interest_location,7
path_structure|perp_tradeability|volatility_term_structure,7
context|orderbook|path_structure,7
context|crowding|open_interest,7
funding|residual,7
context|orderbook|perp_tradeability,6
path_structure|volatility_term_structure,6
context|residual|volatility_term_structure,6
asset_state|context,6
crowding|open_interest|residual,6
compression|context|open_interest|open_interest_location,6
compression|open_interest|perp_tradeability|residual,6
context|funding|open_interest|open_interest_location,6
funding|open_interest|path_structure|perp_tradeability,6
momentum|perp_tradeability,6
open_interest|open_interest_location|path_structure,6
residual,6
context|open_interest|perp_tradeability|trend,6
context|liquidity|open_interest|path_structure,6
context|path_structure|volatility,6
asset_state|perp_tradeability|residual,6
funding|perp_tradeability|residual,6
compression|context|perp_tradeability|trend,6
compression|funding|open_interest,6
context|funding|open_interest_location|residual,6
context|path_structure|perp_tradeability|trend,6
asset_state|compression,6
compression|context|trend,6
context|trend,6
liquidity|perp_tradeability,6
context|momentum|open_interest|path_structure,5
context|open_interest|orderbook|perp_tradeability,5
compression|context|liquidity,5
compression|residual,5
open_interest|open_interest_location|residual,5
perp_tradeability|volatility_term_structure,5
liquidity|perp_tradeability|residual,5
open_interest|path_structure|perp_tradeability|volatility_term_structure,5
compression|context|momentum|open_interest,5
compression|open_interest|trend,5
funding|path_structure|perp_tradeability|residual,5
context|open_interest|open_interest_location|volatility_term_structure,5
context|open_interest|path_structure|perp_tradeability|residual,5
liquidity|open_interest|volatility_term_structure,5
asset_state|path_structure|perp_tradeability,5
context|funding|volatility_term_structure,5
crowding|open_interest|path_structure,5
funding|path_structure|perp_tradeability,5
context|path_structure|perp_tradeability|volatility,5
context|open_interest|open_interest_location|path_structure|perp_tradeability,5
compression|funding|perp_tradeability,5
context|momentum|open_interest|residual,5
momentum|perp_tradeability|residual,5
compression|context|funding|open_interest|path_structure,5
context|open_interest|volatility,5
context|crowding|perp_tradeability,5
open_interest|perp_tradeability|residual|volatility_term_structure,5
asset_state|open_interest,5
context|open_interest|open_interest_location|residual,5
compression|perp_tradeability,5
open_interest|path_structure|trend,5
asset_state|context|perp_tradeability,5
context|open_interest_location|residual,5
context|momentum|open_interest|open_interest_location,5
context|liquidity,5
open_interest|perp_tradeability|volatility,5
context|liquidity|path_structure,5
context|open_interest|orderbook,5
asset_state|context|path_structure|perp_tradeability,5
liquidity|open_interest|path_structure,5
context|momentum|path_structure,5
liquidity,4
funding|open_interest|open_interest_location,4
open_interest|orderbook,4
compression|liquidity|open_interest,4
funding|liquidity|open_interest,4
funding|momentum|perp_tradeability,4
context|funding|perp_tradeability|volatility,4
open_interest|residual|trend,4
liquidity|open_interest|path_structure|residual,4
context|open_interest_location|path_structure,4
context|perp_tradeability|volatility,4
compression|open_interest|path_structure|residual,4
path_structure|residual|volatility_term_structure,4
context|funding|open_interest|volatility_term_structure,4
context|crowding|funding,4
context|open_interest_location|perp_tradeability|residual,4
open_interest|trend|volatility_term_structure,4
open_interest|open_interest_location|perp_tradeability|residual,4
compression|context|funding,4
context|liquidity|open_interest|path_structure|perp_tradeability,4
compression|momentum|perp_tradeability|residual,4
compression|context|open_interest_location,4
context|open_interest|residual|trend,4
liquidity|open_interest|residual|trend|volatility_term_structure,4
context|funding|liquidity,4
context|funding|perp_tradeability|residual,4
liquidity|path_structure,4
context|liquidity|open_interest|residual,4
compression|context|open_interest|path_structure|perp_tradeability,4
compression|context|orderbook|perp_tradeability,4
momentum|path_structure|perp_tradeability,4
compression,4
context|crowding|funding|open_interest,4
compression|path_structure|perp_tradeability|residual,4
asset_state|open_interest|path_structure,4
compression|context|open_interest|trend,4
crowding,4
context|crowding|open_interest|perp_tradeability,4
compression|context|open_interest|volatility_term_structure,4
orderbook|perp_tradeability,4
context|momentum,4
asset_state|compression|context|perp_tradeability,4
context|liquidity|volatility_term_structure,4
context|path_structure|trend,4
compression|context|funding|open_interest,4
funding|open_interest|open_interest_location|residual,4
context|funding|open_interest|residual,4
compression|crowding|open_interest|perp_tradeability,3
context|open_interest|path_structure|trend,3
funding|open_interest_location|perp_tradeability,3
context|funding|trend,3
compression|context|funding|open_interest|open_interest_location|trend,3
compression|context|path_structure|trend,3
liquidity|residual,3
liquidity|open_interest|path_structure|perp_tradeability,3
compression|context|momentum|path_structure,3
context|crowding|open_interest|open_interest_location,3
funding|volatility_term_structure,3
compression|path_structure,3
