fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,0.31112754,0.24930786,1.012070256365405e-05,0.31097953021526337,0.9339389324188244
1,0.30368668,0.2502302,1.0353147990826983e-05,0.30165934562683105,0.9627474087476731
2,0.3021092,0.24716815,1.023340169012954e-05,0.29978352785110474,1.0
