feature_a,feature_b,lift,final_pair_score
amihud_z,dir_path_short_2h,11.34695887712386,11.34695887712386
ffd_amihud_06,press_24,10.242686606322971,10.242686606322971
dist_from_low_vol,dir_path_short_2h,8.708670559388565,8.708670559388565
dist_from_low_vol,ll_count_24,7.979457646238107,7.979457646238107
vol_scale,ret120h,7.605466428995841,7.605466428995841
dist_from_low_event_12h,kf_innov_var,7.418203311453221,7.418203311453221
t_be_proxy,sv_imb_12,7.3111700616516115,7.3111700616516115
climax_decay,ffd_amihud_06,6.903603940640978,6.903603940640978
accept_gt66,ll_count_24,6.186390617192351,6.186390617192351
accept_gt66,sv_imb_12,6.170083214938096,6.170083214938096
dist_from_low_vol,mae_4h,6.064177063965452,6.064177063965452
ffd_amihud_06,dist_from_low_event_12h,5.79014334723856,5.79014334723856
up_down_semivol_ratio_tanh,trend_overextension_z,5.1837901751566635,5.1837901751566635
bars_in_high_vol_state_log_norm,sv_imb_12,5.107337650174759,5.107337650174759
ffd_amihud_06,vol_regime_z,4.999276725010849,4.999276725010849
grind_score,ll_count_24,4.958561265935717,4.958561265935717
mkt_rv_ratio,trend_overextension_z,4.925880784907009,4.925880784907009
range_norm_24,dir_path_short_2h,4.825741619011034,4.825741619011034
trend_overextension_z,dir_path_short_2h,4.772107048330576,4.772107048330576
ffd_amihud_06,sv_imb_12,4.684926493015311,4.684926493015311
vol_regime_z,sv_imb_12,4.607412157759183,4.607412157759183
grind_score,dist_from_low_120h,4.552118553155312,4.552118553155312
grind_score,sv_imb_12,4.523641462231762,4.523641462231762
z_vwap_24,ffd_dist_ema_fast_04,4.5176074677087685,4.5176074677087685
ffd_vol_price_corr_10h_06,mr_soft,4.395802523722953,4.395802523722953
ffd_amihud_06,kf_innov_var,4.393796701817732,4.393796701817732
dir_path_long_2h,vol_regime_z,4.331845620281003,4.331845620281003
z_vwap_24,mae_4h,4.309636085998081,4.309636085998081
body_ratio_15m,dist_from_low_vol,4.240830083238432,4.240830083238432
kf_state_uncertainty,mae_4h,4.205181698030327,4.205181698030327
bars_in_high_vol_state_log_norm,t_be_proxy,4.178913380833358,4.178913380833358
vol_scale,up_down_semivol_ratio_tanh,4.170674264913889,4.170674264913889
body_ratio_15m,rv_120h,4.168807386743144,4.168807386743144
ffd_amihud_06,body_ratio_15m,4.155377783477884,4.155377783477884
z_vwap_24,grind_score,4.141420083534326,4.141420083534326
asset_vol_level,tf_tape,4.100035453968888,4.100035453968888
ffd_amihud_06,dist_from_low_120h,4.057148507819005,4.057148507819005
vol_scale,mae_4h,4.042711410849053,4.042711410849053
accept_gt66,dist_from_low_vol,4.029304029304029,4.029304029304029
t_be_proxy,mr_soft,4.009481748390622,4.009481748390622
mae_4h,mr_soft,3.969403828170135,3.969403828170135
impact_24,trend_overextension_z,3.9491521920125807,3.9491521920125807
ffd_amihud_06,range_norm_24,3.9398985258104906,3.9398985258104906
down_up_vol_ratio_24,trap_quality,3.938370818813241,3.938370818813241
vol_z_30_calm,ffd_amihud_06,3.9234380240298643,3.9234380240298643
ffd_vol_price_corr_10h_06,mae_4h,3.9134037051150976,3.9134037051150976
kf_vol_ratio_mean,mr_soft,3.9108639704266697,3.9108639704266697
body_ratio_15m,ll_count_24,3.8810904767659613,3.8810904767659613
