feature_a,feature_b,lift,final_pair_score
trail_act_pct,down_up_vol_ratio_24,5.756968258695165,5.756968258695165
higher_highs_count_48h,down_up_vol_ratio_24,5.599783890832266,5.599783890832266
rv_24h,down_up_vol_ratio_24,5.527666202567899,5.527666202567899
rv_48h,trail_act_pct,5.484006003005673,5.484006003005673
kf_state_uncertainty,down_up_vol_ratio_24,4.96942069839936,4.96942069839936
vw_breakout,mfe_8h,4.796808184453022,4.796808184453022
rv_48h,down_up_vol_ratio_24,4.381081660034425,4.381081660034425
climax_decay,rv_120h,3.7827975226787958,3.7827975226787958
ffd_amihud_04,clv_mean_4,3.7164836781208965,3.7164836781208965
higher_highs_count_48h,climax_decay,3.565679273305266,3.565679273305266
mfe_8h,down_up_vol_ratio_24,3.4815487753813024,3.4815487753813024
bars_in_high_vol_state_log_norm,shock_12h,3.4308676141470134,3.4308676141470134
pullback_48,vw_breakout,3.369262790623533,3.369262790623533
bars_in_high_vol_state_log_norm,sv_imb_24,3.334160078189678,3.334160078189678
pullback_48,higher_highs_count_48h,3.2483052343799828,3.2483052343799828
sv_imb_24,dir_path_short_2h,3.0837896013027013,3.0837896013027013
pullback_48,ffd_cvar_5pct_06,3.0773856915890243,3.0773856915890243
climax_decay,down_up_vol_ratio_24,3.0119307123447867,3.0119307123447867
rsi_z_x_regime_vol,dir_path_short_2h,3.005326392076293,3.005326392076293
pullback_48,shock_12h,2.969408034737759,2.969408034737759
dir_path_short_2h,down_up_vol_ratio_24,2.9512770454119663,2.9512770454119663
ffd_amihud_04,down_up_vol_ratio_24,2.918647342995169,2.918647342995169
complexity_regime_24h,climax_decay,2.80740133078115,2.80740133078115
vol_regime_z,rv_48h,2.7973429471914932,2.7973429471914932
liq_score,rv_48h,2.728619068256263,2.728619068256263
hh_count_24,dist_from_high_vol,2.6956483343613016,2.6956483343613016
liq_score,dir_path_short_2h,2.694211879125293,2.694211879125293
ffd_cvar_5pct_06,higher_highs_count_48h,2.685723803708074,2.685723803708074
kf_state_uncertainty,mfe_8h,2.679611903732243,2.679611903732243
vol_regime_z,vol_price_diverge,3.3429349344980537,2.6743479475984433
liq_score,dist_from_high_120h,2.618355713998095,2.618355713998095
pullback_48,clv_mean_4,2.583971394156326,2.583971394156326
pullback_48,climax_decay,2.5787147553099863,2.5787147553099863
mfe_8h,trail_act_pct,2.578671677434209,2.578671677434209
vol_regime_z,ffd_amihud_04,2.559143955106557,2.559143955106557
ffd_amihud_04,dist_from_high_vol,2.555235730927042,2.555235730927042
ffd_cvar_5pct_06,rv_48h,2.554147990531767,2.554147990531767
complexity_regime_24h,down_up_vol_ratio_24,2.5424305909752007,2.5424305909752007
rsi_z_x_regime_vol,trail_act_pct,2.53355018283685,2.53355018283685
ffd_cvar_5pct_06,ret120h,2.475601979491103,2.475601979491103
dist_from_high_120h,trapped_longs_96,2.4712936791719646,2.4712936791719646
liq_score,vw_breakout,2.46607516784698,2.46607516784698
vol_regime_z,rv_120h,2.4655992125926236,2.4655992125926236
liq_score,dist_from_high_vol,2.45112138698978,2.45112138698978
dist_from_low_vol,vw_breakout,2.440339971912515,2.440339971912515
rv_24h,trail_act_pct,2.423399624001045,2.423399624001045
dist_from_high_vol,rv_24h,2.4209934745243693,2.4209934745243693
hh_count_24,trapped_longs_96,2.38127144198071,2.38127144198071
