feature_name,group,regime_family,interaction_group
dlog_vol_5h,regime,unknown,regime:unknown
dn_vol,regime,unknown,regime:unknown
dn_vol_6,regime,unknown,regime:unknown
donch_dist_12,regime,unknown,regime:unknown
donch_dist_120,regime,unknown,regime:unknown
donch_dist_48,regime,unknown,regime:unknown
donch_dist_72,regime,unknown,regime:unknown
donch_dist_8,regime,unknown,regime:unknown
down_up_vol_ratio_24,regime,unknown,regime:unknown
downside_semivariance_24,regime,unknown,regime:unknown
draw_extreme_10h,regime,unknown,regime:unknown
draw_sym_10h,regime,unknown,regime:unknown
dv_z,regime,unknown,regime:unknown
efficiency,regime,unknown,regime:unknown
efficiency_ratio_20,regime,path_structure,regime:path_structure
ema20_slope_5h,regime,trend,regime:trend
ema50_slope,regime,trend,regime:trend
ema_slope_norm,regime,trend,regime:trend
entropy_jump_24h,regime,unknown,regime:unknown
entry_quality_composite,regime,unknown,regime:unknown
evr6_x_volz,regime,unknown,regime:unknown
evr_6,regime,unknown,regime:unknown
evr_slope,regime,unknown,regime:unknown
excess_12h,regime,unknown,regime:unknown
excess_6h,regime,unknown,regime:unknown
excess_coh,regime,unknown,regime:unknown
exh_qual,regime,unknown,regime:unknown
ext_atrExp,regime,unknown,regime:unknown
ext_excess,regime,unknown,regime:unknown
ffd_accel_06,regime,unknown,regime:unknown
ffd_amihud_04,regime,unknown,regime:unknown
ffd_amihud_06,regime,unknown,regime:unknown
ffd_atr_expansion_06,regime,unknown,regime:unknown
ffd_cvar_5pct_06,regime,unknown,regime:unknown
ffd_d1_05,regime,unknown,regime:unknown
ffd_d4_05,regime,unknown,regime:unknown
ffd_diff_1_04,regime,unknown,regime:unknown
ffd_diff_1_05,regime,unknown,regime:unknown
ffd_diff_1_06,regime,unknown,regime:unknown
ffd_diff_2_04,regime,unknown,regime:unknown
ffd_diff_2_05,regime,unknown,regime:unknown
ffd_diff_2_06,regime,unknown,regime:unknown
ffd_diff_4_04,regime,unknown,regime:unknown
ffd_diff_4_05,regime,unknown,regime:unknown
ffd_diff_4_06,regime,unknown,regime:unknown
ffd_diff_8_04,regime,unknown,regime:unknown
ffd_diff_8_05,regime,unknown,regime:unknown
ffd_diff_8_06,regime,unknown,regime:unknown
ffd_dist_ema_fast_04,regime,unknown,regime:unknown
ffd_dist_ema_slow_04,regime,unknown,regime:unknown
ffd_donch_dist_04_12,regime,unknown,regime:unknown
ffd_donch_dist_04_24,regime,unknown,regime:unknown
ffd_donch_dist_04_48,regime,unknown,regime:unknown
ffd_donch_dist_06_12,regime,unknown,regime:unknown
ffd_donch_dist_06_24,regime,unknown,regime:unknown
ffd_donch_dist_06_48,regime,unknown,regime:unknown
ffd_ema_spread_04,regime,unknown,regime:unknown
ffd_ema_spread_05,regime,unknown,regime:unknown
ffd_ema_spread_06,regime,unknown,regime:unknown
ffd_mr_z_04,regime,unknown,regime:unknown
ffd_mr_z_05,regime,unknown,regime:unknown
ffd_mr_z_06,regime,unknown,regime:unknown
ffd_range_24_04,regime,unknown,regime:unknown
ffd_range_24_05,regime,unknown,regime:unknown
ffd_range_24_06,regime,unknown,regime:unknown
ffd_rv_12_04,regime,unknown,regime:unknown
ffd_rv_12_05,regime,unknown,regime:unknown
ffd_rv_12_06,regime,unknown,regime:unknown
ffd_rv_24_04,regime,unknown,regime:unknown
ffd_rv_24_05,regime,unknown,regime:unknown
ffd_rv_24_06,regime,unknown,regime:unknown
ffd_rv_24h_04,regime,unknown,regime:unknown
ffd_rv_24h_06,regime,unknown,regime:unknown
ffd_rv_2h_04,regime,unknown,regime:unknown
ffd_rv_2h_06,regime,unknown,regime:unknown
ffd_rv_6h_04,regime,unknown,regime:unknown
ffd_rv_6h_06,regime,unknown,regime:unknown
ffd_strength_04,regime,unknown,regime:unknown
ffd_strength_05,regime,unknown,regime:unknown
ffd_strength_06,regime,unknown,regime:unknown
ffd_vol_price_corr_10h_04,regime,unknown,regime:unknown
ffd_vol_price_corr_10h_06,regime,unknown,regime:unknown
ffd_vol_range_shock_04,regime,unknown,regime:unknown
ffd_vol_range_shock_06,regime,unknown,regime:unknown
ffd_z_06,regime,unknown,regime:unknown
ffd_z_24_04,regime,unknown,regime:unknown
ffd_z_24_05,regime,unknown,regime:unknown
ffd_z_24_06,regime,unknown,regime:unknown
flow_persistence,regime,unknown,regime:unknown
flow_ratio,regime,unknown,regime:unknown
ft_2,regime,unknown,regime:unknown
ft_4,regime,unknown,regime:unknown
ft_8,regime,unknown,regime:unknown
ft_drop,regime,unknown,regime:unknown
ft_drop_8,regime,unknown,regime:unknown
funding_proxy,regime,unknown,regime:unknown
fvg,regime,unknown,regime:unknown
gap_pct,regime,unknown,regime:unknown
giveback,regime,unknown,regime:unknown
giveback_vol_units,regime,unknown,regime:unknown
grind_score,regime,unknown,regime:unknown
hh_count_12,regime,unknown,regime:unknown
hh_count_24,regime,unknown,regime:unknown
higher_highs_count_48h,regime,unknown,regime:unknown
hour_vol_ratio,regime,unknown,regime:unknown
hurst_proxy_x_regime_trend_48h,regime,unknown,regime:unknown
impact_12,regime,unknown,regime:unknown
impact_24,regime,unknown,regime:unknown
impact_z,regime,unknown,regime:unknown
impulse,regime,unknown,regime:unknown
impulse_ratio_24,regime,unknown,regime:unknown
impulse_reversal,regime,unknown,regime:unknown
impulse_reversal_short,regime,unknown,regime:unknown
innovation_z_x_zr_1h,regime,unknown,regime:unknown
innovation_z_x_zr_3h,regime,unknown,regime:unknown
is_high_vol_regime,regime,unknown,regime:unknown
is_low_vol_regime,regime,unknown,regime:unknown
is_ranging,regime,unknown,regime:unknown
is_trending,regime,unknown,regime:unknown
jump_intensity,regime,unknown,regime:unknown
jump_rate_10h,regime,unknown,regime:unknown
kalman_gain_1h,regime,unknown,regime:unknown
kalman_price,regime,unknown,regime:unknown
ker_10,regime,unknown,regime:unknown
ker_16,regime,unknown,regime:unknown
ker_24,regime,unknown,regime:unknown
kf_atr_mean,regime,unknown,regime:unknown
kf_innov_var,regime,unknown,regime:unknown
kf_ret1h_mean,regime,unknown,regime:unknown
kf_score_mean,regime,unknown,regime:unknown
kf_score_rm24_mean,regime,unknown,regime:unknown
kf_snr_est,regime,unknown,regime:unknown
kf_state_uncertainty,regime,unknown,regime:unknown
kf_vol_ratio_mean,regime,unknown,regime:unknown
liq_low,regime,unknown,regime:unknown
liq_regime,regime,unknown,regime:unknown
liq_score,regime,unknown,regime:unknown
liq_state,regime,unknown,regime:unknown
liquidity_ratio,regime,unknown,regime:unknown
ll_count_12,regime,unknown,regime:unknown
ll_count_24,regime,unknown,regime:unknown
log_volume_state_1h,regime,unknown,regime:unknown
lr_12h,regime,unknown,regime:unknown
lr_1h,regime,unknown,regime:unknown
lr_24h,regime,unknown,regime:unknown
lr_2h,regime,unknown,regime:unknown
lr_4h,regime,unknown,regime:unknown
lr_6h,regime,unknown,regime:unknown
mkt_rv_ratio,regime,unknown,regime:unknown
momentum_accel,regime,unknown,regime:unknown
move_magnitude_z,regime,unknown,regime:unknown
mr_climax,regime,unknown,regime:unknown
mr_failure,regime,unknown,regime:unknown
mr_pct,regime,unknown,regime:unknown
mr_potential,regime,unknown,regime:unknown
mr_soft,regime,unknown,regime:unknown
mr_tape,regime,unknown,regime:unknown
mtf_divergence_x_regime_vol_12h,regime,unknown,regime:unknown
overext,regime,unknown,regime:unknown
overext_weak,regime,unknown,regime:unknown
path_efficiency_12,regime,unknown,regime:unknown
pb_accel,regime,unknown,regime:unknown
pct_breakout_t,regime,unknown,regime:unknown
pct_extreme,regime,unknown,regime:unknown
perm_entropy_ret_12,regime,unknown,regime:unknown
perm_entropy_ret_24,regime,unknown,regime:unknown
pers_12,regime,unknown,regime:unknown
pers_24,regime,unknown,regime:unknown
pl_vol_units,regime,unknown,regime:unknown
predicted_vol_6h,regime,unknown,regime:unknown
press_12,regime,unknown,regime:unknown
press_24,regime,unknown,regime:unknown
price_innovation_z,regime,unknown,regime:unknown
price_minus_state_z,regime,unknown,regime:unknown
price_slope_x_volume_surprise,regime,unknown,regime:unknown
price_state_slope_1h,regime,unknown,regime:unknown
price_state_slope_ratio_1h_6h,regime,unknown,regime:unknown
prior_range,regime,context,regime:context
prior_volatility,regime,context,regime:context
prog_def,regime,unknown,regime:unknown
prog_eff_12,regime,unknown,regime:unknown
prog_eff_24,regime,unknown,regime:unknown
progress,regime,unknown,regime:unknown
pullback_120,regime,unknown,regime:unknown
pullback_2,regime,unknown,regime:unknown
pullback_4,regime,unknown,regime:unknown
pullback_48,regime,unknown,regime:unknown
pullback_72,regime,unknown,regime:unknown
pullback_8,regime,unknown,regime:unknown
qv,regime,unknown,regime:unknown
range_12h_pct,regime,unknown,regime:unknown
range_16h_pct,regime,unknown,regime:unknown
range_24h_pct,regime,compression,regime:compression
range_expansion_ratio,regime,volatility_term_structure,regime:volatility_term_structure
range_norm_12,regime,unknown,regime:unknown
range_norm_24,regime,unknown,regime:unknown
range_pct,regime,unknown,regime:unknown
realized_vol_minus_vol_state,regime,unknown,regime:unknown
realized_volatility_24h,regime,volatility,regime:volatility
regime_liquidity_score,regime,unknown,regime:unknown
regime_stability_24h,regime,unknown,regime:unknown
regime_transition_entropy_12h,regime,unknown,regime:unknown
regime_transition_entropy_48h,regime,unknown,regime:unknown
regime_trend_score,regime,unknown,regime:unknown
regime_vol_score,regime,unknown,regime:unknown
rejection_proxy,regime,unknown,regime:unknown
resid_ret_6h,regime,unknown,regime:unknown
resid_strength,regime,unknown,regime:unknown
ret10h,regime,unknown,regime:unknown
ret120h,regime,unknown,regime:unknown
ret12h,regime,unknown,regime:unknown
ret16h,regime,unknown,regime:unknown
ret1h,regime,unknown,regime:unknown
ret1h_z,regime,unknown,regime:unknown
ret20h,regime,unknown,regime:unknown
ret24h,regime,unknown,regime:unknown
ret28h,regime,unknown,regime:unknown
ret2h,regime,unknown,regime:unknown
ret3h,regime,unknown,regime:unknown
ret48h,regime,unknown,regime:unknown
ret4h,regime,unknown,regime:unknown
ret5h,regime,unknown,regime:unknown
ret6h,regime,unknown,regime:unknown
ret72h,regime,unknown,regime:unknown
ret8h,regime,unknown,regime:unknown
retest_quality,regime,unknown,regime:unknown
retrace_12,regime,unknown,regime:unknown
return_autocorr_48,regime,momentum,regime:momentum
reversion_target_distance,regime,unknown,regime:unknown
rng_z,regime,unknown,regime:unknown
roc_div,regime,unknown,regime:unknown
rolling_range_20,regime,compression,regime:compression
rolling_std(price_innovation),regime,unknown,regime:unknown
rsi,regime,unknown,regime:unknown
rsi_1h_slope,regime,unknown,regime:unknown
rsi_base,regime,unknown,regime:unknown
rsi_lag1,regime,unknown,regime:unknown
rsi_slope,regime,unknown,regime:unknown
rsi_slope_base,regime,unknown,regime:unknown
rsi_x_high_vol,regime,unknown,regime:unknown
rsi_z_x_regime_vol,regime,unknown,regime:unknown
rv_120h,regime,unknown,regime:unknown
rv_12h,regime,unknown,regime:unknown
rv_24h,regime,volatility,regime:volatility
rv_2h,regime,unknown,regime:unknown
rv_48h,regime,unknown,regime:unknown
rv_4h,regime,unknown,regime:unknown
rv_6h,regime,unknown,regime:unknown
rv_8h,regime,unknown,regime:unknown
rv_ratio_24_120,regime,unknown,regime:unknown
rv_ratio_6_24,regime,unknown,regime:unknown
rvol_hod_base,regime,unknown,regime:unknown
rvol_z,regime,unknown,regime:unknown
seasonality_strength,regime,unknown,regime:unknown
second_leg_accel_1h,regime,unknown,regime:unknown
second_leg_accel_2h,regime,unknown,regime:unknown
second_leg_accel_vol_1h,regime,unknown,regime:unknown
second_leg_accel_vol_2h,regime,unknown,regime:unknown
session_progress,regime,unknown,regime:unknown
shannon_entropy_ret_16,regime,unknown,regime:unknown
shannon_entropy_ret_8,regime,unknown,regime:unknown
shock_12h,regime,unknown,regime:unknown
shock_decay,regime,unknown,regime:unknown
shock_rel,regime,unknown,regime:unknown
shock_vol_ratio,regime,unknown,regime:unknown
signed_max_bar_ret_5h,regime,unknown,regime:unknown
signed_vol,regime,unknown,regime:unknown
slope,regime,unknown,regime:unknown
spectral_entropy_ret_24,regime,path_structure,regime:path_structure
spectral_entropy_ret_48,regime,unknown,regime:unknown
speed,regime,unknown,regime:unknown
spike_score,regime,unknown,regime:unknown
stage_blowoff,regime,unknown,regime:unknown
stall,regime,unknown,regime:unknown
stall_ext,regime,unknown,regime:unknown
stall_ext_corr,regime,unknown,regime:unknown
stall_x_flow,regime,unknown,regime:unknown
state_uncertainty_1h,regime,unknown,regime:unknown
sv_imb_12,regime,unknown,regime:unknown
sv_imb_24,regime,unknown,regime:unknown
t_be_proxy,regime,unknown,regime:unknown
t_pl_proxy,regime,unknown,regime:unknown
t_trail_proxy,regime,unknown,regime:unknown
tail_against,regime,unknown,regime:unknown
tail_fail,regime,unknown,regime:unknown
tail_score,regime,unknown,regime:unknown
tf_bias,regime,unknown,regime:unknown
thrust_decay_4,regime,unknown,regime:unknown
thrust_decay_8,regime,unknown,regime:unknown
time_since_event_extreme_12h,regime,unknown,regime:unknown
time_since_peak_12h,regime,unknown,regime:unknown
time_since_trough_12h,regime,unknown,regime:unknown
trail_act_pct,regime,unknown,regime:unknown
trap_quality,regime,unknown,regime:unknown
trap_strength,regime,unknown,regime:unknown
trapped_longs_12,regime,unknown,regime:unknown
trapped_longs_24,regime,unknown,regime:unknown
trapped_longs_96,regime,unknown,regime:unknown
trend_accel_120h,regime,unknown,regime:unknown
trend_acceleration,regime,trend,regime:trend
trend_age_hours,regime,unknown,regime:unknown
trend_alignment_1_3_6,regime,unknown,regime:unknown
trend_alignment_3_6_12,regime,unknown,regime:unknown
trend_alignment_6_12_24,regime,unknown,regime:unknown
trend_dispersion_1_3_6,regime,unknown,regime:unknown
trend_dispersion_3_6_12,regime,unknown,regime:unknown
trend_overextension_z,regime,unknown,regime:unknown
trend_pct_base,regime,unknown,regime:unknown
trend_regime_stability,regime,unknown,regime:unknown
trend_regime_switch_12h,regime,unknown,regime:unknown
trend_retest_success_rate,regime,unknown,regime:unknown
trend_slope_120h,regime,unknown,regime:unknown
trend_slope_48h,regime,unknown,regime:unknown
trend_snr,regime,unknown,regime:unknown
trend_stack_3_6_12,regime,unknown,regime:unknown
trend_stack_6_12_24,regime,unknown,regime:unknown
trend_strength_vs_reversion,regime,unknown,regime:unknown
trend_t,regime,unknown,regime:unknown
trend_z_t,regime,unknown,regime:unknown
true_range_percentile,regime,volatility,regime:volatility
ts_12,regime,unknown,regime:unknown
ts_24,regime,unknown,regime:unknown
up_vol,regime,unknown,regime:unknown
up_vol_6,regime,unknown,regime:unknown
upside_semivariance_24,regime,unknown,regime:unknown
upside_semivariance_8,regime,unknown,regime:unknown
v_power,regime,unknown,regime:unknown
variance_ratio_10_48,regime,volatility,regime:volatility
vol_asym,regime,unknown,regime:unknown
vol_asym_6,regime,unknown,regime:unknown
vol_compression,regime,unknown,regime:unknown
vol_concentration_12,regime,unknown,regime:unknown
vol_exhaust,regime,unknown,regime:unknown
vol_expansion_ratio,regime,unknown,regime:unknown
vol_high,regime,unknown,regime:unknown
vol_low,regime,unknown,regime:unknown
vol_price_div,regime,unknown,regime:unknown
vol_price_diverge,regime,unknown,regime:unknown
vol_price_spread,regime,unknown,regime:unknown
vol_range_shock,regime,unknown,regime:unknown
vol_regime_ratio,regime,unknown,regime:unknown
vol_regime_shift,regime,unknown,regime:unknown
vol_regime_switch_12h,regime,unknown,regime:unknown
vol_regime_transition,regime,unknown,regime:unknown
vol_regime_z,regime,unknown,regime:unknown
vol_scale,regime,unknown,regime:unknown
vol_shock_asym_4_12,regime,unknown,regime:unknown
vol_shock_asym_4_212,regime,unknown,regime:unknown
vol_shock_asym_8_24,regime,unknown,regime:unknown
vol_state,regime,unknown,regime:unknown
vol_state_slope_1h,regime,unknown,regime:unknown
vol_state_x_volume_state,regime,unknown,regime:unknown
vol_z,regime,unknown,regime:unknown
vol_z24,regime,unknown,regime:unknown
vol_z24_base,regime,unknown,regime:unknown
vol_z_30_calm,regime,unknown,regime:unknown
vol_z_4h,regime,unknown,regime:unknown
vol_z_base,regime,unknown,regime:unknown
vol_z_x_low_vol,regime,unknown,regime:unknown
vol_z_x_regime_trend,regime,unknown,regime:unknown
vol_z_x_trend_t,regime,unknown,regime:unknown
volatility_ratio_short_long,regime,volatility,regime:volatility
volatility_zscore,regime,unknown,regime:unknown
volu_z,regime,unknown,regime:unknown
volume_autocorr_48,regime,liquidity,regime:liquidity
volume_capitulation,regime,unknown,regime:unknown
volume_entropy_12,regime,unknown,regime:unknown
volume_entropy_24,regime,liquidity,regime:liquidity
volume_percentile,regime,liquidity,regime:liquidity
volume_price_corr_10h,regime,unknown,regime:unknown
volume_state_slope_1h,regime,unknown,regime:unknown
volume_trend_48,regime,liquidity,regime:liquidity
volume_trend_alignment,regime,unknown,regime:unknown
volume_z_12,regime,unknown,regime:unknown
volume_z_24,regime,unknown,regime:unknown
volume_zscore_48h,regime,liquidity,regime:liquidity
vov_fast_slow_ratio,regime,unknown,regime:unknown
vov_interaction,regime,unknown,regime:unknown
vov_iqr_20,regime,unknown,regime:unknown
vov_mad_20,regime,unknown,regime:unknown
vov_mad_60,regime,unknown,regime:unknown
vov_ratio,regime,unknown,regime:unknown
vp_accept_hvn_touchrate,regime,unknown,regime:unknown
vp_accept_lvn_touchrate,regime,unknown,regime:unknown
vp_accept_poc_touchrate,regime,unknown,regime:unknown
vp_air_pocket_score,regime,unknown,regime:unknown
vp_bin_vol_share,regime,unknown,regime:unknown
vp_dist_hvn_above_atr,regime,unknown,regime:unknown
vp_dist_hvn_below_atr,regime,unknown,regime:unknown
vp_dist_lvn_above_atr,regime,unknown,regime:unknown
vp_dist_lvn_below_atr,regime,unknown,regime:unknown
vp_dist_poc_atr,regime,unknown,regime:unknown
vp_in_hvn_above_zone,regime,unknown,regime:unknown
vp_in_hvn_below_zone,regime,unknown,regime:unknown
vp_in_lvn_above_zone,regime,unknown,regime:unknown
vp_in_lvn_below_zone,regime,unknown,regime:unknown
vp_in_poc_zone,regime,unknown,regime:unknown
vp_lvn_depth_ratio,regime,unknown,regime:unknown
vp_profile_concentration,regime,unknown,regime:unknown
vp_profile_entropy,regime,unknown,regime:unknown
vw_breakout,regime,unknown,regime:unknown
wick_body_ratio,regime,unknown,regime:unknown
wick_ratio,regime,unknown,regime:unknown
wick_ratio_4h_max,regime,unknown,regime:unknown
xs_rank_vol_z,regime,unknown,regime:unknown
z_atr_norm_ret_24,regime,unknown,regime:unknown
z_breakout_dn_24,regime,unknown,regime:unknown
z_breakout_up_24,regime,unknown,regime:unknown
z_compression_expansion,regime,unknown,regime:unknown
z_dist_ema_24,regime,unknown,regime:unknown
z_dist_vwap_24,regime,unknown,regime:unknown
z_hl_range,regime,unknown,regime:unknown
z_intrabar_range_atr,regime,unknown,regime:unknown
z_path_efficiency_24,regime,unknown,regime:unknown
z_r_12,regime,unknown,regime:unknown
z_r_24,regime,unknown,regime:unknown
z_slope_change_24,regime,unknown,regime:unknown
z_sm_momentum_24,regime,unknown,regime:unknown
z_volume,regime,unknown,regime:unknown
z_vwap_12,regime,unknown,regime:unknown
z_vwap_24,regime,unknown,regime:unknown
zr_12h,regime,unknown,regime:unknown
zr_12h_x_range_z_48h,regime,unknown,regime:unknown
zr_1h_minus_zr_6h,regime,unknown,regime:unknown
zr_1h_x_volume_z_24h,regime,unknown,regime:unknown
zr_3h,regime,unknown,regime:unknown
zr_3h_minus_zr_12h,regime,unknown,regime:unknown
zr_3h_x_volume_z_24h,regime,unknown,regime:unknown
zr_6h,regime,unknown,regime:unknown
zr_6h_minus_zr_24h,regime,unknown,regime:unknown
zr_6h_x_range_z_24h,regime,unknown,regime:unknown
zr_6h_x_volume_z_48h,regime,unknown,regime:unknown
