fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon
0,42,17,0.14292959173206354,6,64,46,quantile,0.35,quantile,quantile,atr_norm_returns_target,5
1,42,26,0.146986930974887,6,64,68,quantile,0.35,quantile,quantile,atr_norm_returns_target,5
