timestamp,symbol,timeframe,run_optimization,loaded_from,bundle_path,n_bars,start,end,kalman_Q,kalman_R,volume_weight,volume_adaptive,total_loss,smoothness_penalty,tracking_penalty,volume_weight_used,volume_adaptive_used,parameter_regularization,volume_kalman_snr_improvement,volume_kalman_noise_reduction,volume_kalman_tracking_rmse,moving_average_snr_improvement,moving_average_noise_reduction,moving_average_tracking_rmse,fisher_snr_improvement,fisher_noise_reduction,fisher_tracking_rmse
20260129_092239,ETHUSDT,15m,True,,outcomes/meta_labeling_hpo_sample_weighted/ETHUSDT_15m_20260129_092118/layer0_kalman_bundle.joblib,17281,2025-08-02 09:16:31.927405,2026-01-29 09:16:31.927405,0.005000009499999998,0.1,0.1499999999999999,True,85514433.72749865,73300015.64707105,12214418.05695973,1.35,False,0.02346787433130229,1.000060577458183,-1.0,4276.218499876322,196.36855590703058,0.994948946288977,2.443342962762616,0.0011041746624849758,-0.0014662899220299064,984.2091694287876
