edge,mean_auc_smooth,mean_auc_raw,learnability,profitability,sharpe_pos,horizon_bars,cusum_threshold,target_signal_density,min_event_spacing,trail_distance,profit_mult_min,profit_mult_max,stop_mult_min,stop_mult_max,kalman_Q,kalman_R,label_low_q,label_high_q,econ_min_return_multiple,iso_min_prob,target_clip_high_q,signal_strength_scale_max,r_multiple_pos_threshold,transaction_cost_mult
0.007075,0.723399,0.649703,0.709746,83.702952,2.796160,22,0.019364,11.507143,3,0.959195,0.798142,1.859137,0.833045,1.270581,0.000467,0.001620,0.178988,0.756848,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533
