Total PnL,Avg Trade PnL,Trade Count,Turnover Estimate,Net Sortino,Maximum Drawdown,Total Return,AUC
0.151235927080398,8.870603691966236e-05,1705,396.1085846222617,0.5840249080650246,0.10696975997025537,0.15338367625444804,0.5088038937609138
