edge,mean_auc_smooth,mean_auc_raw,learnability,profitability,sharpe_pos,horizon_bars,cusum_threshold,target_signal_density,min_event_spacing,trail_distance,kalman_Q,kalman_R,label_low_q,label_high_q,econ_min_return_multiple,iso_min_prob,target_clip_high_q,signal_strength_scale_max,r_multiple_pos_threshold,transaction_cost_mult,vol_baseline_window,profit_mult_min,profit_mult_max,stop_mult_min,stop_mult_max
0.004098,0.674736,0.623444,0.810290,84.371654,2.797837,22,0.019364,11.507143,3,0.959195,0.000257,0.001078,0.178988,0.756848,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,170,0.770999,1.720561,0.652623,1.210921
