timestamp,symbol,timeframe,uuid,family,final_score,learnability,robust_magnitude,stability,balance,mean_return,count,win_rate,return_std,sharpe_proxy,pos_ratio,param_sl_sigma,param_alpha,param_beta,param_min_ratio,param_horizon,raw_passed,raw_survivors,raw_auc_full,raw_auc_std_full,raw_pr_auc_full,raw_ic_full,raw_log_loss_full
20251229_234647,,,Geo_Sel1,Unified,4.648969141625118,0.5,0.0,1.0,1.0,,0,,,,,0.18820994877183284,0.3,1.5,2.5,12,True,345,0.4961243299138059,0.013759471039574932,0.30495013207787514,-0.005769281566770891,0.6130421913282761
20251229_234647,,,Geo_Sel3,Unified,6.858913893006334,0.5,0.0,1.0,1.0,,0,,,,,0.9927225659405464,2.0,2.0,3.0,24,True,509,0.4925695988151751,0.06094637284277801,0.2575100492987388,-0.00805467749508739,0.5647263241970577
20251229_234647,,,Geo_Sel4,Unified,10.524188114809325,0.5,0.0,1.0,1.0,,0,,,,,7.747466812072316,0.9820723546096025,1.212366438790209,2.0,48,True,781,0.4860136488564674,0.02586284963819136,0.436545642245952,-0.023629400011256383,0.7002355658783798
20251229_234647,,,Geo_Sel5,Unified,9.19013610025603,0.5,0.0,1.0,1.0,,0,,,,,2.48646888486246,0.5,3.0,1.5,48,True,682,0.4703785474072701,0.05704671545813033,0.3157800078241932,-0.045565087635767144,0.6372410757668048
