timestamp,symbol,timeframe,uuid,family,final_score,learnability,robust_magnitude,stability,balance,mean_return,count,win_rate,return_std,sharpe_proxy,pos_ratio,param_sl_sigma,param_alpha,param_beta,param_min_ratio,param_horizon,raw_passed,raw_survivors,raw_auc_full,raw_auc_std_full,raw_pr_auc_full,raw_ic_full,raw_log_loss_full
20251229_225030,,,Geo_Sel0,Unified,8.260342271931007,0.5,0.0,1.0,1.0,,0,,,,,0.9035325940952864,0.458847195616647,2.2,1.5,12,True,613,0.5139323681692707,0.01903407401503193,0.35692559466928536,0.023570869953623095,0.6469964653695705
20251229_225030,,,Geo_Sel1,Unified,4.729820778870772,0.5,0.0,1.0,1.0,,0,,,,,0.5072401214277453,1.5,1.5,1.5,24,True,351,0.499937759295961,0.014916945373992557,0.2669311269030267,0.0005252028857068413,0.5658392471581984
