Total PnL,Avg Trade PnL,Trade Count,Turnover Estimate,Net Sortino,Maximum Drawdown,Total Return,AUC
0.28509329325369526,0.00016859721828102106,1691,392.0501723517407,1.2036070856686643,0.10759705470947323,0.31782315854788634,0.5026758465076587
