p_min,n_prob_ge_pmin,gate_n_eval,gate_auc,gate_ece,gate_avg_pnl,gate_total_pnl,gate_profit_factor,gate_win_rate,n_trades,avg_trade_pnl,total_pnl,profit_factor,win_rate
0.2,4971,4971,,0.5364450564197437,-0.000988533494266747,-4.914,0.0,0.0,4971,-0.00026151394254181353,-1.299985808375355,0.0,0.0
0.25,4971,4971,,0.5364450564197437,-0.000988533494266747,-4.914,0.0,0.0,4971,-0.0002208312533443385,-1.0977521603747067,0.0,0.0
0.3,4896,4896,,0.5405941786092834,-0.0009889705882352943,-4.8420000000000005,0.0,0.0,4895,-0.0001797832301581506,-0.8800391730272873,0.0,0.0
0.35,4275,4275,,0.5696591428439983,-0.0009592982456140349,-4.100999999999999,0.0,0.0,4275,-0.00015363022988334072,-0.6567692327512817,0.0,0.0
0.4,3989,3989,,0.5836900111139152,-0.0009445976435196791,-3.768,0.0,0.0,3989,-0.00011442402226042827,-0.4564374247968483,0.0,0.0
0.45,3172,3172,,0.6277844354557378,-0.0007027112232030266,-2.229,0.0,0.0,3172,-9.899557154052354e-05,-0.31401395292654066,0.0,0.0
0.5,2992,2992,,0.6378990455023752,-0.0006356951871657753,-1.9019999999999997,0.0,0.0,1997,-9.60556612837588e-05,-0.19182315558366633,0.0,0.0
0.55,1252,1252,,0.8158404185632682,-0.0006685303514376997,-0.837,0.0,0.0,1252,-8.52028818845085e-05,-0.10667400811940461,0.0,0.0
0.6,943,943,,0.8903345076671896,-0.00038494167550371153,-0.363,0.0,0.0,943,-5.829806288121515e-05,-0.054975073296985894,0.0,0.0
