Total PnL,Avg Trade PnL,Trade Count,Turnover Estimate,Net Sortino,Maximum Drawdown,Total Return,AUC
0.00012621675286098272,3.124177051014418e-07,404,3.178525589943519,0.03358297248358782,0.0035304443835164623,0.0001254783943764881,0.5030218872494436
