config_id,learnability,mean_auc,profitability,edge,edge_scaled,combined,fidelity_score,ic,calibration_score,mean_pos,mean_neg,sharpe_pos,n_events,n_raw_events,n_vol_scaled_events,balance_score,trades_per_day,mean_tto,timeout_rate,tto_penalty,n_pre_events,retention_total,retention_pos,retention_neg,snr_pre,snr_post,effect_size_pre,effect_size_post,n_required_80pct_power,learnability_worst_fold_auc,learnability_auc_cv_std,model_complexity,cusum_threshold,target_signal_density,r_multiple_threshold,effective_tx_cost,label_low_q,pnl_win_rate,pnl_avg_win,pnl_avg_loss,pnl_profit_factor,pnl_total_return,pnl_avg_ret_per_trade,pnl_per_day,label_high_q,auc_in_target_range,auc_range_adjustment,auc_weight_multiplier,fold_aucs,auc_interpretation,retention_penalty,retention_asym_penalty,auc_retention_adjusted,alpha_retention,weighted_brier,weighted_brier_norm,ece_norm,mid_brier,mid_brier_norm,calibration_combo,rank_calib_score,sample_count_bonus,mi_value,mi_penalty,prob_std,prob_variance_penalty,single_bin_penalty,regression_target_stats,horizon_bars,cusum_threshold,target_signal_density,min_event_spacing,trail_distance,profit_mult_min,profit_mult_max,stop_mult_min,stop_mult_max,kalman_Q,kalman_R,label_low_q,label_high_q,econ_min_return_multiple,iso_min_prob,target_clip_high_q,signal_strength_scale_max,r_multiple_pos_threshold,transaction_cost_mult,vol_baseline_window,profit_thr_base,stop_to_profit_ratio,scale_pos_weight
83f2ee2f3a74cd112a6ec34fb1cea7f4,0.805011,0.623997,56.389990,0.005218,5.218461,132.508720,30.148592,0.000000,0.000000,0.011436,-0.009878,1.808681,1649,15361,3877,0.974521,10.991807,0.489057,0.000000,1.781135,4131,0.399177,0.912395,0.219097,2.504654,1.808681,5.184392,4.327956,0.854190,0.516569,0.098003,medium,0.019365,5.000000,0.732806,0.003170,0.203910,0.528199,0.013049,-0.008725,1.674403,4.577811,0.002776,0.028611,0.698468,True,0.020000,1.000000,"[0.5165691585409895, 0.6018735518040385, 0.753547866881689]",excellent_check_leakage,0.000000,0.000000,0.643997,0.050000,,,,,,,0.643997,100.000000,0.050461,0.000000,0.152197,0.000000,0.000000,"{'n_events_reg': 1649, 'mean_raw': 0.35882214502836646, 'std_raw': 4.230856594265808, 'min_raw': -6.718081888686912, 'max_raw': 9.140821761173607, 'median_raw': 2.085096832457576}",22,0.019365,11.507143,3,0.959195,0.773719,1.806049,0.718915,1.233968,0.000270,0.001144,0.203910,0.698468,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,170.000000,,,
e4b90161dc75fa727b8c89e1844dae9e,0.819330,0.620745,60.090393,0.005082,5.081935,132.647199,30.334787,0.000000,0.000000,0.011774,-0.010163,1.945419,1623,15361,3866,0.976685,10.843343,0.490646,0.000000,1.812917,4131,0.392883,0.889405,0.218003,2.607558,1.945419,5.192462,4.675250,0.731999,0.518457,0.095379,fast,0.019365,5.000000,0.732806,0.003170,0.203910,0.531115,0.013230,-0.009074,1.651549,4.499161,0.002772,0.028120,0.698468,True,0.020000,1.000000,"[0.51845716641635, 0.5957410445720536, 0.7480375477554919]",excellent_check_leakage,0.000000,0.000000,0.640745,0.050000,,,,,,,0.640745,100.000000,0.040612,0.000000,0.087585,0.000000,0.000000,"{'n_events_reg': 1623, 'mean_raw': 0.3563924442943735, 'std_raw': 4.3906675683814695, 'min_raw': -7.219310451078328, 'max_raw': 10.302989379605197, 'median_raw': 2.13686444098051}",22,0.019365,11.507143,3,0.959195,0.768488,1.808554,0.733651,1.256219,0.000322,0.001290,0.203910,0.698468,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,,,,
7c6f9c380105dff4147ca1fbb0f619e4,0.810764,0.618286,58.564293,0.004286,4.285854,132.193349,30.148804,0.000000,0.000000,0.011638,-0.009908,1.891713,1635,15361,3872,0.976388,10.929601,0.485043,0.000000,1.700862,4131,0.395788,0.897674,0.219241,2.558264,1.891713,5.227343,4.516309,0.784427,0.513849,0.097903,medium,0.019365,5.000000,0.732806,0.003170,0.203910,0.530275,0.013125,-0.008838,1.676534,4.591993,0.002809,0.028700,0.698468,True,0.020000,1.000000,"[0.5138488632724945, 0.5917818740399385, 0.7492272138483279]",good_edge,0.000000,0.000000,0.638286,0.050000,,,,,,,0.638286,100.000000,0.046643,0.000000,0.145696,0.000000,0.000000,"{'n_events_reg': 1635, 'mean_raw': 0.36108281507117646, 'std_raw': 4.290538316129771, 'min_raw': -7.061295318227923, 'max_raw': 9.379963598718406, 'median_raw': 2.126836251424671}",22,0.019365,11.507143,3,0.959195,0.776622,1.795198,0.732168,1.217955,0.000270,0.001144,0.203910,0.698468,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,125.000000,,,
eb9b6c470faf5c64cd94f09040bd3cf9,0.819330,0.620745,60.543819,0.003890,3.889542,132.229862,30.334787,0.000000,0.000000,0.011774,-0.010163,1.945419,1623,15361,3866,0.976685,10.843343,0.490646,0.000000,1.812917,4131,0.392883,0.889405,0.218003,2.607558,1.945419,5.192462,4.675250,0.731999,0.518457,0.095379,medium,0.019365,5.000000,0.732806,0.003170,0.203910,0.531115,0.013230,-0.009074,1.651549,4.499161,0.002772,0.028120,0.698468,True,0.020000,1.000000,"[0.51845716641635, 0.5957410445720536, 0.7480375477554919]",excellent_check_leakage,0.000000,0.000000,0.640745,0.050000,,,,,,,0.640745,100.000000,0.046966,0.000000,0.146239,0.000000,0.000000,"{'n_events_reg': 1623, 'mean_raw': 0.3563924442943735, 'std_raw': 4.3906675683814695, 'min_raw': -7.219310451078328, 'max_raw': 10.302989379605197, 'median_raw': 2.13686444098051}",22,0.019365,11.507143,3,0.959195,0.768488,1.808554,0.733651,1.256219,0.000102,0.002159,0.203910,0.698468,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,,,,
be4e780f5c61f012756c2ecbafe7b33b,0.819330,0.620745,60.020390,0.003890,3.889542,132.229862,30.334787,0.000000,0.000000,0.011774,-0.010163,1.945419,1623,15361,3866,0.976685,10.843343,0.490646,0.000000,1.812917,4131,0.392883,0.889405,0.218003,2.607558,1.945419,5.192462,4.675250,0.731999,0.518457,0.095379,medium,0.019365,5.000000,0.732806,0.003170,0.203910,0.531115,0.013230,-0.009074,1.651549,4.499161,0.002772,0.028120,0.698468,True,0.020000,1.000000,"[0.51845716641635, 0.5957410445720536, 0.7480375477554919]",excellent_check_leakage,0.000000,0.000000,0.640745,0.050000,,,,,,,0.640745,100.000000,0.046966,0.000000,0.146239,0.000000,0.000000,"{'n_events_reg': 1623, 'mean_raw': 0.3563924442943735, 'std_raw': 4.3906675683814695, 'min_raw': -7.219310451078328, 'max_raw': 10.302989379605197, 'median_raw': 2.13686444098051}",22,0.019365,11.507143,3,0.959195,0.768488,1.808554,0.733651,1.256219,0.000270,0.001144,0.203910,0.698468,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,,,,
e559fe2a435ef812ab46a510386c8997,0.819330,0.620745,60.603961,0.003890,3.889542,132.229862,30.334787,0.000000,0.000000,0.011774,-0.010163,1.945419,1623,15361,3866,0.976685,10.843343,0.490646,0.000000,1.812917,4131,0.392883,0.889405,0.218003,2.607558,1.945419,5.192462,4.675250,0.731999,0.518457,0.095379,medium,0.019365,5.000000,0.732806,0.003170,0.203910,0.531115,0.013230,-0.009074,1.651549,4.499161,0.002772,0.028120,0.698468,True,0.020000,1.000000,"[0.51845716641635, 0.5957410445720536, 0.7480375477554919]",excellent_check_leakage,0.000000,0.000000,0.640745,0.050000,,,,,,,0.640745,100.000000,0.046966,0.000000,0.146239,0.000000,0.000000,"{'n_events_reg': 1623, 'mean_raw': 0.3563924442943735, 'std_raw': 4.3906675683814695, 'min_raw': -7.219310451078328, 'max_raw': 10.302989379605197, 'median_raw': 2.13686444098051}",22,0.019365,11.507143,3,0.959195,0.768488,1.808554,0.733651,1.256219,0.000119,0.002155,0.203910,0.698468,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,,,,
c102ac10397ae33ce2f5e9a92bbc2948,0.818954,0.619252,61.741860,0.002925,2.924800,132.057822,30.492569,0.000000,0.000000,0.011895,-0.010084,2.008146,1627,15361,3872,0.976800,10.870068,0.486813,0.000000,1.736269,4131,0.393851,0.890436,0.218730,2.702454,2.008146,5.342867,4.797389,0.695201,0.523225,0.093116,medium,0.019365,5.000000,0.732806,0.003170,0.203910,0.532883,0.013317,-0.009046,1.679340,4.670660,0.002871,0.029192,0.698468,True,0.020000,1.000000,"[0.5232245206714964, 0.5892280878528342, 0.7453034682080925]",good_edge,0.000000,0.000000,0.639252,0.050000,,,,,,,0.639252,100.000000,0.042700,0.000000,0.139614,0.000000,0.000000,"{'n_events_reg': 1627, 'mean_raw': 0.420880377563303, 'std_raw': 4.448545606704372, 'min_raw': -7.432360086315598, 'max_raw': 10.76094094624146, 'median_raw': 2.134541507928952}",22,0.019365,11.507143,3,0.959195,0.770436,1.782832,0.723338,1.219558,0.000270,0.001144,0.203910,0.698468,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,67.000000,,,
fb45cf658196a6fa6fda15d156b1ea28,0.177419,0.520434,46.955468,0.000775,0.774605,25.001410,30.011563,0.000000,0.000000,0.012856,-0.010882,1.466003,1618,15361,3780,0.978288,10.815960,0.593072,0.000000,3.861445,4131,0.391673,0.951856,0.213465,2.124799,1.466003,4.600677,3.511222,1.297787,0.342878,0.099057,strong,0.019365,5.000000,0.731883,0.003168,0.205730,0.478986,0.016075,-0.008942,1.652725,4.920078,0.003041,0.030750,0.698545,False,-0.009783,0.300000,"[0.6094411264486018, 0.34287784047582737, 0.5207483900468697, 0.6180309564146003, 0.5110726643598615]",too_noisy,0.000000,0.000000,0.510651,0.050000,,,,,,,0.510651,100.000000,0.026547,0.000000,0.112090,0.000000,0.000000,"{'n_events_reg': 1618, 'mean_raw': 0.4315960856196086, 'std_raw': 4.9206341229777895, 'min_raw': -7.734073449553234, 'max_raw': 12.375332626407383, 'median_raw': -0.15801363358130052}",22,0.019365,11.505832,3,0.959221,0.771668,1.795999,0.729999,1.258233,0.000188,0.001228,0.205730,0.698545,1.852803,0.114668,0.979730,1.577518,0.731883,1.055874,105.000000,0.015408,0.432945,2.924423
44f18c8e0bb2f672bb5190b73bbced05,0.177419,0.520434,46.955420,0.000775,0.774601,25.001408,30.011563,0.000000,0.000000,0.012856,-0.010882,1.466001,1618,15361,3780,0.978288,10.815960,0.593072,0.000000,3.861445,4131,0.391673,0.951856,0.213465,2.124797,1.466001,4.600677,3.511222,1.297787,0.342878,0.099057,strong,0.019365,5.000000,0.736170,0.003168,0.205314,0.478986,0.016075,-0.008942,1.652721,4.920058,0.003041,0.030750,0.698445,False,-0.009783,0.300000,"[0.6094411264486018, 0.34287784047582737, 0.5207483900468697, 0.6180309564146003, 0.5110726643598615]",too_noisy,0.000000,0.000000,0.510651,0.050000,,,,,,,0.510651,100.000000,0.026547,0.000000,0.112090,0.000000,0.000000,"{'n_events_reg': 1618, 'mean_raw': 0.43159139499275184, 'std_raw': 4.920634657009504, 'min_raw': -7.73408198224145, 'max_raw': 12.375324825404373, 'median_raw': -0.1580188244892171}",22,0.019365,11.506383,3,0.959221,0.771668,1.795999,0.729999,1.258233,0.000188,0.001228,0.205314,0.698445,1.850584,0.115543,0.979494,1.573665,0.736170,1.055878,105.000000,0.015408,0.432945,2.924423
f35a648091dc7a543ca24067b5c938bd,0.177419,0.520434,46.951546,0.000774,0.774270,25.001252,30.011563,0.000000,0.000000,0.012855,-0.010883,1.465886,1618,15361,3780,0.978288,10.815960,0.593072,0.000000,3.861445,4131,0.391673,0.951856,0.213465,2.124649,1.465886,4.600677,3.511222,1.297787,0.342878,0.099057,strong,0.019365,5.000000,0.732244,0.003169,0.206025,0.478986,0.016074,-0.008943,1.652430,4.918422,0.003040,0.030740,0.698454,False,-0.009783,0.300000,"[0.6094411264486018, 0.34287784047582737, 0.5207483900468697, 0.6180309564146003, 0.5110726643598615]",too_noisy,0.000000,0.000000,0.510651,0.050000,,,,,,,0.510651,100.000000,0.026547,0.000000,0.112090,0.000000,0.000000,"{'n_events_reg': 1618, 'mean_raw': 0.4312136501896965, 'std_raw': 4.920677665213228, 'min_raw': -7.734769135308216, 'max_raw': 12.37469659629239, 'median_raw': -0.15843685784565348}",22,0.019365,11.507743,3,0.959221,0.771668,1.795999,0.729999,1.258233,0.000188,0.001228,0.206025,0.698454,1.857814,0.114711,0.979722,1.577478,0.732244,1.056215,105.000000,0.015408,0.432945,2.924423
653f3d85a506096f24d85335119be350,0.178797,0.520509,46.939632,0.000765,0.764873,24.939723,30.015929,0.000000,0.000000,0.012853,-0.010895,1.465702,1615,15361,3780,0.977735,10.795906,0.592710,0.000000,3.854208,4131,0.390947,0.951856,0.212508,2.124413,1.465702,4.600677,3.509823,1.298821,0.342424,0.098706,strong,0.019365,5.000000,0.736416,0.003170,0.203723,0.479876,0.016072,-0.008945,1.657700,4.941887,0.003060,0.030887,0.698434,False,-0.009745,0.300000,"[0.6064368274212834, 0.3424242424242424, 0.5245819911029299, 0.6180309564146003, 0.5110726643598615]",too_noisy,0.000000,0.000000,0.510764,0.050000,,,,,,,0.510764,100.000000,0.025859,0.000000,0.111371,0.000000,0.000000,"{'n_events_reg': 1615, 'mean_raw': 0.4392396707970658, 'std_raw': 4.921497805527989, 'min_raw': -7.736352193412677, 'max_raw': 12.381985687124665, 'median_raw': -0.15566897438296567}",22,0.019365,11.505562,3,0.959221,0.771668,1.795999,0.729999,1.258233,0.000188,0.001228,0.203723,0.698434,1.850850,0.114622,0.979704,1.579348,0.736416,1.056755,105.000000,0.015408,0.432945,2.924423
