config_id,learnability,mean_auc,profitability,edge,edge_scaled,combined,fidelity_score,ic,calibration_score,mean_pos,mean_neg,sharpe_pos,n_events,n_raw_events,n_vol_scaled_events,balance_score,trades_per_day,mean_tto,timeout_rate,tto_penalty,n_pre_events,retention_total,retention_pos,retention_neg,snr_pre,snr_post,effect_size_pre,effect_size_post,n_required_80pct_power,learnability_worst_fold_auc,learnability_auc_cv_std,model_complexity,cusum_threshold,target_signal_density,r_multiple_threshold,effective_tx_cost,label_low_q,pnl_win_rate,pnl_avg_win,pnl_avg_loss,pnl_profit_factor,pnl_total_return,pnl_avg_ret_per_trade,pnl_per_day,label_high_q,auc_in_target_range,auc_range_adjustment,auc_weight_multiplier,fold_aucs,auc_interpretation,retention_penalty,retention_asym_penalty,auc_retention_adjusted,alpha_retention,weighted_brier,weighted_brier_norm,ece_norm,mid_brier,mid_brier_norm,calibration_combo,rank_calib_score,sample_count_bonus,mi_value,mi_penalty,prob_std,prob_variance_penalty,single_bin_penalty,regression_target_stats,horizon_bars,cusum_threshold,target_signal_density,min_event_spacing,trail_distance,profit_mult_min,profit_mult_max,stop_mult_min,stop_mult_max,kalman_Q,kalman_R,label_low_q,label_high_q,econ_min_return_multiple,iso_min_prob,target_clip_high_q,signal_strength_scale_max,r_multiple_pos_threshold,transaction_cost_mult,vol_baseline_window,profit_thr_base,stop_to_profit_ratio,scale_pos_weight
4ecba6fbe3403f6e6d413d5a6f1fd7d8,0.810290,0.623444,84.371654,0.004098,4.098248,132.654749,30.602536,0.000000,0.000000,0.013099,-0.009766,2.797837,1384,15361,3882,0.986932,9.225385,0.456286,0.000000,1.125723,4131,0.335028,0.731594,0.195880,2.604014,2.797837,5.304051,6.349043,0.396920,0.549627,0.091865,medium,0.019364,5.000000,0.732806,0.003170,0.178988,0.555636,0.013378,-0.009520,1.757154,4.432904,0.003203,0.027706,0.756848,True,0.020000,1.000000,"[0.5677681992337165, 0.5496268656716418, 0.7529381654381655]",excellent_check_leakage,0.000011,0.000000,0.643433,0.050000,,,,,,,0.643433,100.000000,0.064211,0.000000,0.172401,0.000000,0.000000,"{'n_events_reg': 1384, 'mean_raw': 0.4774978432912714, 'std_raw': 4.449206797203947, 'min_raw': -6.833694647564608, 'max_raw': 9.097446647435579, 'median_raw': 2.574499648293428}",22,0.019364,11.507143,3,0.959195,0.770999,1.720561,0.652623,1.210921,0.000257,0.001078,0.178988,0.756848,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,170.000000,,,
d035477a9e2a0a2d1f26484ad69df9f8,0.821488,0.620054,87.061584,0.004067,4.067074,132.293721,30.245737,0.000000,0.000000,0.013101,-0.009689,2.919270,1384,15361,3885,0.987490,9.251723,0.453363,0.000000,1.067262,4131,0.335028,0.728372,0.196662,2.723562,2.919270,5.471469,6.642934,0.362577,0.541692,0.096589,medium,0.019364,5.000000,0.732806,0.003170,0.178988,0.553468,0.013399,-0.009431,1.760972,4.435272,0.003205,0.027720,0.756848,True,0.020000,1.000000,"[0.5623410680228862, 0.5416920731707318, 0.7561299343438437]",excellent_check_leakage,0.000011,0.000000,0.640043,0.050000,,,,,,,0.640043,100.000000,0.058794,0.000000,0.165134,0.000000,0.000000,"{'n_events_reg': 1384, 'mean_raw': 0.48189957827999036, 'std_raw': 4.477552932290678, 'min_raw': -7.114157511888353, 'max_raw': 9.844966299600651, 'median_raw': 2.60714703495759}",22,0.019364,11.507143,3,0.959195,0.791330,1.663445,0.692960,1.167987,0.000257,0.001078,0.178988,0.756848,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,125.000000,,,
a9ef6f628bcd77935fc7fdc63eefc033,0.776071,0.612421,100.449471,0.003862,3.861978,132.192188,30.208468,0.000000,0.000000,0.013229,-0.009858,3.447020,1373,15361,3888,0.988517,9.173081,0.450374,0.000000,1.007482,4131,0.332365,0.714418,0.196786,2.982681,3.447020,5.650424,7.885009,0.257345,0.529432,0.096909,medium,0.019364,5.000000,0.732806,0.003170,0.178988,0.555717,0.013407,-0.009702,1.728460,4.311085,0.003140,0.026944,0.756848,True,0.020000,1.000000,"[0.559460162992331, 0.5294322400990099, 0.748370693233707]",good_edge,0.000016,0.000000,0.632405,0.050000,,,,,,,0.632405,100.000000,0.058983,0.000000,0.165112,0.000000,0.000000,"{'n_events_reg': 1373, 'mean_raw': 0.49677218616996643, 'std_raw': 4.597549243888247, 'min_raw': -7.465561469875106, 'max_raw': 10.306378913974758, 'median_raw': 2.607506518724712}",22,0.019364,11.507143,3,0.959195,0.748003,1.598354,0.666084,1.172285,0.000257,0.001078,0.178988,0.756848,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,67.000000,,,
79f2015e5c615b1bfb1fe4910b21576f,0.741947,0.606470,87.633068,0.003535,3.535238,132.244006,30.399780,0.000000,0.000000,0.013600,-0.010220,2.917689,1364,15361,3859,0.990785,9.112951,0.464643,0.000000,1.292855,4131,0.330186,0.700831,0.198491,2.563552,2.917689,5.129207,6.730305,0.353224,0.530573,0.093742,fast,0.019364,5.000000,0.732806,0.003170,0.178988,0.549120,0.013785,-0.010058,1.669177,4.139313,0.003035,0.025871,0.756848,True,0.020000,1.000000,"[0.5502844412618849, 0.5305731487997498, 0.7385513036164845]",good_edge,0.000020,0.000000,0.626450,0.050000,,,,,,,0.626450,100.000000,0.043574,0.000000,0.096781,0.000000,0.000000,"{'n_events_reg': 1364, 'mean_raw': 0.41855950333778663, 'std_raw': 4.716937598967136, 'min_raw': -7.584398183089904, 'max_raw': 11.260351171449056, 'median_raw': 2.5755467931285736}",22,0.019364,11.507143,3,0.959195,0.798142,1.859137,0.833045,1.270581,0.000467,0.001620,0.178988,0.756848,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,,,,
ef7dd2a9f7fa925f88f25885d4036464,0.741947,0.606470,87.625291,0.003415,3.414605,132.201784,30.399780,0.000000,0.000000,0.013600,-0.010220,2.917689,1364,15361,3859,0.990785,9.112951,0.464643,0.000000,1.292855,4131,0.330186,0.700831,0.198491,2.563552,2.917689,5.129207,6.730305,0.353224,0.530573,0.093742,medium,0.019364,5.000000,0.732806,0.003170,0.178988,0.549120,0.013785,-0.010058,1.669177,4.139313,0.003035,0.025871,0.756848,True,0.020000,1.000000,"[0.5502844412618849, 0.5305731487997498, 0.7385513036164845]",good_edge,0.000020,0.000000,0.626450,0.050000,,,,,,,0.626450,100.000000,0.051355,0.000000,0.156152,0.000000,0.000000,"{'n_events_reg': 1364, 'mean_raw': 0.41855950333778663, 'std_raw': 4.716937598967136, 'min_raw': -7.584398183089904, 'max_raw': 11.260351171449056, 'median_raw': 2.5755467931285736}",22,0.019364,11.507143,3,0.959195,0.798142,1.859137,0.833045,1.270581,0.000257,0.001078,0.178988,0.756848,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,,,,
f985fd86e5c9db576a50a5d54d04a955,0.741947,0.606470,89.109332,0.003415,3.414605,132.201784,30.399780,0.000000,0.000000,0.013600,-0.010220,2.917689,1364,15361,3859,0.990785,9.112951,0.464643,0.000000,1.292855,4131,0.330186,0.700831,0.198491,2.563552,2.917689,5.129207,6.730305,0.353224,0.530573,0.093742,medium,0.019364,5.000000,0.732806,0.003170,0.178988,0.549120,0.013785,-0.010058,1.669177,4.139313,0.003035,0.025871,0.756848,True,0.020000,1.000000,"[0.5502844412618849, 0.5305731487997498, 0.7385513036164845]",good_edge,0.000020,0.000000,0.626450,0.050000,,,,,,,0.626450,100.000000,0.051355,0.000000,0.156152,0.000000,0.000000,"{'n_events_reg': 1364, 'mean_raw': 0.41855950333778663, 'std_raw': 4.716937598967136, 'min_raw': -7.584398183089904, 'max_raw': 11.260351171449056, 'median_raw': 2.5755467931285736}",22,0.019364,11.507143,3,0.959195,0.798142,1.859137,0.833045,1.270581,0.000024,0.005980,0.178988,0.756848,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,,,,
36edddd72550422e63d18e5f36ca4245,0.741947,0.606470,89.215318,0.003415,3.414605,132.201784,30.399780,0.000000,0.000000,0.013600,-0.010220,2.917689,1364,15361,3859,0.990785,9.112951,0.464643,0.000000,1.292855,4131,0.330186,0.700831,0.198491,2.563552,2.917689,5.129207,6.730305,0.353224,0.530573,0.093742,medium,0.019364,5.000000,0.732806,0.003170,0.178988,0.549120,0.013785,-0.010058,1.669177,4.139313,0.003035,0.025871,0.756848,True,0.020000,1.000000,"[0.5502844412618849, 0.5305731487997498, 0.7385513036164845]",good_edge,0.000020,0.000000,0.626450,0.050000,,,,,,,0.626450,100.000000,0.051355,0.000000,0.156152,0.000000,0.000000,"{'n_events_reg': 1364, 'mean_raw': 0.41855950333778663, 'std_raw': 4.716937598967136, 'min_raw': -7.584398183089904, 'max_raw': 11.260351171449056, 'median_raw': 2.5755467931285736}",22,0.019364,11.507143,3,0.959195,0.798142,1.859137,0.833045,1.270581,0.000016,0.006010,0.178988,0.756848,1.856182,0.115010,0.979258,1.576281,0.732806,1.056533,,,,
19febde100c21cd758d66d129e79ce16,-0.023578,0.507545,77.431695,0.001265,1.264799,30.639243,30.051690,0.000000,0.000000,0.015956,-0.010958,2.460913,1349,15361,3774,0.991879,9.022154,0.544410,0.000000,2.888200,4131,0.326555,0.743028,0.192837,2.149205,2.460913,4.590049,5.504499,0.528061,0.341149,0.088581,strong,0.019360,5.000000,0.731883,0.003168,0.181039,0.533729,0.016547,-0.010522,1.800122,5.295483,0.003925,0.033097,0.756971,False,-0.016228,0.300000,"[0.6047353125534218, 0.34114934772829514, 0.5454344827586207, 0.5138820301783265, 0.5325216538650106]",too_noisy,0.000027,0.000000,0.491289,0.050000,,,,,,,0.491289,100.000000,0.038974,0.000000,0.135329,0.000000,0.000000,"{'n_events_reg': 1349, 'mean_raw': 0.658018730235848, 'std_raw': 5.291213739815922, 'min_raw': -7.908166319142444, 'max_raw': 12.938378655535837, 'median_raw': 2.551092353811934}",22,0.019360,11.505832,3,0.959221,0.767602,1.737074,0.788332,1.275981,0.000086,0.001298,0.181039,0.756971,1.852803,0.114668,0.979730,1.577518,0.731883,1.055874,105.000000,0.015408,0.432945,2.924423
d3764ec9a271ea5ad9bf6b249cbc5369,-0.008789,0.508417,77.004674,0.001235,1.235450,35.473079,30.066050,0.000000,0.000000,0.015933,-0.010960,2.448389,1351,15361,3774,0.991903,9.035530,0.544546,0.000000,2.890923,4131,0.327039,0.744024,0.193156,2.149053,2.448389,4.590049,5.481076,0.532584,0.347546,0.086921,strong,0.019367,5.000000,0.732244,0.003169,0.181371,0.532939,0.016546,-0.010508,1.796615,5.282239,0.003910,0.033014,0.756826,False,-0.015792,0.300000,"[0.607707509881423, 0.3475455820476859, 0.547613787008396, 0.5083950617283951, 0.5308230318802862]",too_noisy,0.000026,0.000000,0.492599,0.050000,,,,,,,0.492599,100.000000,0.038343,0.000000,0.134274,0.000000,0.000000,"{'n_events_reg': 1351, 'mean_raw': 0.653466124385402, 'std_raw': 5.288640224510132, 'min_raw': -7.9053259137968706, 'max_raw': 12.927754834606146, 'median_raw': 2.534558932363497}",22,0.019367,11.507743,3,0.959221,0.767602,1.737074,0.788332,1.275981,0.000086,0.001298,0.181371,0.756826,1.857814,0.114711,0.979722,1.577478,0.732244,1.056215,105.000000,0.015408,0.432945,2.924423
d26bc937829d3fabf1c4dc0d040fb8b3,0.026094,0.510620,77.032176,0.001169,1.169086,35.570529,30.071306,0.000000,0.000000,0.015931,-0.010965,2.448140,1344,15361,3774,0.990996,8.988714,0.545285,0.000000,2.905709,4131,0.325345,0.744024,0.190918,2.148813,2.448140,4.590049,5.468615,0.535014,0.348490,0.087655,strong,0.019367,5.000000,0.736416,0.003170,0.178777,0.535714,0.016544,-0.010509,1.816509,5.354333,0.003984,0.033465,0.756794,False,-0.014690,0.300000,"[0.6121272935779817, 0.348489970700924, 0.5462222222222223, 0.5120245466607696, 0.5342364532019704]",too_noisy,0.000030,0.000000,0.495900,0.050000,,,,,,,0.495900,100.000000,0.037623,0.000000,0.133101,0.000000,0.000000,"{'n_events_reg': 1344, 'mean_raw': 0.679224649600025, 'std_raw': 5.29102956046088, 'min_raw': -7.9188404688418785, 'max_raw': 12.962662078697893, 'median_raw': 2.5726645950462528}",22,0.019367,11.505562,3,0.959221,0.767602,1.737074,0.788332,1.275981,0.000086,0.001298,0.178777,0.756794,1.850850,0.114622,0.979704,1.579348,0.736416,1.056755,105.000000,0.015408,0.432945,2.924423
