family,params,pt_mult,sl_mult,horizon,risk_budget,status,n,pos_rate,min_p,max_mi,signals_per_day,target_signals_per_day,adaptive_used
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,12,0.4,PASS,109,0.6697247706422018,0.031562614203387865,0.036475201764668785,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,12,0.7,PASS,109,0.7339449541284404,0.008120159703123409,0.08238824186393368,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,12,1.0,PASS,109,0.7889908256880734,0.019359967102131437,0.0766492870563309,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,24,0.4,PASS,109,0.6513761467889908,0.02848987002592968,0.04877173654764855,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,24,0.7,PASS,109,0.7064220183486238,0.010359439678592177,0.1071110188058606,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,24,1.0,PASS,109,0.7522935779816514,0.021714736861647314,0.10537556370436718,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,48,0.4,PASS,109,0.6238532110091743,0.04703345368160685,0.06369331264729272,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,48,0.7,PASS,109,0.6605504587155964,0.00999863365312055,0.06870915595814875,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,48,1.0,PASS,109,0.6972477064220184,0.019494511291415634,0.07250262563800769,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,12,0.4,PASS,109,0.7431192660550459,0.07482943583679778,0.05153154597251275,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,12,0.7,PASS,109,0.7798165137614679,0.12289571248063386,0.04270000498147164,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,12,1.0,PASS,109,0.8256880733944955,0.026032913717857854,0.07071849124454044,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,24,0.4,PASS,109,0.7339449541284404,0.08322986029394835,0.050932051652429866,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,24,0.7,PASS,109,0.7614678899082569,0.1180740474375387,0.028751277103608253,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,24,1.0,PASS,109,0.7981651376146789,0.032588578867055476,0.09472682835213186,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,48,0.4,PASS,109,0.7064220183486238,0.1318578785021517,0.06513701661486238,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,48,0.7,PASS,109,0.7247706422018348,0.15101365994492771,0.0665674412397963,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,48,1.0,PASS,109,0.7614678899082569,0.04032084377294791,0.06305807577205336,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,12,0.4,PASS,109,0.7247706422018348,0.09481560223675342,0.04427939390881397,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,12,0.7,PASS,109,0.7981651376146789,0.044591234874741884,0.07620182888427873,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,12,1.0,PASS,109,0.8348623853211009,0.04536049665796377,0.08619534522106509,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,24,0.4,PASS,109,0.7064220183486238,0.09061802363772944,0.04626329555898634,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,24,0.7,PASS,109,0.7706422018348624,0.057203511337498444,0.08855042941087765,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,24,1.0,PASS,109,0.7981651376146789,0.05153999407663669,0.10298571336914097,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,48,0.4,PASS,109,0.6697247706422018,0.11659972216556402,0.05897813178624878,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,48,0.7,PASS,109,0.7247706422018348,0.06369248142005443,0.07626906568478198,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,48,1.0,PASS,109,0.7431192660550459,0.049577826517005465,0.09371295735381402,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,12,0.4,PASS,109,0.7614678899082569,0.07956490983006864,0.05280187594203367,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,12,0.7,PASS,109,0.8165137614678899,0.03946540685580313,0.11039882318023198,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,12,1.0,PASS,109,0.8623853211009175,0.05400184422179945,0.076731778803111,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,24,0.4,PASS,109,0.7431192660550459,0.07291611300816114,0.06104511767015275,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,24,0.7,PASS,109,0.7889908256880734,0.049290777313426494,0.1199712319104167,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,24,1.0,PASS,109,0.8348623853211009,0.06836563033392162,0.11547730190852601,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,48,0.4,PASS,109,0.7155963302752294,0.11548237212973073,0.05438684331787691,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,48,0.7,PASS,109,0.7522935779816514,0.0610369547999835,0.040205165076868,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,48,1.0,PASS,109,0.7889908256880734,0.07525265309410568,0.11427214330231239,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.25,0.75,12,0.4,PASS,109,0.7889908256880734,0.057105538043069407,0.056995065375731624,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.25,0.75,12,0.7,PASS,109,0.8532110091743119,0.01681386166388497,0.11874481982127838,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.25,0.75,12,1.0,PASS,109,0.908256880733945,0.036844440041358645,0.12944301369524647,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.25,0.75,24,0.4,PASS,109,0.7706422018348624,0.051981104454420675,0.06398180681597987,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.25,0.75,24,0.7,PASS,109,0.8256880733944955,0.020852053421952677,0.1480944144877503,2.1,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.25,0.75,24,1.0,PASS,109,0.8715596330275229,0.040788793131900467,0.15004420352355563,2.1,7.5,False
