timestamp,symbol,timeframe,run_optimization,loaded_from,bundle_path,n_bars,start,end,kalman_Q,kalman_R,volume_weight,volume_adaptive,total_loss,smoothness_penalty,tracking_penalty,volume_weight_used,volume_adaptive_used,parameter_regularization,volume_kalman_snr_improvement,volume_kalman_noise_reduction,volume_kalman_tracking_rmse,moving_average_snr_improvement,moving_average_noise_reduction,moving_average_tracking_rmse,fisher_snr_improvement,fisher_noise_reduction,fisher_tracking_rmse
20260201_225843,ETHUSDT,15m,False,outcomes/layer0_kalman_bundle.joblib,outcomes/layer0_kalman_bundle.joblib,17281,2025-07-14 21:15:00,2026-01-10 21:15:00,0.0005324600975689569,0.020316027766016837,0.15000000000000002,False,,,,,,,,,,,,,,,
