metric,count,pct
n_rows_input,2738,1.0
realized_return_nan,1360,0.4967129291453616
target_nan,1360,0.4967129291453616
filtered_by_labeled_mask,1360,0.4967129291453616
all_geo_preds_missing,1,0.0003652300949598247
volatility_1d_missing,0,0.0
trend_regime_missing,0,0.0
vol_regime_missing,0,0.0
