Total PnL,Avg Trade PnL,Trade Count,Turnover Estimate,Net Sortino,Maximum Drawdown,Total Return,AUC
0.2528776428097528,0.00014849071230614203,1703,409.6123146504734,0.9717120524096795,0.11071285318972224,0.2762771328864011,0.5219077113059921
