family,params,pt_mult,sl_mult,horizon,risk_budget,status,n,pos_rate,min_p,max_mi,signals_per_day,target_signals_per_day,adaptive_used
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,16,0.4,PASS,277,0.7292418772563177,0.035918220035517145,0.10824436845257601,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,16,0.7,PASS,277,0.7833935018050542,0.03296775962966944,0.0887933647859871,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,16,1.0,PASS,277,0.8231046931407943,0.06658011267012479,0.10662233423400824,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,24,0.4,PASS,277,0.7003610108303249,0.2719434850724898,0.061328956414702596,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,24,0.7,PASS,277,0.7509025270758123,0.3291405187554959,0.07731441178952014,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,24,1.0,PASS,277,0.7870036101083032,0.40552793343646987,0.08193077511270275,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,48,0.4,PASS,276,0.6594202898550725,0.0672138494055203,0.03531246878131444,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,48,0.7,PASS,276,0.7028985507246377,0.08441611154639696,0.039913787149487234,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.75,48,1.0,PASS,276,0.7318840579710145,0.09852798867680529,0.02745552726731848,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,16,0.4,PASS,277,0.8194945848375451,0.1328871529864147,0.07010251338876827,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,16,0.7,PASS,277,0.8375451263537906,0.10114171165752607,0.07408618393415178,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,16,1.0,PASS,277,0.8772563176895307,0.11287016269774798,0.05523554534282482,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,24,0.4,PASS,277,0.8014440433212996,0.08880486295049368,0.07038607212944914,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,24,0.7,PASS,277,0.8194945848375451,0.058999126290870965,0.0696258332593036,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,24,1.0,PASS,277,0.855595667870036,0.07958003031493804,0.072353677961015,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,48,0.4,PASS,276,0.782608695652174,0.02061547142123639,0.0541330711840029,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,48,0.7,PASS,276,0.7971014492753623,0.023412158501458592,0.07136213390783919,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",1.5,0.5,48,1.0,PASS,276,0.8260869565217391,0.036482990260927696,0.07745295167737876,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,16,0.4,PASS,277,0.8158844765342961,0.06819489008488173,0.09857049271805973,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,16,0.7,PASS,277,0.855595667870036,0.064343726121949,0.08300300536015026,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,16,1.0,PASS,277,0.8664259927797834,0.08081966279496867,0.07775033861013636,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,24,0.4,PASS,277,0.7581227436823105,0.07230048064747568,0.09472618850182535,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,24,0.7,PASS,277,0.8014440433212996,0.09129981575608766,0.060024621000956735,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,24,1.0,PASS,277,0.8267148014440433,0.08723642596367538,0.05854029070719324,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,48,0.4,PASS,276,0.717391304347826,0.008824583734301958,0.05648195307694781,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,48,0.7,PASS,276,0.7608695652173914,0.009804078007322857,0.04413281213774756,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.8,48,1.0,PASS,276,0.7898550724637681,0.011408875576545158,0.035757144659332774,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,16,0.4,PASS,277,0.8736462093862816,0.08623359201882186,0.06955447600584819,1.68,7.5,False
CAUSAL_SURPRISE,"{'params': (1.5, 'all')}",2.0,0.6,16,0.7,PASS,277,0.8880866425992779,0.09731435702497065,0.07318428827848411,1.68,7.5,False
